loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_id
ehiPrBI6-ZFuZ,Education,B,4400,11.89,0,0.1,ehiPrBI6-ZFuZ
3QIwxH64-y61J,Personal,B,10000,NULL,1,0.27,3QIwxH64-y61J
LKEUMr8L-E59C,Venture,A,10150,8.49,0,0.31,LKEUMr8L-E59C
36IP73xX-8QKA,Venture,A,4400,5.99,0,0.09,36IP73xX-8QKA
DPLCwFeu-pF5P,Debtconsolidation,B,25000,12.53,0,0.19,DPLCwFeu-pF5P
1c1fWxjw-yEBD,Venture,A,1400,5.99,0,0.04,1c1fWxjw-yEBD
mdziqhUi-R65J,Medical,D,19600,16.07,1,0.31,mdziqhUi-R65J
uiZiABf6-DGIY,Debtconsolidation,D,8400,17.27,1,0.24,uiZiABf6-DGIY
GmCkwND2-dvsJ,Education,B,5000,NULL,0,0.21,GmCkwND2-dvsJ
OgABBHeA-5n3f,Homeimprovement,C,7475,13.49,0,0.18,OgABBHeA-5n3f
ues49TGd-YQCZ,Debtconsolidation,D,5000,14.54,1,0.17,ues49TGd-YQCZ
6vfRoXvh-sA3x,Venture,B,15000,10.62,1,0.41,6vfRoXvh-sA3x
Q9gpRLzs-elg5,Education,A,16750,7.88,0,0.37,Q9gpRLzs-elg5
mr0cem5a-mkTn,Venture,A,14400,6.03,0,0.19,mr0cem5a-mkTn
KTEQPHqh-Baec,Homeimprovement,A,10000,7.29,0,0.13,KTEQPHqh-Baec
Q57RuUrE-FITz,Education,B,5500,11.12,0,0.15,Q57RuUrE-FITz
lDBvvzPM-ydQw,Venture,B,15000,11.14,0,0.09,lDBvvzPM-ydQw
0THAYBKg-xzhC,Venture,B,20000,10.62,0,0.21,0THAYBKg-xzhC
nt1srfks-PLTQ,Education,A,12000,6.62,0,0.14,nt1srfks-PLTQ
lZYniWQs-ehje,Homeimprovement,C,18000,NULL,0,0.28,lZYniWQs-ehje
eUOXJdFk-C4pE,Venture,B,7000,9.91,0,0.19,eUOXJdFk-C4pE
15jAk3Ls-MhYs,Personal,D,1400,14.84,0,0.04,15jAk3Ls-MhYs
vYZ68M0C-3PAi,Debtconsolidation,B,14000,9.99,0,0.22,vYZ68M0C-3PAi
HxaBiXcX-lNFW,Personal,B,10000,12.69,0,0.2,HxaBiXcX-lNFW
c4Xk5wv5-zkcG,Education,B,15000,10.59,0,0.2,c4Xk5wv5-zkcG
iM5ifx8j-6zNR,Venture,B,4000,10.36,0,0.09,iM5ifx8j-6zNR
uaos8F0a-9Ljg,Venture,B,16000,9.45,0,0.32,uaos8F0a-9Ljg
hIObz5Dx-zKlP,Personal,B,10000,11.49,0,0.13,hIObz5Dx-zKlP
WSFbUXXq-nvCK,Homeimprovement,B,12000,10.65,0,0.11,WSFbUXXq-nvCK
wK4X1XQ1-awq8,Debtconsolidation,A,20000,7.9,0,0.2,wK4X1XQ1-awq8
aayAv0cU-LEkM,Venture,C,9600,12.73,0,0.18,aayAv0cU-LEkM
Z51O1Hsi-rRBJ,Medical,B,6000,9.91,0,0.07,Z51O1Hsi-rRBJ
KLl9evAT-HOrp,Venture,A,3000,6.39,0,0.04,KLl9evAT-HOrp
M6zu7Yic-YjbN,Venture,A,12000,6.62,0,0.17,M6zu7Yic-YjbN
fXx55COj-pTMz,Education,A,5000,7.66,0,0.08,fXx55COj-pTMz
jOMmvvzc-3ubO,Homeimprovement,C,8875,14.27,0,0.3,jOMmvvzc-3ubO
aGMx7mPh-RaSL,Venture,C,9000,11.34,1,0.49,aGMx7mPh-RaSL
R3BgJhLA-LBbG,Venture,C,10000,14.65,1,0.32,R3BgJhLA-LBbG
wFtbqlUY-YGAp,Personal,B,10000,12.42,0,0.15,wFtbqlUY-YGAp
GjpDpQbm-8eZu,Debtconsolidation,A,7500,6.03,0,0.08,GjpDpQbm-8eZu
WBO0JReH-bzDE,Education,A,18000,7.88,1,0.33,WBO0JReH-bzDE
3OF9yUBo-pxgK,Homeimprovement,D,24000,14.46,0,0.3,3OF9yUBo-pxgK
k18WQB4N-xznU,Homeimprovement,D,6000,15.62,0,0.08,k18WQB4N-xznU
dFyPBWzT-k4dZ,Medical,B,8000,11.36,0,0.17,dFyPBWzT-k4dZ
O24ziyOu-bcYm,Homeimprovement,D,7600,12.61,0,0.1,O24ziyOu-bcYm
JYfWDblw-AfiY,Personal,C,3600,14.17,0,0.12,JYfWDblw-AfiY
Yf3USGxd-asiH,Medical,B,2500,10.59,0,0.06,Yf3USGxd-asiH
BUdpMBoy-5jZv,Education,D,6000,15.99,1,0.15,BUdpMBoy-5jZv
dmk8RbXf-yqxA,Venture,B,20000,11.89,0,0.42,dmk8RbXf-yqxA
2M1qkXuq-z3pH,Education,B,1500,10.59,0,0.1,2M1qkXuq-z3pH
icnvSJyB-3vcc,Personal,A,4300,7.9,0,0.14,icnvSJyB-3vcc
QUpz1A64-MAFf,Personal,B,12000,11.49,0,0.18,QUpz1A64-MAFf
rZP4O0dr-0CAX,Venture,,14000,NULL,0,0.24,rZP4O0dr-0CAX
yZDUhTIQ-Pjwx,Venture,B,4000,10.75,0,0.13,yZDUhTIQ-Pjwx
OTItUT4U-UjSG,Personal,C,5000,11.78,0,0.07,OTItUT4U-UjSG
JxrzT2BW-OAqw,Homeimprovement,E,4400,19.91,1,0.31,JxrzT2BW-OAqw
foDko2hr-Dkl5,Education,A,9000,7.49,0,0.25,foDko2hr-Dkl5
f4aDdIKU-vAn6,Personal,A,12000,8.59,0,0.09,f4aDdIKU-vAn6
4kXl334f-sl9O,Venture,A,12000,6.62,0,0.24,4kXl334f-sl9O
3YNecWyi-H2Gr,Education,A,10000,6.03,0,0.17,3YNecWyi-H2Gr
5JdnDj0R-Yu4p,Venture,B,8000,10.62,0,0.14,5JdnDj0R-Yu4p
MxdUJszu-AtvO,Personal,A,3600,6.99,0,0.07,MxdUJszu-AtvO
3Kmucxp4-NvL3,Medical,D,19000,14.96,1,0.39,3Kmucxp4-NvL3
KgcdYfLv-zwhF,Education,A,8000,7.9,0,0.16,KgcdYfLv-zwhF
RPN2i21H-Sn7D,Personal,A,10000,7.51,0,0.11,RPN2i21H-Sn7D
AKKhIW1Z-fBI8,Education,D,25000,14.84,0,0.4,AKKhIW1Z-fBI8
zzny3FWt-99ll,Education,A,7000,8.59,0,0.13,zzny3FWt-99ll
6po5Zvpk-ZiGp,Debtconsolidation,A,6000,7.74,0,0.08,6po5Zvpk-ZiGp
uuiAbxKF-eu3D,Venture,A,17000,7.88,0,0.18,uuiAbxKF-eu3D
gBQmYbHc-c49b,Education,C,9800,13.22,0,0.17,gBQmYbHc-c49b
utr7EhhD-ntol,Education,A,9500,8.9,0,0.17,utr7EhhD-ntol
h4bOxP6o-BMgs,Personal,D,4000,17.49,1,0.09,h4bOxP6o-BMgs
FJnlkCtu-KdXJ,Venture,C,11000,NULL,0,0.46,FJnlkCtu-KdXJ
qJ6TX1nI-RgWe,Personal,A,4000,7.49,0,0.17,qJ6TX1nI-RgWe
KtvTMU9t-K7Ml,Venture,A,5000,8.94,0,0.1,KtvTMU9t-K7Ml
Z7FgSk8P-RpzS,Education,B,2100,11.49,1,0.04,Z7FgSk8P-RpzS
350wkXlk-hzlW,Personal,A,8000,8.9,1,0.42,350wkXlk-hzlW
vbwTDEJY-XEiC,Homeimprovement,C,NULL,NULL,0,0.15,vbwTDEJY-XEiC
33l9kC0D-dp2r,Education,A,5000,7.9,0,0.17,33l9kC0D-dp2r
lzRWmsqi-vbY7,Education,B,17000,10.62,0,0.18,lzRWmsqi-vbY7
mvDYQ8Db-JIKP,Homeimprovement,B,10000,9.88,0,0.17,mvDYQ8Db-JIKP
hx8Zn5nc-eYzY,Personal,C,12000,13.98,1,0.36,hx8Zn5nc-eYzY
0k9WXzgN-XUoD,Venture,A,19200,NULL,0,0.26,0k9WXzgN-XUoD
svEUBYsg-z7Aj,Education,B,27400,10.99,0,0.25,svEUBYsg-z7Aj
EvtBzav9-5YiQ,Education,A,7000,6.03,0,0.31,EvtBzav9-5YiQ
sDPd39iP-LOgD,Education,A,5375,5.79,1,0.37,sDPd39iP-LOgD
d5YUEzJR-9bJr,Homeimprovement,D,20000,14.54,0,0.25,d5YUEzJR-9bJr
XnsgCTWv-44Z0,Debtconsolidation,E,6500,16.45,1,0.12,XnsgCTWv-44Z0
760Z5UEu-hb33,Personal,B,18200,9.91,1,0.5,760Z5UEu-hb33
YimyHI1H-XWkK,Medical,A,5000,7.14,1,0.1,YimyHI1H-XWkK
5kpH1omu-JQcP,Medical,D,12250,14.84,1,0.27,5kpH1omu-JQcP
DQNoUBEq-ygsK,Education,A,11000,8.94,0,0.08,DQNoUBEq-ygsK
H2zmJB9D-iLLb,Medical,D,8000,15.05,1,0.3,H2zmJB9D-iLLb
7ZqZ1B6c-R4uY,Medical,C,5000,13.22,0,0.14,7ZqZ1B6c-R4uY
OWtLdZxZ-S6yy,Medical,D,16000,NULL,1,0.19,OWtLdZxZ-S6yy
67Q72oos-Dr4E,Personal,A,9000,9.63,0,0.13,67Q72oos-Dr4E
LuY3YlTN-gonQ,Personal,D,23500,14.96,0,0.19,LuY3YlTN-gonQ
D8206Bpa-2tXx,Venture,A,11800,6.92,0,0.29,D8206Bpa-2tXx
pYoK7jDu-Q88s,Venture,A,10750,9.25,0,0.13,pYoK7jDu-Q88s
D47ArNkP-AG5L,Personal,B,10000,12.53,1,0.46,D47ArNkP-AG5L
4IqaXqlU-eZQz,Medical,B,5000,NULL,0,0.15,4IqaXqlU-eZQz
i94iycqm-omNS,Education,A,7000,7.51,0,0.18,i94iycqm-omNS
dya5fZE1-poTw,Homeimprovement,B,8000,9.99,0,0.13,dya5fZE1-poTw
DpWoB17g-8kGy,Debtconsolidation,A,8000,7.88,0,0.15,DpWoB17g-8kGy
8a3kMSBX-9OSk,Venture,F,25000,17.46,1,0.25,8a3kMSBX-9OSk
JKwSWNu0-8RqX,Venture,B,3500,9.99,0,0.14,JKwSWNu0-8RqX
2G9WU3i4-opi2,Medical,D,4000,14.84,1,0.17,2G9WU3i4-opi2
WsUShdx9-zcaw,Debtconsolidation,A,4200,6.99,0,0.03,WsUShdx9-zcaw
wL5iWWM2-fixx,Medical,B,6000,11.99,0,0.25,wL5iWWM2-fixx
EKjMEBEm-wC47,Venture,C,4800,14.72,0,0.04,EKjMEBEm-wC47
2na5S8uM-7ue9,Debtconsolidation,A,7000,6.17,0,0.14,2na5S8uM-7ue9
d4Mw1n2Z-StbG,Medical,A,4000,6.54,0,0.09,d4Mw1n2Z-StbG
rjCl1Td3-KjcA,Education,A,4800,5.99,0,0.05,rjCl1Td3-KjcA
ltz94J4Q-IyQ8,Homeimprovement,D,20000,14.11,0,0.11,ltz94J4Q-IyQ8
CYb1ws97-dXc7,Homeimprovement,A,10000,7.9,0,0.07,CYb1ws97-dXc7
okjDN5F2-tgL4,Homeimprovement,D,10000,16.89,0,0.13,okjDN5F2-tgL4
w1l7KE1W-0scY,Education,C,3000,NULL,0,0.06,w1l7KE1W-0scY
XbwOX1Fh-4syr,Debtconsolidation,C,7000,10.78,0,0.19,XbwOX1Fh-4syr
lZjf04h6-1hjM,Medical,B,18500,10.71,1,0.54,lZjf04h6-1hjM
hI1Dxlrs-wWQx,Personal,C,6000,12.87,0,0.16,hI1Dxlrs-wWQx
8bnPHFqd-EUPv,Education,A,7500,6.91,1,0.36,8bnPHFqd-EUPv
vZ8yGQ04-KES0,Medical,B,5200,12.53,0,0.2,vZ8yGQ04-KES0
Mh86lgdd-escG,Debtconsolidation,B,5500,8.88,0,0.18,Mh86lgdd-escG
4hvXLmqG-f3pY,Debtconsolidation,A,25000,7.51,1,0.38,4hvXLmqG-f3pY
yy76i49E-PNh0,Personal,B,3200,10.2,0,0.1,yy76i49E-PNh0
dfhGyuNd-ChDS,Education,B,4800,11.89,0,0.12,dfhGyuNd-ChDS
9r5x3TZ5-Ncgn,Venture,A,7000,7.49,0,0.09,9r5x3TZ5-Ncgn
fO7Hnf3c-rglN,Education,C,15000,13.85,0,0.11,fO7Hnf3c-rglN
YAFhvdfh-mlur,Education,C,6000,14.79,1,0.2,YAFhvdfh-mlur
9akpO1j8-z0oN,Medical,A,10000,6.92,0,0.23,9akpO1j8-z0oN
9HDI40yX-SUoF,Homeimprovement,A,4200,5.99,0,0.07,9HDI40yX-SUoF
UBxYoYqe-LNbD,Debtconsolidation,B,20050,10.59,0,0.26,UBxYoYqe-LNbD
tWKakTJ4-pkE5,Education,,9600,14.09,0,0.18,tWKakTJ4-pkE5
q5XXSrtG-DSjT,Homeimprovement,A,6300,NULL,0,0.17,q5XXSrtG-DSjT
KpJvPbQc-LjfD,Personal,A,4400,NULL,0,0.06,KpJvPbQc-LjfD
5CuOw5gn-Mp4U,Homeimprovement,B,15000,11.49,1,0.14,5CuOw5gn-Mp4U
MHdhP3Qb-vKO3,Personal,A,5000,7.88,0,0.13,MHdhP3Qb-vKO3
3Y9GGKlM-62gQ,Venture,A,6000,6.99,0,0.07,3Y9GGKlM-62gQ
FGAOpcfU-dR90,Education,A,12000,8.9,0,0.12,FGAOpcfU-dR90
kHGYRJS1-zX72,Debtconsolidation,D,10000,14.84,1,0.11,kHGYRJS1-zX72
BocUqA5J-fAZl,Debtconsolidation,B,16000,NULL,1,0.36,BocUqA5J-fAZl
ws6qKj4Q-dsts,Personal,B,3000,12.42,0,0.05,ws6qKj4Q-dsts
qFE7Qgpw-nwst,Debtconsolidation,D,10000,18.25,1,0.12,qFE7Qgpw-nwst
fNPrwmOr-4Tc7,Personal,B,6000,10.99,0,0.12,fNPrwmOr-4Tc7
wo2HnYp0-o3Cb,Education,A,4850,6.62,0,0.12,wo2HnYp0-o3Cb
2H3I3JSm-IucY,Personal,D,8000,15.7,0,0.27,2H3I3JSm-IucY
Z1NHZeku-whJG,Venture,A,14000,7.88,0,0.12,Z1NHZeku-whJG
RQ1LENav-di4q,Medical,B,10800,13.57,NULL,0.27,RQ1LENav-di4q
RTI5EcgG-sjp3,Venture,A,8000,7.51,0,0.12,RTI5EcgG-sjp3
7pz2gErN-juXW,,C,9000,8.49,0,0.15,7pz2gErN-juXW
7jj46X8x-Torl,Debtconsolidation,D,5000,15.31,1,0.12,7jj46X8x-Torl
oYyTgmA7-1RmJ,Personal,C,7200,13.48,0,0.19,oYyTgmA7-1RmJ
pdnDQm4T-wT25,Personal,C,3500,13.99,1,0.15,pdnDQm4T-wT25
TQ7ZJOdo-rEeU,Homeimprovement,B,18000,11.11,0,0.2,TQ7ZJOdo-rEeU
FAdZK3Zt-LHcp,Medical,C,25000,13.11,1,0.5,FAdZK3Zt-LHcp
iuOShsRK-eJij,Education,C,8000,13.49,0,0.13,iuOShsRK-eJij
ZCJIjpnF-Ma46,Venture,A,10000,7.88,0,0.09,ZCJIjpnF-Ma46
bweQbhMl-KAxE,Homeimprovement,A,12500,7.51,0,0.2,bweQbhMl-KAxE
4FBzJtMO-Uhed,,A,2000,6.39,0,0.04,4FBzJtMO-Uhed
NC4X7hJW-kBGS,Homeimprovement,C,8000,15.23,0,0.16,NC4X7hJW-kBGS
ZJMdeYne-b1Fg,Venture,D,7500,15.58,0,0.08,ZJMdeYne-b1Fg
O1XkAUhf-rhRK,Debtconsolidation,B,7200,10.59,0,0.17,O1XkAUhf-rhRK
RLcHRqiG-Eykx,Venture,B,15000,10.99,0,0.23,RLcHRqiG-Eykx
XxjH6P7T-Lij4,Medical,C,8400,13.99,0,0.14,XxjH6P7T-Lij4
WbWqQ4Ff-QQAf,Education,B,20000,10,0,0.41,WbWqQ4Ff-QQAf
ODBNyULj-jgdD,Medical,A,5000,8.9,0,0.03,ODBNyULj-jgdD
mKu7Sdwo-8Bsb,Education,B,5000,NULL,0,0.22,mKu7Sdwo-8Bsb
Dogopik6-npOn,Venture,A,8200,7.88,0,0.19,Dogopik6-npOn
gn8oiFCZ-GogY,Venture,A,8200,5.79,0,0.05,gn8oiFCZ-GogY
LciM0ZQ7-fK9R,Medical,B,20000,11.83,0,0.25,LciM0ZQ7-fK9R
2DUXUu9Y-ffaE,Medical,B,3000,10.95,0,0.12,2DUXUu9Y-ffaE
r4cJ5uag-4DRZ,Education,C,17500,13.49,0,0.3,r4cJ5uag-4DRZ
OuQWZSWz-IjKf,Education,A,12500,9.32,0,0.25,OuQWZSWz-IjKf
o292Uw2h-G779,Education,A,5000,5.79,0,0.11,o292Uw2h-G779
3kPloSlQ-tD11,Personal,B,8000,10.37,0,0.16,3kPloSlQ-tD11
Y5XlzhS5-0xyv,Venture,A,7975,7.49,0,0.18,Y5XlzhS5-0xyv
5wyEEPSo-QWxA,Education,D,3975,13.87,0,0.17,5wyEEPSo-QWxA
1hWPZZzM-kAIB,Venture,D,24250,15.31,0,0.4,1hWPZZzM-kAIB
kFk8kl0J-t6wS,Education,A,35000,7.9,0,0.3,kFk8kl0J-t6wS
27FrfyUz-AbuR,Venture,C,8000,NULL,0,0.09,27FrfyUz-AbuR
p2bOv1MH-kYKR,Venture,B,4675,10,0,0.09,p2bOv1MH-kYKR
MI4LEpPh-6MXs,Education,C,15000,14.35,0,0.27,MI4LEpPh-6MXs
FFlCHmne-MvJF,Debtconsolidation,A,3000,8.49,0,0.09,FFlCHmne-MvJF
5oSXeR6a-TweY,Homeimprovement,B,24000,11.49,0,0.28,5oSXeR6a-TweY
clUxZHoA-F2ea,Medical,D,20000,15.28,1,0.19,clUxZHoA-F2ea
o4Nh8YR0-HAJy,Medical,D,5400,15.21,1,0.07,o4Nh8YR0-HAJy
UygeLeu4-dv8b,Personal,C,2000,14.35,0,0.05,UygeLeu4-dv8b
N9aKwsTx-5gL2,Venture,D,10000,15.65,0,0.1,N9aKwsTx-5gL2
sHUg7APx-7ibF,Medical,A,10000,NULL,0,0.21,sHUg7APx-7ibF
6If1fwk8-4UEJ,Debtconsolidation,A,7000,8.9,0,0.3,6If1fwk8-4UEJ
cJ5bkS6N-uS4T,Medical,A,8000,5.99,0,0.25,cJ5bkS6N-uS4T
mxYwm0tS-yGUO,Medical,B,6000,10.99,0,0.06,mxYwm0tS-yGUO
J573ENNL-7IuB,Education,B,15000,10.62,0,0.17,J573ENNL-7IuB
18Zg9MdZ-uh9p,Education,A,5000,NULL,1,0.15,18Zg9MdZ-uh9p
Rx9SRzqK-GKHc,Personal,B,1800,11.12,0,0.03,Rx9SRzqK-GKHc
t16hB5Xs-wo2A,Venture,B,4500,NULL,0,0.06,t16hB5Xs-wo2A
Yldo8vvb-lfod,Homeimprovement,C,5000,12.99,0,0.06,Yldo8vvb-lfod
OxmoKJvn-DsjI,Debtconsolidation,E,1200,16.69,1,0.04,OxmoKJvn-DsjI
CUgTBahN-KhHY,Medical,E,10000,18.39,1,0.45,CUgTBahN-KhHY
w95JTGMZ-oN61,Venture,B,3325,11.49,0,0.09,w95JTGMZ-oN61
AjkBv8Tz-KMLM,Personal,B,10000,9.91,0,0.13,AjkBv8Tz-KMLM
gBZX9N8G-wdgk,Medical,A,17500,6.54,1,0.33,gBZX9N8G-wdgk
Ia1nka9l-6fM2,Education,D,3500,15.65,1,0.15,Ia1nka9l-6fM2
wLwJYoiJ-X1dB,Medical,C,4800,13.49,0,0.22,wLwJYoiJ-X1dB
IB6lBS2h-nWhz,Homeimprovement,B,9600,10.08,0,0.16,IB6lBS2h-nWhz
qsXUH27a-v6PZ,Education,A,12000,7.29,0,0.33,qsXUH27a-v6PZ
PQ1i7kgN-qDPA,Personal,C,5500,12.53,0,0.18,PQ1i7kgN-qDPA
s9r3Ypl3-TwDe,Education,D,1200,18.25,1,0.06,s9r3Ypl3-TwDe
9WvX47kd-ejuS,Education,C,7700,14.79,1,0.09,9WvX47kd-ejuS
HOg0NGbK-siBC,Venture,B,15850,11.11,0,0.26,HOg0NGbK-siBC
vM7UKr32-XmfB,Personal,B,10000,10.38,0,0.11,vM7UKr32-XmfB
m5siBKCm-TzX5,Education,B,12000,12.42,0,0.29,m5siBKCm-TzX5
giSkG8vR-qaxi,Personal,C,16000,12.73,0,0.24,giSkG8vR-qaxi
D0NBNhpm-EaEi,Homeimprovement,A,8400,7.49,1,0.16,D0NBNhpm-EaEi
NPRHiCaq-yyrI,Medical,C,3500,13.35,1,0.19,NPRHiCaq-yyrI
5v10fyX8-tQEc,Education,A,4000,5.79,0,0.05,5v10fyX8-tQEc
D6KZDMfG-3usL,Medical,A,10000,6.99,0,0.14,D6KZDMfG-3usL
vbrg5URv-zgBR,Debtconsolidation,C,1000,13.99,1,0.02,vbrg5URv-zgBR
IAjgRFtT-KEbt,Education,C,21000,13.49,0,0.25,IAjgRFtT-KEbt
XymFnBKz-axoa,Education,A,1000,7.49,0,0.03,XymFnBKz-axoa
05EkGY9o-a5jg,Venture,E,19000,15.68,1,0.34,05EkGY9o-a5jg
jAM3dYGX-eIXg,Homeimprovement,C,18000,13.85,0,0.22,jAM3dYGX-eIXg
mFw0YYIW-6E0s,Education,A,7500,8,0,0.06,mFw0YYIW-6E0s
CUMHpvu7-lfQC,Personal,A,16000,9.63,0,0.13,CUMHpvu7-lfQC
SEINjwBy-zHHl,Medical,A,2200,NULL,0,0.1,SEINjwBy-zHHl
U13D1oUU-SSbc,Homeimprovement,B,10000,11.14,0,0.13,U13D1oUU-SSbc
fKjrr9HY-WoMU,Debtconsolidation,A,14000,9.63,0,0.13,fKjrr9HY-WoMU
x6eYHrRI-ooLo,Education,A,16000,7.88,0,0.18,x6eYHrRI-ooLo
yJevosT8-2mn1,Debtconsolidation,B,3975,10.99,0,0.11,yJevosT8-2mn1
mvU3xnJw-RdG9,Debtconsolidation,A,7000,7.66,1,0.03,mvU3xnJw-RdG9
3EqyLkHJ-75ws,Education,B,1500,10.37,0,0.04,3EqyLkHJ-75ws
fnrlCxHp-qer0,Personal,A,35000,7.49,1,0.25,fnrlCxHp-qer0
8Omk38j3-Kjg3,Venture,C,9000,13.22,0,0.1,8Omk38j3-Kjg3
T64wTEEv-9UwQ,Venture,B,7000,12.18,0,0.23,T64wTEEv-9UwQ
oJjLTxMY-Wpjq,Personal,A,8000,7.29,0,0.01,oJjLTxMY-Wpjq
jSQIsB9J-Dgc0,Venture,C,25000,12.53,0,0.22,jSQIsB9J-Dgc0
bkvtE3O1-xMNU,Medical,D,20000,14.59,1,0.3,bkvtE3O1-xMNU
FJszjCNY-NYuv,Venture,D,2500,14.59,1,0.03,FJszjCNY-NYuv
L9df7EcL-InpU,Debtconsolidation,A,8000,7.9,0,0.2,L9df7EcL-InpU
9zlbNrg4-0jYK,Debtconsolidation,B,15000,11.83,1,0.09,9zlbNrg4-0jYK
Pvm0jSj5-ZnT6,Personal,B,6000,11.86,0,0.09,Pvm0jSj5-ZnT6
7qYsAsTX-4fQP,Personal,A,10000,6.54,0,0.08,7qYsAsTX-4fQP
BgY0nEhj-Rm3u,Venture,B,6000,10.99,0,0.06,BgY0nEhj-Rm3u
52xI5zYZ-nX3D,Venture,A,10000,6.62,0,0.15,52xI5zYZ-nX3D
wC8Yn8ow-ndDU,Education,A,4500,NULL,0,NULL,wC8Yn8ow-ndDU
iM10yD2x-7Rb3,Personal,A,3000,7.75,0,0.02,iM10yD2x-7Rb3
04f4xOSc-Pblx,Debtconsolidation,C,16000,13.43,0,0.16,04f4xOSc-Pblx
HMTX9F7e-txi9,Venture,A,3000,7.88,0,0.03,HMTX9F7e-txi9
WEqXmNea-3U6B,Venture,B,3000,10.74,0,0.02,WEqXmNea-3U6B
8lbemJ06-5m0s,Medical,C,2400,14.27,0,0.1,8lbemJ06-5m0s
3HFRiBuL-bOtv,Education,B,5500,10.59,0,0.1,3HFRiBuL-bOtv
Dp3QPaPD-MLKw,Debtconsolidation,,4750,NULL,0,0.2,Dp3QPaPD-MLKw
MiyIwJwk-ULrv,Debtconsolidation,B,2500,9.99,0,0.05,MiyIwJwk-ULrv
n9OzeZHn-1sjU,Venture,B,3500,12.18,0,0.14,n9OzeZHn-1sjU
v1xeGtiR-nFHP,Personal,A,6000,6.17,0,0.07,v1xeGtiR-nFHP
ETyNTd68-fTHm,Education,D,13000,NULL,1,0.34,ETyNTd68-fTHm
RLjp2f5k-UgDE,Venture,B,6000,11.89,0,0.09,RLjp2f5k-UgDE
6WZrRrak-iYq7,Personal,C,15000,13.47,0,0.21,6WZrRrak-iYq7
dMPX36kq-8d55,Personal,B,20000,NULL,0,0.17,dMPX36kq-8d55
PuXJFeMR-I8Sg,Education,B,15000,11.58,0,0.12,PuXJFeMR-I8Sg
Bz3wBD4b-rlEU,Homeimprovement,A,2800,7.88,0,0.03,Bz3wBD4b-rlEU
yXI3kkXg-nciv,Personal,A,14000,7.9,0,0.17,yXI3kkXg-nciv
EG3h2AMb-PA1B,Homeimprovement,A,5000,8.49,0,0.08,EG3h2AMb-PA1B
7jNREXq9-xMfW,Venture,A,3500,7.68,0,0.04,7jNREXq9-xMfW
qDdFrwAx-Y81x,Debtconsolidation,D,10000,NULL,1,0.09,qDdFrwAx-Y81x
sa087vuD-uI7o,Venture,C,3825,15.96,1,0.13,sa087vuD-uI7o
C0lSwD9I-AzZ4,Personal,C,2650,13.23,0,0.03,C0lSwD9I-AzZ4
NC0eXNkZ-Bn3a,Education,B,NULL,12.53,NULL,0.27,NC0eXNkZ-Bn3a
u2B5cREv-2wsy,Personal,B,1000,NULL,1,0.04,u2B5cREv-2wsy
xfBuiF8F-jewP,Debtconsolidation,B,3600,NULL,0,0.1,xfBuiF8F-jewP
bXjyvdlk-xhLr,Education,D,7000,14.96,0,0.17,bXjyvdlk-xhLr
wNnpJxrW-jJf4,Personal,E,25000,15.95,0,0.3,wNnpJxrW-jJf4
F6Dq97Xe-i9Sh,Homeimprovement,C,9500,11.66,0,0.08,F6Dq97Xe-i9Sh
69e1wjMI-hGgI,Education,B,6000,10.99,0,0.18,69e1wjMI-hGgI
thdAfvhq-3uOK,Medical,C,1500,11.78,0,0.01,thdAfvhq-3uOK
rFnKHgQ0-DEsg,Debtconsolidation,D,10000,14.46,0,0.23,rFnKHgQ0-DEsg
afFG58J1-kYyc,Venture,D,6000,14.59,0,0.11,afFG58J1-kYyc
5l1kNfJF-qxly,Medical,A,8400,7.51,0,0.04,5l1kNfJF-qxly
RU6Mk6kh-ys7B,Education,C,4600,13.99,0,0.08,RU6Mk6kh-ys7B
80XJG7dL-lehb,Medical,D,10000,15.99,1,0.17,80XJG7dL-lehb
OWoOh1ac-OYPn,Medical,C,9000,13.79,0,0.15,OWoOh1ac-OYPn
nRsr2kNY-DD7L,Debtconsolidation,B,8000,11.36,0,0.05,nRsr2kNY-DD7L
v24dlQwf-Jmz0,Education,C,10000,14.27,0,0.12,v24dlQwf-Jmz0
vCkBCryz-s0Yo,Personal,C,14000,13.23,0,0.29,vCkBCryz-s0Yo
nK2W0cad-fsuv,Education,B,6000,10,1,0.4,nK2W0cad-fsuv
yei0Msql-xOaz,Education,B,4150,10.65,0,0.04,yei0Msql-xOaz
4uWStFCx-31YX,Personal,C,6000,13.99,1,0.12,4uWStFCx-31YX
hgP4Bgd5-U4bq,Venture,B,NULL,NULL,0,0.07,hgP4Bgd5-U4bq
umqHoU9K-C6jm,Personal,B,10000,10.99,1,0.38,umqHoU9K-C6jm
JbYvh7pO-ysiE,Debtconsolidation,B,9100,11.49,0,0.16,JbYvh7pO-ysiE
vtBTQkA4-hk1K,Education,B,11000,NULL,0,0.31,vtBTQkA4-hk1K
Nd1041IF-hIoH,Medical,A,2000,6.54,0,0.08,Nd1041IF-hIoH
oj189THp-1iwv,Medical,A,12000,5.79,0,0.15,oj189THp-1iwv
0Y0rHbib-kYJ4,Personal,A,6000,5.42,0,0.06,0Y0rHbib-kYJ4
GQ0h31Xc-jqwZ,Debtconsolidation,D,10000,16.77,1,0.34,GQ0h31Xc-jqwZ
