cb_id,cb_person_default_on_file,cb_person_cred_hist_length,cb_id
kI4JKs0U-dD1k,Y,16,kI4JKs0U-dD1k
AswTTDHJ-JsPz,Y,3,AswTTDHJ-JsPz
GDhy5CK5-nF50,Y,10,GDhy5CK5-nF50
NqZ5TmOq-cHcO,N,10,NqZ5TmOq-cHcO
ZSD1g55v-vz2f,Y,7,ZSD1g55v-vz2f
uztqKHxD-GNDl,Y,2,uztqKHxD-GNDl
LZbGYSIo-qoEC,N,3,LZbGYSIo-qoEC
sORRBDt4-l6X2,N,3,sORRBDt4-l6X2
IgirXmb3-sMSD,N,5,IgirXmb3-sMSD
LC4EBlQR-w49w,Y,9,LC4EBlQR-w49w
297mAN39-28Ce,Y,3,297mAN39-28Ce
SPfI7IaO-jPtK,N,3,SPfI7IaO-jPtK
GEa73DYJ-bZni,N,2,GEa73DYJ-bZni
Tu2KeRi4-v9xF,Y,3,Tu2KeRi4-v9xF
SOL2jcQN-Hu99,N,2,SOL2jcQN-Hu99
UcrGxQZS-84hQ,N,3,UcrGxQZS-84hQ
MFTDQpGZ-APDa,N,4,MFTDQpGZ-APDa
aCnMasQy-jt4S,N,9,aCnMasQy-jt4S
zvskpzjm-j0pf,N,2,zvskpzjm-j0pf
CdHmdoc4-lW0W,N,13,CdHmdoc4-lW0W
ulOPtGCc-f9hT,N,2,ulOPtGCc-f9hT
NrSpknpk-xUPT,Y,4,NrSpknpk-xUPT
QhMvDhvT-IPTB,N,3,QhMvDhvT-IPTB
h4iLwy93-OZcy,N,2,h4iLwy93-OZcy
H7X71Jxq-6y0I,N,7,H7X71Jxq-6y0I
pfeAH0wn-CPON,N,2,pfeAH0wn-CPON
PckTgrqB-qr6W,N,3,PckTgrqB-qr6W
h6UbcwEC-2g5s,Y,2,h6UbcwEC-2g5s
roI8FpUJ-AH7T,N,4,roI8FpUJ-AH7T
bRIsTRJx-4LRg,Y,9,bRIsTRJx-4LRg
tq66AhGe-bIhS,N,7,tq66AhGe-bIhS
yELKcTD7-XpU4,N,2,yELKcTD7-XpU4
byyK9jq7-Rf53,N,10,byyK9jq7-Rf53
zOgcpO3t-zd9c,N,7,zOgcpO3t-zd9c
ROxGvuxm-fsOR,N,6,ROxGvuxm-fsOR
Tys2Z1W2-cQ1e,Y,3,Tys2Z1W2-cQ1e
ThBdcz5O-i9sg,N,2,ThBdcz5O-i9sg
WGPLSPel-5ehQ,Y,4,WGPLSPel-5ehQ
JtdKLfx2-Nkvq,N,3,JtdKLfx2-Nkvq
iC6pYbMA-uXI8,N,4,iC6pYbMA-uXI8
iKLZUswt-deOF,N,3,iKLZUswt-deOF
DLLAdd5o-E0fm,N,6,DLLAdd5o-E0fm
7kLCncCA-xEkt,N,10,7kLCncCA-xEkt
EwbfQvQB-Cd9Z,N,11,EwbfQvQB-Cd9Z
HIYqiiJo-8iaF,N,4,HIYqiiJo-8iaF
WHPtxXnj-B1Rj,N,18,WHPtxXnj-B1Rj
ayWXO3T5-Fgc4,Y,7,ayWXO3T5-Fgc4
A7egI5uY-dAJ3,Y,3,A7egI5uY-dAJ3
5HYfYYY0-5uNA,Y,6,5HYfYYY0-5uNA
s03kLMUF-1oUP,N,3,s03kLMUF-1oUP
JHm5rl9q-l9So,N,3,JHm5rl9q-l9So
Gm5WsGoQ-q7DB,N,4,Gm5WsGoQ-q7DB
kdMrHFPG-cJ0w,Y,4,kdMrHFPG-cJ0w
hE0d0rli-cM4U,N,3,hE0d0rli-cM4U
ErWKvptO-mhI8,N,8,ErWKvptO-mhI8
p62MbYvJ-j1fG,N,3,p62MbYvJ-j1fG
DRCEefli-fK8v,Y,15,DRCEefli-fK8v
8INFiQNp-lACF,N,4,8INFiQNp-lACF
MhagmO3n-1e8J,Y,4,MhagmO3n-1e8J
53IZbhmv-P1ch,N,3,53IZbhmv-P1ch
vijxUTUq-Ykbq,N,5,vijxUTUq-Ykbq
eQiwNXtB-0gLv,N,2,eQiwNXtB-0gLv
EiCh2wTH-uRs0,N,3,EiCh2wTH-uRs0
CXpQI4IP-Ik4m,N,6,CXpQI4IP-Ik4m
SJrK6PS9-aPXr,Y,2,SJrK6PS9-aPXr
a3C3zIzz-2vOw,N,3,a3C3zIzz-2vOw
ULQbRI1r-YsXX,N,5,ULQbRI1r-YsXX
gWlpPDug-TqxY,N,27,gWlpPDug-TqxY
SeDof8jg-deEo,Y,2,SeDof8jg-deEo
HBCwvn7q-tvUL,N,3,HBCwvn7q-tvUL
Pk9Iv2R9-xuFw,Y,5,Pk9Iv2R9-xuFw
reg1MetQ-seAq,N,3,reg1MetQ-seAq
dmMjJIWO-ckh2,N,2,dmMjJIWO-ckh2
hMiE77TJ-RBOo,N,2,hMiE77TJ-RBOo
sFHyl9ZR-a08m,N,3,sFHyl9ZR-a08m
AUuIkz4a-JBeZ,N,3,AUuIkz4a-JBeZ
uJxITA1c-gNx9,N,2,uJxITA1c-gNx9
yiayEkWn-tAM5,N,3,yiayEkWn-tAM5
0cPOupvp-25Pk,N,7,0cPOupvp-25Pk
hgZ7F8fJ-2KMY,N,2,hgZ7F8fJ-2KMY
NPKZ5Uuc-vQtv,N,4,NPKZ5Uuc-vQtv
bCOI2fjB-DdQM,N,5,bCOI2fjB-DdQM
YHMmZJ3R-QXN4,Y,3,YHMmZJ3R-QXN4
9B4hPos0-XDsX,N,9,9B4hPos0-XDsX
edHMf7SN-6boA,N,10,edHMf7SN-6boA
330Nrf9d-gplj,Y,4,330Nrf9d-gplj
o8zzElvX-qaMz,Y,5,o8zzElvX-qaMz
9JoLd5fe-9o1g,N,9,9JoLd5fe-9o1g
s3opeeyS-mhUJ,N,9,s3opeeyS-mhUJ
90pC2PEv-tFNq,N,10,90pC2PEv-tFNq
ZlzDM6qD-0b22,N,6,ZlzDM6qD-0b22
yidq97Lo-2cmB,N,9,yidq97Lo-2cmB
iCrK2O5n-KDrC,N,4,iCrK2O5n-KDrC
4m2sAQOI-aucy,N,12,4m2sAQOI-aucy
R70dKJzp-91NW,N,3,R70dKJzp-91NW
SmFxY2Sy-S3jM,N,8,SmFxY2Sy-S3jM
CeL8NOdB-cw9f,N,5,CeL8NOdB-cw9f
LXbBHnuR-0k3c,N,2,LXbBHnuR-0k3c
Z7ceC1oY-TzFR,N,8,Z7ceC1oY-TzFR
obCSo9bm-YHb8,Y,2,obCSo9bm-YHb8
PfEEzf8l-7SSZ,N,4,PfEEzf8l-7SSZ
vPgziqNj-ee1L,Y,4,vPgziqNj-ee1L
lBKpAjoE-mNK8,N,7,lBKpAjoE-mNK8
P2wxdd9y-Q9iD,N,2,P2wxdd9y-Q9iD
ona6oAzr-eiAU,N,8,ona6oAzr-eiAU
1GgjdAGQ-UX8T,N,4,1GgjdAGQ-UX8T
2caUjRvd-0clG,N,11,2caUjRvd-0clG
xmpMOP0e-Dlyz,Y,4,xmpMOP0e-Dlyz
5crSnxbt-sk09,N,5,5crSnxbt-sk09
PzRERGTI-5GBW,N,3,PzRERGTI-5GBW
4yCkT0MF-q1Q2,N,9,4yCkT0MF-q1Q2
E1rNA3gM-4NGb,N,4,E1rNA3gM-4NGb
TS3RsLIU-Ch7O,N,15,TS3RsLIU-Ch7O
1RSei81H-tFTR,N,10,1RSei81H-tFTR
06MwaAuc-TvDw,Y,2,06MwaAuc-TvDw
RHsIrg1k-maG6,N,3,RHsIrg1k-maG6
lkfmQ3b5-Kyhn,Y,5,lkfmQ3b5-Kyhn
znrWmL3B-8lhR,N,5,znrWmL3B-8lhR
RUbEJKlN-Oeck,N,2,RUbEJKlN-Oeck
uNkJuhSF-jGPh,N,10,uNkJuhSF-jGPh
S6DiIKcU-xPrK,Y,16,S6DiIKcU-xPrK
SnE0EBsT-YiKA,Y,7,SnE0EBsT-YiKA
z0jh9bn3-PyNX,Y,2,z0jh9bn3-PyNX
trrfDi0Y-mGYk,N,6,trrfDi0Y-mGYk
5Fqtn0pS-NQHX,Y,6,5Fqtn0pS-NQHX
kH9wqvdj-28if,N,8,kH9wqvdj-28if
IsSEbc4a-TA1h,Y,5,IsSEbc4a-TA1h
KK6QKoaa-sfLB,N,6,KK6QKoaa-sfLB
hfBfto1S-DKIC,Y,10,hfBfto1S-DKIC
vK0J81MP-kwKa,Y,17,vK0J81MP-kwKa
PFS6MWLU-nwZF,Y,2,PFS6MWLU-nwZF
k69CY4Dj-ybMd,N,9,k69CY4Dj-ybMd
pFQ0RqtS-TeEb,N,14,pFQ0RqtS-TeEb
GIL38rqn-1Oda,N,8,GIL38rqn-1Oda
aUP3ep4B-UCHF,N,3,aUP3ep4B-UCHF
INEAWPcS-JU9f,N,4,INEAWPcS-JU9f
CB9omsKB-jKbv,N,6,CB9omsKB-jKbv
LLNTmKdB-5X1W,N,10,LLNTmKdB-5X1W
x9gd0QgM-x6l3,N,4,x9gd0QgM-x6l3
4X45OJPq-W3fT,N,4,4X45OJPq-W3fT
enwAa5eK-Ev4Z,N,3,enwAa5eK-Ev4Z
FCm54ZbT-XIfG,N,10,FCm54ZbT-XIfG
GK4phQAI-2nYW,N,10,GK4phQAI-2nYW
DfrYmDZi-YdO8,N,30,DfrYmDZi-YdO8
XhQCxAPg-kG1J,N,10,XhQCxAPg-kG1J
7GljLUnh-u1Jx,N,7,7GljLUnh-u1Jx
I8ptH6Jo-cemU,N,3,I8ptH6Jo-cemU
8llOsXuc-TuLW,N,3,8llOsXuc-TuLW
rjCweGaa-WqD4,N,3,rjCweGaa-WqD4
Cwg8u3nF-JySy,N,4,Cwg8u3nF-JySy
nQDzhs7A-1Hpb,N,3,nQDzhs7A-1Hpb
0qfh9eYf-4OyD,N,4,0qfh9eYf-4OyD
CG2SzTjU-bMeB,N,2,CG2SzTjU-bMeB
ynEHd5dF-p8iL,N,9,ynEHd5dF-p8iL
JyYHP4mR-kM52,N,3,JyYHP4mR-kM52
2ySHwjL6-gair,Y,8,2ySHwjL6-gair
FQKQ6W1E-L0nN,N,5,FQKQ6W1E-L0nN
rGg1z5Mu-GBI0,,2,rGg1z5Mu-GBI0
v8MSKe9s-x6qG,Y,12,v8MSKe9s-x6qG
hRMLRLGu-LmTg,N,4,hRMLRLGu-LmTg
A7CBuwHw-2A51,N,10,A7CBuwHw-2A51
dhLKzj9n-uljo,N,3,dhLKzj9n-uljo
AHHsbPTI-8do9,Y,4,AHHsbPTI-8do9
9rL9jzYa-Pg6O,N,2,9rL9jzYa-Pg6O
aYyPXJ0b-W9Qy,N,4,aYyPXJ0b-W9Qy
uDQlqZdm-P7md,N,3,uDQlqZdm-P7md
Ojhguz7P-vXKZ,N,2,Ojhguz7P-vXKZ
YDoQNEy5-DmuA,N,4,YDoQNEy5-DmuA
lHW24cfv-RaRT,N,3,lHW24cfv-RaRT
yhu65jJv-JJF1,N,2,yhu65jJv-JJF1
Hlp37EUX-zp5s,Y,3,Hlp37EUX-zp5s
POTH50u7-gjhn,N,4,POTH50u7-gjhn
zI84ACqa-NO0o,N,3,zI84ACqa-NO0o
wF1L0dnb-wafZ,Y,3,wF1L0dnb-wafZ
xW1bX7Aj-qEgd,N,16,xW1bX7Aj-qEgd
dgo4Tpxo-cd6K,N,3,dgo4Tpxo-cd6K
OIuUn5tF-gni8,N,2,OIuUn5tF-gni8
4sQXbBYI-kREW,N,2,4sQXbBYI-kREW
Xsq5dFSF-i9nc,N,2,Xsq5dFSF-i9nc
4d90Qx5u-kjOl,N,3,4d90Qx5u-kjOl
rjWlBbZO-7ZsZ,N,4,rjWlBbZO-7ZsZ
TO8BZ0j3-rfJF,Y,6,TO8BZ0j3-rfJF
xkp8JI0y-4EEQ,N,9,xkp8JI0y-4EEQ
muE1tyci-uxCZ,N,6,muE1tyci-uxCZ
uFaYy9Zw-85NL,N,2,uFaYy9Zw-85NL
GFPYxYEv-raf8,N,2,GFPYxYEv-raf8
k4QBqTCv-PTtl,Y,2,k4QBqTCv-PTtl
WDw01vzY-XBJc,Y,4,WDw01vzY-XBJc
OpoMeJSS-sOtR,Y,14,OpoMeJSS-sOtR
vzbKF2YY-8I8Y,Y,2,vzbKF2YY-8I8Y
xu35fZ7o-pGXu,N,8,xu35fZ7o-pGXu
eonpED0h-H4zX,Y,9,eonpED0h-H4zX
sF2hKZCB-WnKL,N,13,sF2hKZCB-WnKL
SlMjCfOS-L5vJ,N,8,SlMjCfOS-L5vJ
7rmk5Q0P-GQRv,Y,7,7rmk5Q0P-GQRv
Jf59I55L-oW9H,N,4,Jf59I55L-oW9H
pI305uGD-lRmY,N,23,pI305uGD-lRmY
deQOXCfE-hbyi,Y,4,deQOXCfE-hbyi
9jeDwD63-DOjf,N,8,9jeDwD63-DOjf
bWaQ1fsa-gr6w,N,8,bWaQ1fsa-gr6w
aOF0ivx4-tlKW,N,4,aOF0ivx4-tlKW
0tkNUw6b-oiva,N,20,0tkNUw6b-oiva
ZUkl5vAs-QFdK,N,4,ZUkl5vAs-QFdK
lWWdiIb1-sqwx,,2,lWWdiIb1-sqwx
Dr5vp752-G1jI,N,2,Dr5vp752-G1jI
i1qrP311-nmm7,N,9,i1qrP311-nmm7
HqNirgxz-Yvwp,Y,5,HqNirgxz-Yvwp
DT086uc4-lFd6,N,4,DT086uc4-lFd6
gWzNruvM-1fGq,Y,5,gWzNruvM-1fGq
Rfcrwb0f-jFiu,N,8,Rfcrwb0f-jFiu
xxLsz551-Hwoy,N,3,xxLsz551-Hwoy
KGi8vSWw-NROs,N,3,KGi8vSWw-NROs
LtUDFeiM-iv6A,N,3,LtUDFeiM-iv6A
9lyLfa5u-8SsF,Y,7,9lyLfa5u-8SsF
6rEUAsqs-AQvX,N,8,6rEUAsqs-AQvX
XKl0KqTw-yyPT,Y,3,XKl0KqTw-yyPT
zNG2LSDi-GDHk,N,7,zNG2LSDi-GDHk
iMlM8hrb-jOe7,N,5,iMlM8hrb-jOe7
qpPPkFoM-W9og,N,7,qpPPkFoM-W9og
j9u1jGHL-zU29,N,15,j9u1jGHL-zU29
hzPkqCD4-Y4NE,N,13,hzPkqCD4-Y4NE
ciInSbk5-Gj1o,N,3,ciInSbk5-Gj1o
IxlMOttH-KIHD,N,4,IxlMOttH-KIHD
358npbPK-qGY3,Y,5,358npbPK-qGY3
FQdHlns2-0FWk,N,4,FQdHlns2-0FWk
vEseToCv-KSW2,N,2,vEseToCv-KSW2
z1JL03dn-mFwi,N,8,z1JL03dn-mFwi
97A6h6Ui-ICHE,N,8,97A6h6Ui-ICHE
AEHaMbGr-lGre,N,3,AEHaMbGr-lGre
q5pBfTGK-JAuH,,3,q5pBfTGK-JAuH
uKlIwDEg-dBag,Y,2,uKlIwDEg-dBag
qPOaLj5N-v27n,N,10,qPOaLj5N-v27n
xbyRnLiB-JECj,N,7,xbyRnLiB-JECj
mctWCdi7-h0Ie,N,11,mctWCdi7-h0Ie
TohX3Gon-q2t0,N,4,TohX3Gon-q2t0
L2dFCIaG-F96c,N,9,L2dFCIaG-F96c
FZ5RX7zo-kNTW,N,4,FZ5RX7zo-kNTW
JuicOknm-xJQ5,N,6,JuicOknm-xJQ5
veNfuWbU-RKQy,N,3,veNfuWbU-RKQy
MHXnvdjy-aTBe,N,3,MHXnvdjy-aTBe
vlKif3eq-E1AW,N,3,vlKif3eq-E1AW
8PpFpXDH-W0f4,N,13,8PpFpXDH-W0f4
SCdSZb7D-Huwl,Y,16,SCdSZb7D-Huwl
yyxAqFSr-rcKu,N,2,yyxAqFSr-rcKu
sHAUhpaa-y8iM,N,15,sHAUhpaa-y8iM
hxKlcDu2-KgUZ,N,8,hxKlcDu2-KgUZ
0lsQcpKX-t1DD,N,2,0lsQcpKX-t1DD
NurGbYDY-iOQk,Y,8,NurGbYDY-iOQk
3eIyuoRQ-EXIi,N,5,3eIyuoRQ-EXIi
EzLGUpHR-x6ut,Y,2,EzLGUpHR-x6ut
9kjR0BDY-G9wD,N,3,9kjR0BDY-G9wD
BCBpidNz-lP8z,N,4,BCBpidNz-lP8z
vJji5FXy-J1Ws,N,2,vJji5FXy-J1Ws
fM4wDFZL-fZFM,N,4,fM4wDFZL-fZFM
uEMTmBkE-XU7t,Y,7,uEMTmBkE-XU7t
Q09xjfh4-ekJR,N,2,Q09xjfh4-ekJR
wLvaCyJv-G07a,N,4,wLvaCyJv-G07a
dg39DdGD-05c0,Y,4,dg39DdGD-05c0
5nidcD53-m3Ba,N,3,5nidcD53-m3Ba
h5kjY2qh-ZE4R,N,8,h5kjY2qh-ZE4R
8qrPtcOD-cyJC,N,4,8qrPtcOD-cyJC
G5IlubZF-WEaq,N,11,G5IlubZF-WEaq
4kHx55U2-2mES,N,3,4kHx55U2-2mES
Iga307tT-gpsO,N,3,Iga307tT-gpsO
FzaEgZeB-QsJg,N,5,FzaEgZeB-QsJg
GZKySWkk-KU5v,N,4,GZKySWkk-KU5v
XBINNigH-WW1t,N,8,XBINNigH-WW1t
PSHWSS0Y-Bp9U,N,19,PSHWSS0Y-Bp9U
STsJSJqY-k0Ti,N,10,STsJSJqY-k0Ti
sS44QQEZ-UloW,N,12,sS44QQEZ-UloW
tj4MIpQh-KWPd,N,3,tj4MIpQh-KWPd
a2BdKMsy-RXjx,Y,4,a2BdKMsy-RXjx
QLvGbqeW-w0iF,N,2,QLvGbqeW-w0iF
HCfk2Y1m-s2ZL,N,3,HCfk2Y1m-s2ZL
axFlGrwt-5kLL,N,2,axFlGrwt-5kLL
F7gnXHSq-0PCz,N,7,F7gnXHSq-0PCz
hEnwha3Q-Czn1,N,4,hEnwha3Q-Czn1
89r4eYd2-9QMb,N,8,89r4eYd2-9QMb
s6NbbfqU-qQFm,N,5,s6NbbfqU-qQFm
BYIWLmiB-wJEu,N,11,BYIWLmiB-wJEu
oZmwUxXi-eXS8,N,4,oZmwUxXi-eXS8
HGQYD0XS-IeDp,Y,12,HGQYD0XS-IeDp
iMuMtilJ-s3Dc,Y,6,iMuMtilJ-s3Dc
cj2nffDR-L5vb,Y,4,cj2nffDR-L5vb
QrX7EWcI-2TjF,N,3,QrX7EWcI-2TjF
R0DoqGLc-wZcE,N,4,R0DoqGLc-wZcE
340DsCTX-twTj,Y,8,340DsCTX-twTj
xFpo4Elz-9102,N,2,xFpo4Elz-9102
0Ni1RvXT-XdDv,Y,4,0Ni1RvXT-XdDv
d5L7mLwS-t5Hh,N,3,d5L7mLwS-t5Hh
eY1m7XQB-L7am,N,5,eY1m7XQB-L7am
dvwktake-PpbR,N,16,dvwktake-PpbR
fgZN18I2-gvZa,Y,7,fgZN18I2-gvZa
gTPFrG2i-2gBY,N,8,gTPFrG2i-2gBY
OUrhublP-9DvI,N,8,OUrhublP-9DvI
KmleBIXZ-qlZD,Y,6,KmleBIXZ-qlZD
qImluPvL-QyR9,N,7,qImluPvL-QyR9
69fSsDfB-adoL,N,3,69fSsDfB-adoL
tk0uklLa-6CWl,N,9,tk0uklLa-6CWl
J8NwEQTc-ReCq,N,2,J8NwEQTc-ReCq
zG0jtg81-NRWv,N,4,zG0jtg81-NRWv
Gyo3wW6L-YSbF,N,7,Gyo3wW6L-YSbF
iDMvnFJD-B1oi,Y,7,iDMvnFJD-B1oi
ndDYlF3k-0ABs,,17,ndDYlF3k-0ABs
KhlRDXdr-gCe7,N,5,KhlRDXdr-gCe7
JhJKpSZm-vE2v,N,2,JhJKpSZm-vE2v
1DX9wK70-fdz3,Y,3,1DX9wK70-fdz3
NnakHhqJ-6ZB9,Y,13,NnakHhqJ-6ZB9
zI6P1Fta-IZR6,N,10,zI6P1Fta-IZR6
hoBvCeuU-c3ma,N,2,hoBvCeuU-c3ma
adkorfS8-EiOB,N,2,adkorfS8-EiOB
MdKKYa7N-I5UX,N,4,MdKKYa7N-I5UX
0khHvm10-UUrT,N,18,0khHvm10-UUrT
PrDpA65Z-db0R,N,3,PrDpA65Z-db0R
mwofsrTE-Kdoi,Y,2,mwofsrTE-Kdoi
B8tym1q7-TpZR,N,8,B8tym1q7-TpZR
KuyGKU2e-rs6Q,Y,8,KuyGKU2e-rs6Q
z7qOD6pl-D5KZ,N,4,z7qOD6pl-D5KZ
9QA4JH97-x3Nc,N,10,9QA4JH97-x3Nc
4Jas4AZz-Rwsb,N,2,4Jas4AZz-Rwsb
6qICDqLE-pyCT,N,7,6qICDqLE-pyCT
XAEz1NXr-uXcT,N,8,XAEz1NXr-uXcT
dwJCd7XH-soo8,Y,3,dwJCd7XH-soo8
8ZydIFrJ-fSU1,N,2,8ZydIFrJ-fSU1
7QCJwnF4-qsQk,N,14,7QCJwnF4-qsQk
gY8y9W60-jO9d,N,4,gY8y9W60-jO9d
vSMDF0i1-EY2r,N,2,vSMDF0i1-EY2r
1Ml4Sr2b-Ilia,N,2,1Ml4Sr2b-Ilia
uIamd4JW-fvRj,N,6,uIamd4JW-fvRj
YbBYcqZd-ZS6l,N,3,YbBYcqZd-ZS6l
aMUhGMRz-ZjAi,Y,6,aMUhGMRz-ZjAi
Sge4oaPR-TdZ0,N,9,Sge4oaPR-TdZ0
xE8i7LUK-8MDL,N,4,xE8i7LUK-8MDL
JEajK3W1-NwRQ,N,3,JEajK3W1-NwRQ
A4wzjCDZ-t27i,N,9,A4wzjCDZ-t27i
fL9WrDHi-mfiz,N,2,fL9WrDHi-mfiz
2U19YEAX-yqRB,N,9,2U19YEAX-yqRB
qYxesURt-0evX,N,3,qYxesURt-0evX
O50WudI7-65yK,Y,4,O50WudI7-65yK
F6YhPbAL-jLCM,N,8,F6YhPbAL-jLCM
LK5y5JjW-ggIa,N,2,LK5y5JjW-ggIa
scyg94nU-GwuQ,N,5,scyg94nU-GwuQ
rKSHKv2N-QiXX,N,4,rKSHKv2N-QiXX
mPE0N8dO-dN2n,N,10,mPE0N8dO-dN2n
pHi1zxRk-oXkL,N,3,pHi1zxRk-oXkL
7Q3PmJAc-Yteq,N,11,7Q3PmJAc-Yteq
FwRUUdhE-QC2F,N,3,FwRUUdhE-QC2F
e5hYbGUi-abS1,N,7,e5hYbGUi-abS1
nv5Coovo-0lxI,N,4,nv5Coovo-0lxI
UwvtgXCx-3oHF,N,3,UwvtgXCx-3oHF
uWI1WxOp-pxKg,Y,6,uWI1WxOp-pxKg
8JfHW27Z-93RO,Y,4,8JfHW27Z-93RO
YzMA2Ysl-lQH6,N,6,YzMA2Ysl-lQH6
ZSQlJbiT-jofn,N,3,ZSQlJbiT-jofn
zyTL7OTT-6wE9,N,2,zyTL7OTT-6wE9
bKWJLCAJ-RGL8,N,4,bKWJLCAJ-RGL8
NBYpfUCQ-WMq5,N,3,NBYpfUCQ-WMq5
DdoEzuBm-eZCn,N,14,DdoEzuBm-eZCn
KJEiK0Rz-7rQW,N,7,KJEiK0Rz-7rQW
NllU4tDK-vdsu,N,2,NllU4tDK-vdsu
n3LKTSPU-N8Uo,N,7,n3LKTSPU-N8Uo
xIjSvvwD-3SAs,Y,4,xIjSvvwD-3SAs
jKDGJx0l-uIZ3,,9,jKDGJx0l-uIZ3
voxE8kks-iEwy,Y,14,voxE8kks-iEwy
UnOuit4G-547t,N,6,UnOuit4G-547t
XboCDDcA-28Mc,N,3,XboCDDcA-28Mc
YZehXaec-bkHY,N,2,YZehXaec-bkHY
i53B0jYU-gW0d,N,13,i53B0jYU-gW0d
Ncc3CbUr-wYJI,Y,8,Ncc3CbUr-wYJI
QhZbRhQo-aCHa,N,9,QhZbRhQo-aCHa
KfHBDWkQ-18vu,N,4,KfHBDWkQ-18vu
c6jbk8qv-fboC,N,12,c6jbk8qv-fboC
pxW66JH3-6NuD,N,3,pxW66JH3-6NuD
TCBt4Gnr-A1zO,N,2,TCBt4Gnr-A1zO
MpQFq1fw-eMZC,N,8,MpQFq1fw-eMZC
pw90m4EE-GZDn,N,10,pw90m4EE-GZDn
MCHIXW99-EOul,N,7,MCHIXW99-EOul
fqPuTfP4-c42j,N,10,fqPuTfP4-c42j
xDLJ6H9B-RGoz,N,2,xDLJ6H9B-RGoz
QyypO8WY-nute,N,3,QyypO8WY-nute
q62ODGxO-Q85o,N,3,q62ODGxO-Q85o
x7RyBfp3-9esa,N,4,x7RyBfp3-9esa
cUkiD1zi-RzAN,N,5,cUkiD1zi-RzAN
QuRJxKOn-givw,N,16,QuRJxKOn-givw
wTpZzsWx-OS3o,N,4,wTpZzsWx-OS3o
BBlF72rm-ToEv,N,5,BBlF72rm-ToEv
J8LnFI3G-SkB4,N,3,J8LnFI3G-SkB4
RPRxySQi-447r,N,12,RPRxySQi-447r
C7kqBqjH-kQfp,Y,7,C7kqBqjH-kQfp
k6jBU8Gk-cAkN,N,4,k6jBU8Gk-cAkN
zOzvtdXJ-isZ7,N,9,zOzvtdXJ-isZ7
vzZ01Jac-D1HP,Y,8,vzZ01Jac-D1HP
En3WPrh1-l38m,Y,4,En3WPrh1-l38m
3AIxwgAs-EaDi,N,9,3AIxwgAs-EaDi
bEDRTCOK-iEYj,N,2,bEDRTCOK-iEYj
clqzFZaR-h2RC,N,4,clqzFZaR-h2RC
jA77q8Yg-fy5o,N,7,jA77q8Yg-fy5o
XrHpZCy2-8BT6,N,3,XrHpZCy2-8BT6
njRnwW7k-E1Lc,N,4,njRnwW7k-E1Lc
4AvBJwab-ktL2,N,4,4AvBJwab-ktL2
zEcbT07b-NwOC,N,3,zEcbT07b-NwOC
NDXjd9CQ-eyqe,N,2,NDXjd9CQ-eyqe
oMa6aNZI-BBbz,Y,4,oMa6aNZI-BBbz
BmdDY6UY-iPpP,N,2,BmdDY6UY-iPpP
eW4HnLJM-FQfn,N,13,eW4HnLJM-FQfn
fCNazPZz-7rER,N,3,fCNazPZz-7rER
aLM6LhMU-jWZZ,N,2,aLM6LhMU-jWZZ
ChbR6JXj-LX26,N,9,ChbR6JXj-LX26
EAQdFkrw-0j7Y,Y,3,EAQdFkrw-0j7Y
CdZwXCo3-zNlM,N,9,CdZwXCo3-zNlM
pKxTvNYo-ZWUm,N,9,pKxTvNYo-ZWUm
gkRfPcJY-975o,Y,15,gkRfPcJY-975o
NixWvM9f-2ufI,Y,3,NixWvM9f-2ufI
4FkPLzMo-guq2,N,2,4FkPLzMo-guq2
CcNFtAe0-GSDK,N,4,CcNFtAe0-GSDK
NmiR9M6v-L9vh,N,3,NmiR9M6v-L9vh
itOmR76S-1uOd,N,2,itOmR76S-1uOd
ZLbgc3c1-HG4P,N,4,ZLbgc3c1-HG4P
ltY6dBAd-X7Bv,N,4,ltY6dBAd-X7Bv
CPYOGGxW-JjrA,N,2,CPYOGGxW-JjrA
xtglgcUG-3JYL,N,5,xtglgcUG-3JYL
ZlIZJUtT-FWMy,N,4,ZlIZJUtT-FWMy
aW6RzYMH-0kFT,N,3,aW6RzYMH-0kFT
YrL5xvxj-eTbC,Y,10,YrL5xvxj-eTbC
eT4ZQyvb-l3Tw,N,6,eT4ZQyvb-l3Tw
FZTQ82X1-vbUo,N,4,FZTQ82X1-vbUo
BTTsJGlk-pegu,N,8,BTTsJGlk-pegu
r5smB5sd-MkUA,Y,7,r5smB5sd-MkUA
Z8G2IOtW-jNfd,N,14,Z8G2IOtW-jNfd
OFSUwPcY-TYO1,Y,2,OFSUwPcY-TYO1
lGovUUU3-6iNl,,2,lGovUUU3-6iNl
tyX83zOn-TeDA,N,10,tyX83zOn-TeDA
2ue9zzcw-q2fA,N,3,2ue9zzcw-q2fA
gdfsMwiK-gecB,N,4,gdfsMwiK-gecB
FssCiF4E-KwHN,N,3,FssCiF4E-KwHN
K9PRKZ1E-wtGr,N,16,K9PRKZ1E-wtGr
ILxGEAg3-xPCZ,Y,4,ILxGEAg3-xPCZ
sreT8uRY-kyLX,Y,2,sreT8uRY-kyLX
r5Qynfpb-mO7v,N,2,r5Qynfpb-mO7v
a8O25Bz4-jlcb,N,12,a8O25Bz4-jlcb
R7qMsf7T-9l9b,N,13,R7qMsf7T-9l9b
