id_cliente,idade,salario,tipo_imovel,tempo_trabalhando,id_emprestimo,motivo_emprestimo,grupo,valor_emprestimo,juros,RISCO_INADIMPLENCIA,emp_sal,id_historico,INADIMPLENCIA,tempo_cliente
4y1mw5uX-hLSY,26,120000,Rent,3,P3rY3WD1-i5N9,Homeimprovement,A,5000,7.68,0,0.04,rUX0cm7d-i4L3,N,2
18u90vul-Ud0R,21,35000,Rent,5,Te29JxTb-LL95,Medical,A,9000,8.94,0,0.26,5dfawivK-2MS3,N,3
kL8ulXbB-uq9A,23,51000,Rent,1,i389k8xK-JhkX,Medical,A,7000,6.99,0,0.14,vo7tzayB-qX75,N,3
GcZhtond-jP4s,27,258000,Rent,11,WWSKshGg-oppj,Education,E,35000,18.64,1,0.14,Fwt4od5n-v70Y,Y,7
F8Lbira7-WcSx,23,20800,Rent,0,Gg3t9iFr-4vfp,Debtconsolidation,B,3000,11.46,0,0.14,sgfvF12l-iIQC,N,4
AyRnlhYs-2sWu,37,14400,Rent,2,FYsX8als-cQBj,Personal,A,6950,7.66,1,0.48,nChtLOUU-h0IL,N,13
gXXpZIqg-iYHj,25,49000,Own,4,vK916AMx-KM4N,Venture,A,2500,6.76,0,0.05,CHNmY6WK-85zp,N,3
lZxnmaq8-X4ea,28,42000,Rent,5,dg7GKrfT-gMBG,Personal,B,4800,12.42,0,0.11,rEGzP6ue-N8Ut,N,9
9rOwdewg-dscR,22,22292,Rent,5,tAECKApG-BwoQ,Debtconsolidation,D,3500,16.49,1,0.16,J3Hcv8DE-ZaPY,N,3
nIMvecfo-Q3Er,24,36000,Rent,1,KZZ0BZZR-nhso,Personal,B,8000,12.12,1,0.22,QDcxebvS-7azr,N,4
bndB2nrG-3Qek,23,65000,Rent,6,gjBNYc86-yQkC,Personal,A,8000,9.32,0,0.12,7RDlcK3Y-OMFv,N,3
da8NqLst-rJfo,24,87550,Mortgage,5,QgtSQGoR-N5CZ,Education,B,3600,11.86,0,0.04,xxiFPfIi-xHQL,N,4
lHKkk4iT-uMYc,25,177160,Mortgage,2,SfLZi10E-Dxbp,Venture,B,24000,11.11,0,0.14,mazsxkb2-EPjn,N,4
PWssJR75-znHR,24,32304,Rent,8,CO3Boxxl-8vAB,Medical,B,1500,9.91,1,0.05,bcHsqRut-as0k,N,3
e7vE73Xu-YPii,36,52000,Mortgage,8,cPOyTE4b-n5Cm,Debtconsolidation,B,2275,11.86,0,0.04,7BeRX7vF-jnXt,N,12
B80CrnUC-AvFt,26,87500,Other,3,G044ts7W-47uO,Venture,D,7500,15.05,0,0.09,Nvq1Qs0o-a1SF,Y,2
TK7kdTZy-LPWF,23,36000,Rent,0,hZn3HCjD-CfUj,Education,C,3000,12.29,1,0.08,CBc26gKq-WC2d,N,2
B1lOysyQ-R7NO,24,35000,Rent,0,ivLuljOA-PxYM,Personal,B,4200,10.37,0,0.12,iccwtEJf-m9xt,N,4
sE4fXxEO-mD88,22,128165,Rent,6,YC1BgYLX-abtJ,Debtconsolidation,A,14000,8.94,0,0.11,goOmLh0x-ptor,N,3
AUZMEThu-PM5H,25,50000,Rent,2,RBKLJttd-WAmj,Medical,E,7000,15.57,1,0.14,2Pig713b-ut6o,N,3
Raw3qNz6-sp5J,27,62900,Mortgage,1,4YNBjFt8-2L1w,Medical,B,8000,11.46,1,0.11,gwnxd465-zNqp,N,8
txNhZjSU-JBot,22,41000,Rent,3,OF7biIUe-M94S,Debtconsolidation,C,15000,12.73,1,0.37,mXcojD74-pHki,N,3
ZimfHCj5-7SX4,23,60000,Rent,3,P3KTuXUu-heiW,Personal,B,17000,11.11,0,0.28,uy8gHUaX-PTFb,N,2
24IfOKPp-n2Y9,24,110000,Rent,8,HMTX9F7e-txi9,Venture,A,3000,7.88,0,0.03,LXbBHnuR-0k3c,N,2
wBIlOptl-jfvn,22,44582,Rent,6,4qWQT7R6-qzXP,Homeimprovement,A,4000,5.99,1,0.09,GmrY0YvB-GNOA,N,4
qNT1w4Gj-od1x,25,75000,Mortgage,9,8NcunoId-XN1R,Debtconsolidation,C,8500,13.22,0,0.11,cfjYbHb4-auCO,N,4
rrSB2inU-wxdv,35,40000,Rent,6,tcUq97J4-puML,Debtconsolidation,C,5100,13.72,0,0.13,K2MbhxfW-N6JY,Y,5
8dqDd1IN-UXc4,34,28500,Rent,0,MCaYOC2O-eqQk,Education,B,9175,12.69,1,0.32,vtbIn9C8-1ykW,N,5
WlRKmBMv-ycm6,29,21996,Rent,4,SlxOiteh-8H38,Debtconsolidation,C,2500,13.11,1,0.11,ENiLdCDl-obX4,Y,8
cY5jOqvW-OFbE,22,57000,Mortgage,1,i0mCLk4x-HSua,Venture,A,3200,5.99,0,0.06,xE4EvZSN-h76y,N,4
LaSat9Sk-zLa0,23,250000,Mortgage,7,Pv8UX7vL-1jJw,Education,B,8800,10,0,0.04,1qPFUuEW-sBNo,N,2
Iwugk6QT-8R9Z,29,39000,Mortgage,12,p44KodPo-j4ho,Personal,A,16000,5.99,0,0.41,xtuLJ1BS-AeGj,N,8
5zKUH39H-Oxjy,25,56004,Rent,3,0TsRmQqF-XSZC,Personal,C,7000,14.22,0,0.12,WovxObMr-4j65,N,4
wQEMLIcR-J9sU,28,48000,Rent,1,eIm6kXgG-bKPd,Venture,B,2650,11.26,0,0.06,vOJRU0Mt-WgJU,N,6
ZzN1puxX-JHYG,48,85000,Mortgage,0,g0flfZY7-dlSE,Education,A,10000,7.51,0,0.12,5zWBPrTZ-ytBr,N,13
r4EMAIP3-v3qB,22,71000,Rent,6,gXeA5JUt-4rEM,Education,A,1500,6.99,0,0.02,STryYSoN-DRvr,N,3
BGEXfF3I-MPDw,28,15000,Own,2,pcC2Kx3I-lbHI,Personal,B,4375,12.42,1,0.29,Re7Gtml0-8aAj,N,9
DgPAHfNx-4SuL,21,120000,Rent,2,cMBZ6yiY-tzsA,Debtconsolidation,B,10000,11.71,0,0.08,fDaecuGO-uB9v,N,3
E7ffYcB2-raQX,26,74400,Mortgage,10,lTORsDaX-g7Bm,Debtconsolidation,A,15000,6.54,0,0.2,SPngvfz5-qYGt,N,4
1xN2APxO-PMwu,36,30996,Rent,2,PQ1i7kgN-qDPA,Personal,C,5500,12.53,0,0.18,DRCEefli-fK8v,Y,15
RSoSDrgZ-quLt,24,70000,Rent,0,uKtIniqY-TkAP,Medical,A,10000,7.29,0,0.14,4xS6Q5Zc-0X8M,N,3
vQeKi6jj-S7Mp,28,90000,Mortgage,12,UTlIhe5Z-C3Rx,Homeimprovement,C,5000,14.79,0,0.06,lxX6OwH3-4caY,Y,8
H7wNAEEJ-1ISN,32,44004,Rent,2,yuJgxuE6-aeoM,Debtconsolidation,F,5000,18.25,1,0.11,u14BNxJD-itOU,N,5
CpeyXfri-9dLr,21,40000,Rent,5,eOp6brNW-6brH,Education,B,1500,12.18,0,0.04,I7BO4jyw-ueRQ,N,4
Af6D9iZa-cOqL,25,70000,Rent,1,uqKLAfKW-nAk0,Venture,A,5750,8,0,0.08,4atKuGoJ-vpH7,N,4
35H31UEG-0KsD,24,36396,Rent,8,e6m8YlcP-g91n,Debtconsolidation,A,5000,6.03,0,0.14,qYxesURt-0evX,N,3
pMwsMDHR-aOTx,30,9600,Rent,1,PqP1ejuL-Ki6o,Debtconsolidation,C,1500,12.73,1,0.16,Z47p22ls-rt6I,Y,9
JkKRmhSJ-aYOK,22,38004,Own,0,Fzbvi8dY-W7nj,Venture,D,3000,12.92,0,0.08,O5S8SkOC-Mp8B,Y,3
h1Q0MFdc-c6aY,24,56000,Own,8,hcQpXMx4-bPMG,Education,B,2000,11.49,0,0.04,wEaSCOq8-5NJJ,N,2
ZtFKaHYz-EfwS,29,73000,Rent,7,UrSDOZmq-SHv8,Debtconsolidation,C,2500,14.35,0,0.03,GDPH8bRr-rfBD,Y,8
OQjTZz3f-461u,26,70000,Mortgage,9,A8p05RvB-qMW5,Venture,A,35000,7.9,0,0.5,QwXcNx4l-93C1,N,2
QupskOYP-xcmM,42,100000,Mortgage,7,IKGkqxzy-RcHp,Education,C,5000,14.26,0,0.05,fF86rrII-NA01,N,12
1hEuiI9M-mr1Z,30,65000,Rent,1,QUpz1A64-MAFf,Personal,B,12000,11.49,0,0.18,t1SG0TRi-UM6s,N,7
Kl8prAnG-4KD2,36,100000,Mortgage,17,GiCXHggn-G0Oz,Debtconsolidation,A,6000,7.14,0,0.06,YZdlYvK1-jyrp,N,17
mUBagUgI-A0QE,42,30000,Rent,5,G9EJeSPz-Jwi8,Venture,D,8000,14.96,0,0.27,DWmPhU1Y-w9We,N,15
xR9pcmNX-ecjB,26,65000,Rent,4,tLDrn0sg-kNRh,Personal,A,8000,6.92,0,0.12,N3d29NjA-fSts,N,4
MCTnkovx-OkZI,26,59600,Mortgage,9,wQFS87yA-69IY,Venture,E,21000,16.45,1,0.35,1BNbfBPb-9no0,N,2
oeSqzh4Z-N0bC,23,54996,Rent,4,rwdr4l6H-oz2d,Education,B,16700,10.37,0,0.3,S5k46uNa-cvQR,N,3
KI7BqsSt-Iavt,21,39000,Rent,4,HvtjOceb-inOW,Education,B,6000,10.38,0,0.15,9oWRTWUT-L49X,N,3
EbK8pAhP-qrNe,24,50000,Rent,6,oZwyvw1E-fN0S,Personal,A,4000,7.66,0,0.08,LXTSCpdW-veiT,N,4
Nbom2sPx-CmSi,24,39000,Mortgage,3,s2blb2lr-YqNn,Homeimprovement,A,5600,5.42,0,0.14,hKXOtjmu-mlER,N,4
ljZzdC47-OGkG,21,30000,Rent,0,krCXQQA1-KCah,Debtconsolidation,A,1500,7.29,0,0.05,Jcm34AJB-RLrE,N,3
dFimbEm6-MqeJ,31,102000,Mortgage,5,t14nQyu7-LdEp,Education,A,4000,7.88,0,0.04,iMZJL9pS-vRPU,N,10
52o98vTC-Wcan,25,23712,Rent,9,gogIPEc3-8rtn,Medical,B,1000,11.49,0,0.04,T4h6nlH9-yvmI,N,2
riItZDLL-Taxk,29,69000,Mortgage,6,4rc9DkiF-f2SD,Personal,D,18000,12.61,0,0.26,pFrTLaRQ-StRR,N,9
kTMzhQam-oTlR,25,52000,Mortgage,9,mp0YoAwS-3uNN,Homeimprovement,A,24500,6.17,0,0.47,EA0yD7qz-014g,N,3
afUGYAJA-8THN,23,72250,Mortgage,7,Xtexq4d0-pd79,Medical,D,35000,15.99,1,0.41,SY92sdBq-Xz1c,N,2
Hm07DgPA-XkMt,30,51000,Mortgage,4,I6HH5F60-dSJT,Personal,B,2000,10.99,0,0.04,3xOzs894-ginq,N,10
EFjRdEU4-OUlf,23,60000,Rent,7,ySGKI5d0-4IcM,Debtconsolidation,B,25000,10.25,1,0.42,6198aGbx-bkdh,N,2
Y5jUW8LC-ZRMT,39,92000,Mortgage,1,zPohWc8z-wCSd,Personal,C,20000,14.79,0,0.22,eHLMtPu8-yJr1,N,16
q6jShijc-mWYM,22,72000,Own,6,A3h43LEz-OGKF,Venture,B,16000,10.37,0,0.22,348JJyIF-3ca7,N,3
ZfflnYDo-gI62,29,148716,Rent,4,MS7LNHKL-NJq9,Personal,C,24250,13.23,0,0.16,BT6UCTds-W2oO,Y,9
B33sgWqu-praF,22,44004,Mortgage,3,8bv9ccLd-PaN2,Education,D,9000,14.11,1,0.2,v9wQaOoA-B09R,N,4
2YbxH3jQ-simk,35,50000,Mortgage,0,Wcsvj4l2-rpwN,Education,C,5600,12.53,0,0.11,iDMvnFJD-B1oi,Y,7
7AezrqOq-1xY5,38,27600,Rent,3,SdEpLfOQ-xxsA,Medical,D,5000,14.59,1,0.18,iNzAdlEW-rrti,Y,16
b8jN2c02-CbqW,23,72000,Mortgage,7,SC7OlzyZ-RAKD,Education,A,20000,7.49,0,0.28,xE3n40bO-4rbt,N,2
Kvv6Dmzl-sXra,27,84906,Mortgage,11,ZPKTUj2U-DgQr,Debtconsolidation,A,4500,7.51,0,0.05,yyWrHrXC-mUf0,N,10
8X5B5QhE-baJl,28,81120,Rent,0,BG4UpyOv-p0KA,Personal,A,8350,7.49,0,0.1,RxCxeGrR-QmFB,N,8
0bPhmpB1-DfmY,23,65000,Rent,2,apYOmheF-yatl,Debtconsolidation,,5000,14.59,0,0.18,MZnUNtq1-zE9d,Y,10
Nw2cPKIG-M3EP,23,50000,Mortgage,5,c8n3apdT-KQUo,Venture,A,3600,5.99,0,0.07,jPD35Im3-XuAZ,N,2
7Oj8Xtat-oQpx,28,46000,Rent,3,a3cJ54Ed-GQ2a,Debtconsolidation,E,9000,17.56,1,0.2,RBlt2bMw-IHzx,Y,7
kYAmrFbp-E8O5,23,69996,Rent,8,7EWsPuUa-DpDj,Education,B,13000,11.58,0,0.19,Aqr1Rdft-N9hr,N,3
pjtKMe0J-srbO,29,141000,Mortgage,1,7QxMuCxh-06Ja,Venture,A,8000,6.99,0,0.06,EJGMgRDu-X8CJ,N,9
o8CPxzyy-BZv5,23,47000,Mortgage,8,BHHUzeUi-IwLJ,Venture,A,7500,7.51,0,0.16,qjhafour-yFlT,N,4
vPEmJiiK-NpRA,26,48000,Rent,3,N7dadAUz-yRMP,Venture,A,4000,5.79,0,0.08,ZdrwoJiz-L3Rl,N,2
qNuFm9Eq-FniZ,29,70000,Rent,2,L64vR9n9-Rc6o,Personal,A,4500,5.42,0,0.06,EPp1sjb9-D3Pf,N,9
C6JRrTis-ypNZ,24,80000,Own,8,UIoqJ7CC-WuGE,Venture,A,12000,7.49,0,0.15,5y1MHxTg-RblJ,N,3
wAh8r1jr-fsBY,36,52000,Mortgage,2,FBAclioM-O3BR,Homeimprovement,A,8000,7.51,0,0.15,ooXF121r-zfhT,N,14
r8ZMTHYq-5e4v,25,74000,Mortgage,5,6Qqv39wd-4pwH,Homeimprovement,D,10000,14.59,0,0.14,O3YRedho-YxOe,Y,4
oHi3aLmt-QE1P,34,62900,Mortgage,11,qUwNHuD1-JiLE,Medical,A,18000,8.94,1,0.24,95TIe3ew-tiTO,N,5
tFQIRnJO-c11f,25,35400,Rent,2,SEY04CqK-kmio,Medical,A,2000,8.49,0,0.06,gBiXhx56-qOCl,N,2
g1MRqxkK-J9Qs,28,85000,Mortgage,2,crUrpxPP-xEKt,Education,A,15000,8.49,0,0.18,NGiyMzn9-8c15,N,7
yNrSqMlM-0PNI,26,106000,Mortgage,9,pnpQtSKs-OC97,Education,D,10000,15.33,0,0.09,dXEFvUBF-vC8f,Y,3
SkFCjaRG-NnzN,22,45996,Rent,2,BHox4zMj-2FmS,Education,A,8000,7.51,0,0.17,88Ic0PkP-10vj,N,3
4umXdBH2-lfeA,22,25000,Rent,0,GxC5LuU0-dfiy,Debtconsolidation,B,4000,10.36,0,0.16,5iSPjrar-ZJZ7,N,2
BXDmZlzI-hCfA,35,38760,Rent,2,hTF38CQA-KfCY,Medical,F,8000,18.09,1,0.21,tBbY8DAB-6LKH,Y,7
O169gO2y-ukqd,25,44966,Rent,3,y7hPzBud-TSip,Medical,A,10025,5.42,0,0.22,yBRk3gjv-Btu9,N,4
lXPHHARp-JQPQ,23,48500,Rent,5,zXE2lfIz-Y3ZH,Medical,A,3850,8.49,0,0.08,ELX5gFjy-6s8g,N,2
i7ps7ETw-S1IT,26,75000,Rent,0,K5RAlatx-IUNB,Medical,B,12000,10.38,0,0.16,LMWNXcbg-OANU,N,3
YBhnIovi-FeAf,27,35000,Own,2,oftS7lqR-UuCS,Homeimprovement,B,6000,11.99,0,0.17,49uJ8QeO-8i7l,N,10
tLTig6nR-qF6p,35,100000,Mortgage,19,uhYsCNqv-R4nm,Venture,B,1800,9.63,0,0.02,0vUQ69mf-w66X,N,8
DXarql1B-lhXg,21,31680,Rent,5,YnWyZCUJ-Qpay,Venture,C,15000,12.61,1,0.47,ft6vxoxr-QY7C,Y,2
uwfRQ8sL-ePZR,30,37400,Mortgage,6,Od6kwapw-08IE,Medical,D,12700,17.27,1,0.34,zPX5cUWi-ajsg,N,5
jWUvKrf4-axs1,34,72000,Rent,17,7f3I03hN-859j,Medical,C,2400,13.16,0,0.03,mAmmyhpl-pY0A,N,8
MYu1CMWu-QDw0,27,44000,Rent,1,P0qEX5n0-aS3K,Venture,D,5000,16.89,1,0.11,TBAcLhi7-QXl3,Y,10
5jBJK1Sc-Bw9C,23,52800,Rent,4,fkhHrLlk-6MFD,Venture,C,14000,14.27,0,0.27,ICLOCu6c-LRtQ,N,3
O1dRiEyu-ycRp,25,39996,Rent,3,vnHFnxfD-WxIi,Medical,A,5000,6.92,0,0.13,xyQndYFh-Ov3L,N,3
Keio8BlP-EoBu,23,70000,Rent,1,awqYYeoj-1mju,Venture,C,3000,14.27,0,0.04,aMCWwEvq-nLvU,Y,2
UhgDQBBv-RA8m,26,62000,Mortgage,10,jfLDMFjF-aUEB,Venture,C,10000,13.43,0,0.16,0IpcLlAw-NmP7,Y,2
iXaUljYq-BmTi,32,156000,Mortgage,14,3pwGxdqR-JZrm,Personal,B,10000,9.63,0,0.06,PKESMWDK-to72,N,9
NzsjcEnb-M4Ck,24,54000,Rent,5,Yigun4n2-xXpQ,Venture,C,21600,13.49,1,0.4,oD4S5Hcb-oRMl,N,2
fnvwivqk-nzJ0,26,95400,Mortgage,8,RqGha87z-4A6u,Personal,C,5000,12.68,0,0.05,eKlLKCtf-7Hcg,N,3
xasAeOAF-n5Gs,38,40000,Rent,4,3fL78seR-dK2J,Education,B,18225,12.42,1,0.46,cMoMqUhX-qByE,N,17
HOG7MA3l-zzKc,28,100000,Rent,1,599TXQtY-aFZ6,Education,A,10000,7.51,0,0.1,BmJvHO9g-l4XD,N,7
9er6jenm-yK30,28,69000,Rent,1,ITgzi8YU-YRys,Venture,D,12000,14.46,1,0.17,W4LWX9ld-XmKG,N,9
RWMjKKFZ-HoOg,22,44000,Rent,2,hnI6L3cW-eIvm,Venture,D,10000,15.58,1,0.23,4qv2yeEi-JaU7,N,3
FO8Xxwqk-K0OO,23,43500,Rent,2,OPy3eKvu-JR90,Personal,C,10400,13.49,0,0.24,zC6bbKeS-7kD7,N,4
dPpfuiD0-XGfq,24,87504,Own,9,EZdflYP3-8P1A,Venture,B,7000,8.88,0,0.08,N6cfXonn-jaJR,N,3
KXsy9ncj-3Jls,22,26000,Mortgage,4,Ieeq8pwl-8Gtl,Personal,B,4000,9.25,0,0.15,ER2IiSpo-pu8C,N,2
20tvM7fX-6NGi,28,56100,Rent,9,bkvtE3O1-xMNU,Medical,D,20000,14.59,1,0.3,o8zzElvX-qaMz,Y,5
ZkkxWDpG-N438,22,25000,Rent,3,gw7lXjxK-cQTf,Education,B,3000,12.69,0,0.12,vfnK2U2J-dpZg,N,3
3vi8fQu7-Jsps,24,70000,Rent,0,O2p9C00S-urAj,Medical,C,6425,13.72,0,0.09,TT812HTc-Cfyc,N,2
uoAIbI5d-SMh0,24,90000,Mortgage,8,EtZTPP9C-XDrQ,Personal,C,5000,11.34,0,0.06,SoA1GBeN-CNTu,Y,4
ZTRk09Ey-SeHr,25,38748,Rent,2,XgmsG9p3-1rsK,Personal,A,3000,7.29,0,0.08,jxUiOen1-i2iH,N,3
TZxlRAEr-ThJE,26,57000,Mortgage,10,0nkLhsFa-SDtm,Venture,A,14000,5.42,0,0.25,PGMf8Mnp-TS7g,N,4
2jv8RRwg-LP98,33,58344,Rent,5,0SW93iYn-BQvq,Venture,D,11975,16.29,0,0.21,eonpED0h-H4zX,Y,9
qOersNlf-x1aD,22,42000,Rent,3,QkR0KaEb-Be8q,Education,B,8500,12.53,0,0.2,SrP3Ww3p-u8b5,N,4
qcZFuyCc-5Lji,26,75000,Rent,0,cywKxq5r-FDd0,Debtconsolidation,A,7000,8.9,0,0.09,7XU6PmmZ-YZgb,N,4
tsjohFTZ-Mc1j,38,48000,Mortgage,1,tft1Zdqe-M1RN,Personal,A,18000,8.49,0,0.38,ygcOc37W-dT1C,N,11
9aW0IQkR-8Pr2,25,62000,Rent,9,9kfs0mtL-IKpr,Debtconsolidation,A,7000,7.49,0,0.11,ZHX5Knei-1ixs,N,4
CmOYnkr4-dP7y,23,112995,Rent,7,MucjH900-sadR,Venture,A,2500,7.37,0,0.02,KMymjgYb-hoCQ,N,3
YdsFKX7E-N06h,23,43200,Rent,7,TZFkOKon-DSOF,Medical,C,5000,12.87,0,0.12,k1bLJvK6-W4mv,Y,3
3rGQazoA-kBiD,22,25000,Mortgage,0,UPSmiEGt-zbtm,Homeimprovement,B,3000,9.99,1,0.12,OyAAlpC6-EInU,N,3
Hw6Mpjel-B8jG,26,38400,Rent,0,lzY796Px-sse4,Medical,A,12000,5.99,1,0.31,iK3HEAka-lSxJ,N,2
UobbUKGT-qOpj,22,36614,Rent,5,5Oe1SQvj-SFPM,Medical,B,7000,9.99,1,0.19,zzuXGYRs-Wbck,N,4
BKxijN2X-MSi6,30,39750,Mortgage,3,IETAhYct-LJzW,Homeimprovement,B,1425,10.37,0,0.04,p22yNjYu-64Es,N,5
1hvMXDjx-81Ze,32,130000,Mortgage,0,f4aDdIKU-vAn6,Personal,A,12000,8.59,0,0.09,QXPpjscp-saWI,N,7
OG7GNwRU-Q4Y5,40,182004,Mortgage,7,Wf3YLU2M-z5Z8,Homeimprovement,D,25000,16.07,0,0.14,atfQ1uOf-8R9L,Y,12
ESLwdfu9-W6xh,23,57000,Own,7,1nfakyJZ-istB,Education,B,4200,10.51,0,0.07,ggEqGByh-7mtx,N,3
OTKMKWZn-q2i6,24,50000,Rent,4,ykdIIRt0-Ru6t,Venture,A,18000,7.9,1,0.36,OevCTq5r-MLp5,N,4
sUjhXo0a-F37t,22,26500,Rent,3,mnmvecRZ-GqZH,Debtconsolidation,A,1900,7.29,1,0.07,770PQir3-loKi,N,3
Gr6paiLr-dA9g,29,97000,Rent,4,eOpNdS4z-WHpy,Venture,B,25000,10.37,0,0.26,HC4ESXP4-g2H0,N,10
JQCx8Hri-OJAS,22,50000,Rent,4,uldIvgDI-yh4l,Education,A,9350,7.49,0,0.19,pzHSxfzc-wZ51,N,3
y74e5eES-uIev,26,65000,Rent,1,79gJ3MM6-IuRL,Venture,A,3000,5.79,0,0.05,I567fZvQ-9qNd,N,2
OruL8y5K-tGFy,27,41000,Mortgage,3,wueqO16Z-cdcG,Personal,A,10000,8.59,0,0.24,hDpKNObW-83IZ,N,8
3WsCDuY3-hbJY,28,148000,Mortgage,0,EWjrw6Be-eLcj,Homeimprovement,D,15000,15.65,1,0.1,iOwpvAuY-RdMw,Y,5
yOy3TO5v-8org,36,55000,Rent,8,aiRUW5dl-4ubD,Venture,A,7500,8.9,0,0.14,70ytLz2B-Snf8,N,13
5eIKzpwt-rPK9,33,69600,Mortgage,17,jALJw9ju-To8x,Personal,B,16000,11.99,0,0.23,cD62riBs-5hPx,N,8
YReoP8Yy-zeqJ,27,125000,Mortgage,2,TXLtEm27-ZY6b,Education,A,8000,6.76,0,0.06,PKAeS5g5-Hjkn,N,10
idJGorH8-pOCj,24,74000,Rent,7,Qp47PuY6-jfOM,Education,D,8000,15.62,0,0.11,fa5fEHxT-JIPg,Y,2
qvi0WNCn-t9LN,24,35004,Mortgage,5,2h70yDy2-3ezh,Education,A,7000,5.42,0,0.2,gGBsfozP-e8mq,N,3
UAX5KAhI-dfzI,25,108000,Mortgage,9,GjJ9gi19-OKDm,Personal,B,4800,12.42,0,0.04,n2esFqgA-Z6QP,N,4
NhKCTnBm-zWel,22,57200,Mortgage,7,NCkhQJ3Z-WmdR,Debtconsolidation,A,7500,7.51,0,0.13,l6Fg8PWE-43zr,N,3
62mOsDxB-UkAU,38,30000,Rent,5,pFiceTbq-gtIv,Venture,C,5000,13.61,0,0.17,oKa4J1lG-xtp8,Y,11
9cJ7f3A0-5lH7,22,60000,Rent,0,begW5yf1-JL7b,Education,B,15000,11.71,0,0.25,wp1e48fy-uXUU,N,3
gQGtavqO-JtL1,30,45063,Rent,7,2pEsKs1u-m2Q0,Medical,D,7500,15.05,1,0.17,64hnZ2R1-McLu,N,6
w0K2B3MA-em5P,23,39000,Rent,0,g4yCanme-Hq9X,Personal,E,4800,17.99,1,0.12,l0bUgt3N-Qlxh,N,4
Ns1xzvnB-fIOj,24,33000,Rent,4,BGHEXHxp-NaNY,Medical,D,4800,14.91,1,0.15,kGO9JqcK-fT7P,Y,4
3Qpw78XD-IsUu,27,78000,Mortgage,6,RvwOAPnM-9qiW,Venture,D,15275,16.89,0,0.2,TT5TXeaO-Bk8r,N,6
t4Ko8TZE-6W8m,27,23004,Rent,6,ajuY0AyJ-D5hu,Education,F,3000,17.8,0,0.13,6W61SMwd-JSvo,Y,10
xFFWEEzJ-erC3,50,60000,Mortgage,8,HDNm6anZ-zz1u,Debtconsolidation,A,2000,7.49,0,0.03,1inAkX71-pYSY,N,15
qosfnph2-Icff,24,145000,Mortgage,4,KQy75ddQ-vIcF,Debtconsolidation,B,20000,11.36,0,0.14,bx6biJAC-2JiG,N,3
dfo9Fvk9-h3OQ,22,26004,Rent,5,SCYyOI3J-oTUk,Medical,B,4800,10.99,0,0.18,RuIcBdcj-X3gH,N,4
Uxx74Ka3-OnqN,30,40000,Rent,8,exd4CJKk-s3ml,Venture,A,2500,5.79,0,0.06,iQwPnbyc-ktrf,N,8
Q22mXKXG-raDi,29,45516,Mortgage,13,iCTOLB7R-tl48,Debtconsolidation,C,6000,13.49,0,0.13,B5akzadr-PLNO,N,8
1PYXXwkQ-cBCH,41,50780,Mortgage,14,fNPrwmOr-4Tc7,Personal,B,6000,10.99,0,0.12,FJygP73l-4XAm,N,17
UEUPY5Ek-pj9X,25,128500,Mortgage,1,j06x2SYk-I5XL,Homeimprovement,C,15000,12.53,0,0.12,LmAWWoqo-c9w7,Y,3
Jrh1sStJ-NhRz,40,54000,Rent,7,AOtf7xgj-Ya74,Personal,B,12000,10.62,0,0.22,4kkUa33y-QnYS,N,14
mj8WmU4Z-gyFf,21,50000,Rent,5,UuMtMi3t-vyM6,Education,C,1000,13.49,0,0.02,nqMaUx6i-CsN2,N,3
Zzpp3lbo-S41o,23,54000,Mortgage,2,77KsWlm8-jbbY,Medical,D,7500,15.58,1,0.14,fvU6Mhi1-nXes,N,2
W7fwRQC7-dqgA,31,50000,,3,ZxmJOON9-aBR1,,A,4500,5.79,0,0.12,2kH9JW1C-pRGu,N,2
CIgpq6zv-ivZ4,24,80400,Mortgage,5,L1PAn5bR-2DEl,Personal,A,12000,5.79,0,0.15,jbs6YNEk-hd8H,N,2
oPWmxWvH-8ukE,23,89204,Mortgage,5,ft2KPFHA-33G9,Education,A,18000,7.9,0,0.2,EJDqKDlF-bQht,N,4
Kif10v5M-iKBr,21,17916,Rent,1,Pv70qr19-evF1,Medical,A,3000,6,1,0.17,szeWxFmy-wfCB,N,3
uOH4el5O-AS26,24,85000,Rent,0,NbIjbYT6-yNqu,Medical,C,15000,13.11,0,0.18,wSTiM7K3-6eAs,N,3
yTeJmuoL-BDJN,22,50000,Rent,3,v2gwA3kc-qma2,Venture,C,13000,12.23,0,0.26,zgJAok7W-BqEt,N,3
awD9rvXw-58an,23,25200,Rent,0,xxbqIeow-eW5L,Homeimprovement,C,6000,13.23,1,0.24,7jm6UkpT-qnub,Y,4
NOMLtMag-kwAI,23,48000,Rent,4,ZpvjSSzQ-zksX,Education,C,1600,13.98,0,0.03,CY6XNB5g-EFCL,N,3
QjDvJ2hO-7var,30,100000,Mortgage,14,hk0nEeaL-8Kcx,Medical,B,15000,11.14,0,0.15,olipkiWO-k0Zk,N,9
YFLFUYT8-EwUn,23,61000,Own,1,CkPAccgg-SBn3,Personal,B,12000,11.71,0,0.2,3G1finvH-7KjE,N,2
aDvvs6Oy-DeKw,28,140000,Own,12,G970cDYD-ZvEs,Venture,D,18000,16.29,0,0.13,Rv9p5XJs-QWY1,N,7
