loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,person_id,loan_id,cb_id
URiDxeTv-BhBi,Education,A,6000,7.51,0,0.13,RCx9phN5-6v4H,URiDxeTv-BhBi,NPZ9A4cA-i85i
HOMkG0Xw-wmAU,Debtconsolidation,B,10225,9.99,0,0.29,4tD36gcw-IrsA,HOMkG0Xw-wmAU,0AqDleka-pynW
2saMS8cG-YfS7,Debtconsolidation,C,1000,13.72,0,0.03,o22uF5B8-fmvg,2saMS8cG-YfS7,BrrU0SS9-9JKo
7qKwySdZ-DH6N,Venture,A,6000,7.51,0,0.17,85XBvmLH-QHQ9,7qKwySdZ-DH6N,D83lAM6m-HGFY
vhtMis5w-6XzU,Debtconsolidation,B,10000,11.48,0,0.18,P5O9YZfF-cRYw,vhtMis5w-6XzU,JDHe1NjJ-meTn
7EWsPuUa-DpDj,Education,B,13000,11.58,0,0.19,kYAmrFbp-E8O5,7EWsPuUa-DpDj,Aqr1Rdft-N9hr
oZwyvw1E-fN0S,Personal,A,4000,7.66,0,0.08,EbK8pAhP-qrNe,oZwyvw1E-fN0S,LXTSCpdW-veiT
MkmlOzFC-gz80,Homeimprovement,A,25000,8.9,1,0.42,DBSpFrzW-I4Nu,MkmlOzFC-gz80,MPj0F0o0-sO0x
CMUvWsKS-Ns0y,Education,B,6300,10,0,0.12,UQCN6UfX-rBpw,CMUvWsKS-Ns0y,ao6rSmEO-1PKX
HvtjOceb-inOW,Education,B,6000,10.38,0,0.15,KI7BqsSt-Iavt,HvtjOceb-inOW,9oWRTWUT-L49X
4cXZj28b-TIKj,Medical,A,3200,8,0,0.07,zAGYhdqJ-pD7D,4cXZj28b-TIKj,4pfUPfsE-8Ltp
v4YJgLey-EO1u,Medical,C,6000,13.48,0,0.09,IMBGp6Qc-RkP6,v4YJgLey-EO1u,Du30qLJU-UecW
9zl5tAXr-dhxA,Homeimprovement,A,7200,5.79,0,0.12,dwROYi6i-SmMO,9zl5tAXr-dhxA,LRmlhXBA-3eH7
mCA16ok7-yGPp,Personal,A,8000,7.29,0,0.29,KkrBdaWx-PDF4,mCA16ok7-yGPp,54djOrpF-4uYn
MCHx7mzt-JzZM,Homeimprovement,B,24000,9.91,0,0.48,wv95d1tM-vuLh,MCHx7mzt-JzZM,hhImQG3D-r1O9
GAtwXRoZ-w5Rz,Education,C,8000,13.49,1,0.17,2mFUswaL-EriQ,GAtwXRoZ-w5Rz,HqNirgxz-Yvwp
Oy86Xnl3-TxEr,Debtconsolidation,C,7750,13.23,1,0.09,MgTCjtdx-rRCK,Oy86Xnl3-TxEr,DlrYStU3-PHPm
Ol2r93Od-REpt,Debtconsolidation,F,25000,16.15,1,0.25,JbeZvHTA-FaNy,Ol2r93Od-REpt,4HoQ7ivd-lu28
Qp47PuY6-jfOM,Education,D,8000,15.62,0,0.11,idJGorH8-pOCj,Qp47PuY6-jfOM,fa5fEHxT-JIPg
u2B5cREv-2wsy,Personal,B,1000,NULL,1,0.04,2aabCXGX-8hnj,u2B5cREv-2wsy,RUbEJKlN-Oeck
zjwERmLe-r97O,Debtconsolidation,A,10000,11.03,NULL,NULL,yrL27Gzn-imvW,zjwERmLe-r97O,uQdCArAk-ISO3
RvFMCdSH-f9RQ,Homeimprovement,F,20000,19.79,1,0.41,6CoCEskk-PFUB,RvFMCdSH-f9RQ,zJktTQMR-PMPI
cQ4BSi1f-8X5H,Personal,A,8000,7.9,1,0.31,Zh1Ov9Hn-1ZH0,cQ4BSi1f-8X5H,O8M4k2hD-jxfz
xAnrHdRE-LHLE,Venture,B,14125,10.65,0,0.44,qUnM7xfY-zYx9,xAnrHdRE-LHLE,QsQpl6AK-OX28
EZA6BbvK-fXeC,Medical,B,9700,12.53,0,0.14,q9yffya5-hFDG,EZA6BbvK-fXeC,0GiI0DOC-spq2
aGsSWFDK-hHbI,Homeimprovement,F,3400,17.58,1,0.07,71Mt5hfG-Po21,aGsSWFDK-hHbI,oLwhrmE7-lHgx
TS0iHRpW-YaJw,Personal,B,1200,9.99,0,0.02,EY2k9mt7-WhMx,TS0iHRpW-YaJw,mEkb44qu-YIlM
tDim9P47-34f1,Debtconsolidation,A,5400,7.68,0,0.16,Fl1pS03t-Lfaz,tDim9P47-34f1,LlC6rvGe-JnpZ
Fvq7kLAH-RnIg,Personal,B,4000,9.88,1,0.31,krmMias0-Qfp4,Fvq7kLAH-RnIg,irzSaGQW-EkTT
qaJQSU35-WUed,Debtconsolidation,D,25000,15.33,1,0.19,SHCZXy68-yGq6,qaJQSU35-WUed,PTI3Sjvb-YJ4h
oX7467ri-zKFt,Venture,A,6000,7.88,0,0.13,A8u528IB-qTxu,oX7467ri-zKFt,IZPykaHc-x8GL
EkojReJB-xEDi,Debtconsolidation,A,10625,7.9,0,0.3,EWWUAeo3-Mdz0,EkojReJB-xEDi,TJ695oYa-3NnU
oieyXa92-rPQE,Debtconsolidation,A,7925,15.27,0,0.26,hU9cxsFh-mEO8,oieyXa92-rPQE,k4abUXB2-inXr
znepUziH-WlZP,Debtconsolidation,A,10000,8.49,0,0.08,Sj7HWxNp-2mFc,znepUziH-WlZP,mAhxaMd7-5syl
tF4tdrqJ-Yftp,Homeimprovement,A,8000,7.4,0,0.11,Ke3nGp32-Xzq9,tF4tdrqJ-Yftp,FfH1Fv7w-MYBH
8AK6FttX-HrNB,Personal,A,6000,6.76,0,0.07,Zx2PDoqF-vBJi,8AK6FttX-HrNB,QCIoQ2Z0-aFDN
JOqoL9MH-eRsi,Venture,B,15000,10,0,0.36,uto7EjYb-NcHY,JOqoL9MH-eRsi,qXpnKwXw-TmEN
qtqdmrWR-cR0X,Personal,C,5550,12.41,1,0.25,EekJzLl3-NHqI,qtqdmrWR-cR0X,qr65qYJw-5wk4
sG1126TZ-ggJa,Debtconsolidation,D,15000,14.54,1,0.22,wGOHpYfr-Ho1s,sG1126TZ-ggJa,FPupAvlz-wCFO
xzPoI8lw-0ZO1,Personal,A,14550,NULL,0,0.14,RybqIcEf-L8q3,xzPoI8lw-0ZO1,DTlCqFbz-6oPN
Q5DmyShC-z4MM,Education,C,4000,12.84,1,0.22,UjWau6ze-ZGBj,Q5DmyShC-z4MM,c1Es9hwF-88Zj
t6NlTz2B-WrGl,Education,C,2500,NULL,1,0.04,qTFEBiKS-PloR,t6NlTz2B-WrGl,Pzg5SeCX-uJyr
GMM67Jso-KIbb,Homeimprovement,B,3000,11.83,0,0.04,yd9Y5ql2-UN8S,GMM67Jso-KIbb,IHizOYWZ-ZrC2
vpZNv5FR-kpg3,Education,C,3200,14.35,0,0.07,ZMJ0TT31-qyR2,vpZNv5FR-kpg3,Ih1xSMaH-yKWD
EMzUeDIx-RgH0,Venture,A,8400,7.51,0,0.13,jTlZsQSW-ojru,EMzUeDIx-RgH0,5Cuh2gIy-dTvW
dCWWOmry-1vJJ,Education,A,10625,6.62,0,0.27,OF8cXob1-nj0t,dCWWOmry-1vJJ,GMrcHk2j-sNE3
bwPpBRmT-1JUo,Venture,D,8000,15.21,0,0.17,LJB323tn-kCdL,bwPpBRmT-1JUo,Qi2LL2SS-zWcH
j1yIbTSY-csm7,Venture,B,24250,12.18,0,0.19,G2KQmH5s-9Xwc,j1yIbTSY-csm7,jJcYMoQg-o6xZ
GFlEFBiQ-vZuA,Venture,C,20000,13.06,0,0.25,CnltxKwM-tXbB,GFlEFBiQ-vZuA,7xfFS46K-44pM
Tt9AvUmL-0SoA,Medical,D,9900,14.84,1,0.18,MBj3Xjl6-IFcx,Tt9AvUmL-0SoA,C5u17fYU-Q7fi
sB5qHJAX-SSvD,Medical,C,5375,13.47,0,0.21,JBYwA2GH-7hUg,sB5qHJAX-SSvD,ONbXyEJd-tkkC
8PjoJGba-xGkR,Personal,C,17375,14.27,0,0.36,ei9fZMrv-wWtJ,8PjoJGba-xGkR,a7plGS9p-5o6h
UKPsScvL-4Ch8,Medical,A,6000,6.76,0,0.16,D5LadCUe-o1wR,UKPsScvL-4Ch8,vM8byJDw-bCvz
JqJmAI7a-Zo6Q,Education,A,6000,8.49,0,0.25,lkmbC2Qr-1Nqb,JqJmAI7a-Zo6Q,3egeG21L-fj0U
vTuvtyiw-S7Y2,Venture,A,3000,6.91,0,0.11,eloerfSg-wnwb,vTuvtyiw-S7Y2,uI9XsqZh-Nn9Z
pqqadT5Y-wDfU,Medical,A,6000,6.03,0,0.07,M4qj1Ei8-ksPr,pqqadT5Y-wDfU,iX5xYUJ6-1hkR
78iuirmR-Me9y,,C,25000,15.27,0,0.3,cFIgyzTQ-tNqB,78iuirmR-Me9y,FFmhefHG-Aio7
NRNKsI3j-vy1N,Medical,B,9600,10.99,0,0.11,WvikzddB-Fzo8,NRNKsI3j-vy1N,qMi6xZcZ-7pv3
od8H684N-22T8,Homeimprovement,D,9000,15.65,1,0.17,lkPCb4C5-uDdP,od8H684N-22T8,gzugnfEW-tOXE
bqikDm84-fSMv,Education,A,15000,6.03,0,0.08,Q7EDyO67-LI4X,bqikDm84-fSMv,I0bHATPC-yIXP
0OIYb7tD-0b6F,Medical,B,16800,NULL,0,0.18,Brpd8tDL-Gwgw,0OIYb7tD-0b6F,0UH7Lqly-RCUM
ddoYoKLK-0nW8,Venture,A,12000,7.9,0,0.17,8ll815fx-1u6o,ddoYoKLK-0nW8,qX9O819l-EPZM
EM27KFOI-3CCU,Debtconsolidation,C,5000,12.99,1,0.2,SHU8SdnW-Q7eQ,EM27KFOI-3CCU,mSLfIKgm-uYZp
GPFE0xo7-aLK5,Homeimprovement,D,2500,16.77,1,0.07,U1KvJMHY-tL2T,GPFE0xo7-aLK5,Evni9ShU-P2kQ
FD8tLF5K-PBsh,Education,B,3150,6,0,0.03,2YlOM1b3-YIkJ,FD8tLF5K-PBsh,JhJKpSZm-vE2v
h9keC921-oUL6,Debtconsolidation,,7000,11.71,0,0.08,m8ecvbo4-KZrr,h9keC921-oUL6,lLARL2A0-y98I
qZsxkmOA-yZpm,Medical,A,7750,7.88,0,0.34,lazj2g9Z-rqB8,qZsxkmOA-yZpm,GgaHnJ0o-gSEQ
9wz2GWk3-knDh,Personal,B,10000,11.86,0,0.13,YmcEJPET-kcbF,9wz2GWk3-knDh,hDbsOmi9-vwnJ
yr2df52L-C7Eq,Personal,A,5575,6.62,0,0.19,bID0K67N-vQW8,yr2df52L-C7Eq,e7ynJKU7-HMr1
8iOqDmIF-tLRm,Homeimprovement,C,20000,12.84,0,0.27,eeeNsG03-h61e,8iOqDmIF-tLRm,6GYp2kvH-x55n
AwaHldTW-i6uI,Venture,A,3500,6.39,0,0.05,lU3tsOQo-ohwR,AwaHldTW-i6uI,XELfwRxj-g2Nw
nHJWcBpw-s2um,Medical,B,12875,NULL,1,0.37,uIxoAGgx-CN3g,nHJWcBpw-s2um,s6gR2ccl-OubW
f8lj6ApL-7xCK,Education,C,8000,12.53,0,0.24,fdlNcN4b-3bZA,f8lj6ApL-7xCK,UhgqCZI4-lznJ
y3BfxT2n-bhd5,Debtconsolidation,B,4800,11.49,1,0.08,bJ9MWfOk-xK7w,y3BfxT2n-bhd5,2T65fbod-4z7w
NOmJYIHF-WdJP,Personal,A,10000,5.42,0,0.08,Mt6Dzjvq-cJWa,NOmJYIHF-WdJP,5ZeEMsKC-YoK4
3JARyEvA-hmFa,Education,D,11000,NULL,0,0.18,RrrJ9QKY-KELW,3JARyEvA-hmFa,OBhcjg6X-6AYp
KuyEuful-KZv1,Homeimprovement,D,25000,NULL,1,0.61,JEqti2oh-gTbA,KuyEuful-KZv1,760MI3bA-lUn7
v1xeGtiR-nFHP,Personal,A,6000,6.17,0,0.07,25x0n4G1-cjMr,v1xeGtiR-nFHP,ona6oAzr-eiAU
CStSMhui-8RX9,Homeimprovement,E,13000,17.93,0,0.24,yiTEC9YK-2eXh,CStSMhui-8RX9,07d7IOHY-YrZY
U2GswccU-fUOT,Medical,B,2500,10.37,0,0.07,LXQSg3Bv-68Xf,U2GswccU-fUOT,r73dfQ6I-NSfX
1exFuZSA-fy5Q,Venture,B,10000,NULL,0,0.26,XUPbgPA9-qSZ6,1exFuZSA-fy5Q,Xhf8zbbc-mTQI
JLEKANjQ-2reP,Debtconsolidation,B,5000,11.49,0,0.14,hxNU7BCN-ZGTJ,JLEKANjQ-2reP,NCt5XJDX-kLXQ
nzKjq1L1-QSL8,Venture,A,1200,8.9,0,0.01,JTNMdd73-tet1,nzKjq1L1-QSL8,GsI7mKHx-78be
lE4zOMvF-BkwH,Venture,A,18000,8.94,0,0.17,A7QdosnF-7znk,lE4zOMvF-BkwH,daUkYJWK-SEnx
dQNBqxsQ-M6Np,Personal,B,20000,11.48,0,0.1,sFYkXsXz-QTGf,dQNBqxsQ-M6Np,GxMhtd4M-m413
dxjxBnHs-C5Mh,Debtconsolidation,B,15000,9.76,1,0.25,PwcmcBmt-Jcc0,dxjxBnHs-C5Mh,tbg8X1l2-G8X7
bXTbPmWH-DLTH,Homeimprovement,A,1500,6.76,0,0.01,cu34bbvY-nvK4,bXTbPmWH-DLTH,w4afC37T-5jM1
Abg5AEU4-tbUO,Debtconsolidation,C,4800,14.65,0,0.1,DiKLUbUp-Xagk,Abg5AEU4-tbUO,NG3YePmD-HyGC
r0gOJdBa-UQ3l,Medical,A,12650,8.9,0,0.14,8dlnbOs5-X91q,r0gOJdBa-UQ3l,4Q8lwcyY-Ug2n
GoixrHQv-KY16,Homeimprovement,C,21000,13.92,0,0.25,cesBt1ue-1gFP,GoixrHQv-KY16,Jy0XpP40-MxpS
wFtbqlUY-YGAp,Personal,B,10000,12.42,0,0.15,1fxqLuSr-AsTK,wFtbqlUY-YGAp,hp1zMcDW-ufss
N1x9bJ2W-Ixb3,Venture,A,3000,7.51,0,0.04,qNs4jWTL-4qAM,N1x9bJ2W-Ixb3,OP5LbKaf-qHzm
bKWMcM4t-1yLc,Personal,A,6000,8.9,0,0.2,QB2ORg7n-Nepr,bKWMcM4t-1yLc,Q5nmbSO2-Srcs
a22e3nOe-Sajz,Medical,A,12000,6.62,0,0.24,AOJl6xRy-2msg,a22e3nOe-Sajz,5yOkdSPK-qG38
zXgHJN2m-rcA9,Debtconsolidation,B,18200,10.83,1,0.4,OszY7vsP-cYyv,zXgHJN2m-rcA9,6rHQ0a3Y-6jDn
xdCoQ94X-rUhG,Venture,A,2500,8.9,0,0.08,eyD8j8Jm-AyT7,xdCoQ94X-rUhG,WtrvELv6-IYRB
uhZvJrZM-x06h,Debtconsolidation,B,12000,9.91,0,0.21,wf1QMe3W-6gbA,uhZvJrZM-x06h,NCFOzSWG-PK0F
U30nLfD2-Wqn2,Debtconsolidation,D,10000,14.11,1,0.26,lcttUZPf-RJKG,U30nLfD2-Wqn2,rYisa743-WQzH
KhzUt8Y1-3tZk,Debtconsolidation,D,3250,16.32,1,0.17,ulxnvgRe-DjXy,KhzUt8Y1-3tZk,pZy1r0y2-0n1a
GMJUW1D0-IJ6w,Medical,B,13500,10.83,1,0.19,lYACUeps-EMRE,GMJUW1D0-IJ6w,NW5u1JmK-0oN5
jjJvn3dT-6Up9,Homeimprovement,C,2400,13.92,1,0.09,BM4dtl4A-62ly,jjJvn3dT-6Up9,GKqTtrXi-CuI5
AnQAUOSF-Glbq,Venture,A,3250,6.39,0,0.09,01qJj2YZ-ZoWg,AnQAUOSF-Glbq,hgBzbH7M-rjUA
p3xDLa1M-ZX8p,Medical,A,2800,7.51,1,0.1,4wRtwAOD-fdNb,p3xDLa1M-ZX8p,tML5tppy-RyL8
FeZpsqKf-MlqD,Venture,A,13500,7.29,0,0.18,5oTKXxgs-zmmC,FeZpsqKf-MlqD,LK7TfGjZ-IiF7
vZUr6gvF-m7BY,Education,A,11000,7.49,0,0.1,BeHpvdWD-PthZ,vZUr6gvF-m7BY,lSZTEhHC-3nCa
W7Lj234a-D83d,Venture,B,7000,10.62,1,0.31,DbdInuY2-ztS6,W7Lj234a-D83d,rGmjwjjJ-5sdZ
tXG3NRfh-7Zh7,Homeimprovement,A,NULL,16.82,1,0.1,d97x29ws-xw5g,tXG3NRfh-7Zh7,pGnefx0u-qxEr
IlM6lhiv-azl3,Personal,A,8000,7.37,1,0.14,vGka2NTK-Pzva,IlM6lhiv-azl3,iApKsBjC-pvLX
vkB30aBM-IGAr,Venture,B,5000,10.65,0,0.2,jUYLf9xo-SfhO,vkB30aBM-IGAr,2NIjkW02-hr8G
7Ddc2LzG-NU3x,Venture,A,20000,6.91,0,0.14,o106NJlW-03ld,7Ddc2LzG-NU3x,BoCZiFpk-OXaJ
ivJPdAAj-GdcI,Medical,B,5000,11.99,0,0.13,9BXG2OqO-H0JW,ivJPdAAj-GdcI,7U5uuzyZ-sQGY
FeCgSvYn-ovmJ,Education,E,7725,13.75,1,0.14,HDdJccuS-rQmE,FeCgSvYn-ovmJ,H25i9a6M-Fs6k
Fn8ZoQo7-uJ56,Debtconsolidation,F,16000,19.41,1,0.22,sivxvMRL-1mU1,Fn8ZoQo7-uJ56,okv16GaO-5WCN
LT82A3Ne-zYgW,Homeimprovement,C,1500,13.11,0,0.03,2uJkXDsk-rsUS,LT82A3Ne-zYgW,iMuMtilJ-s3Dc
0xOlqW5J-QCOA,Venture,D,9100,15.37,0,0.24,qDBl3hP4-f1ur,0xOlqW5J-QCOA,zFEHh7n5-Gjvg
QPbEkS5N-W63Z,Personal,B,2000,10.36,0,0.08,c58oE2Zh-E1Y8,QPbEkS5N-W63Z,v2gq4Cy5-G1pc
X75IPvzb-zEnl,Education,E,5000,16.45,1,0.2,TenczLdH-GbAY,X75IPvzb-zEnl,wHtKRCa0-NR75
eZU8jR47-JYbh,Personal,A,8000,5.42,0,0.36,Cnuy6SwR-uSFa,eZU8jR47-JYbh,aTrjdsGa-Surq
zAcAPCpF-cJUi,Education,C,2000,13.92,0,0.04,EohStCUX-wh4x,zAcAPCpF-cJUi,ScCTg1Ep-x9KG
Dvfl8eFj-9O2N,Medical,B,9600,12.18,0,0.21,rgHUJv2L-6UqX,Dvfl8eFj-9O2N,ElwCZI3i-Zedp
KaImhxvB-izjg,Personal,A,8000,7.9,0,0.24,eJUE4AOf-7JFD,KaImhxvB-izjg,GeYS01Qm-MvPP
PUaGvDkw-s4T1,Debtconsolidation,D,5000,13.67,1,0.13,JNDjmpun-NeuD,PUaGvDkw-s4T1,mWhCDiZW-yScC
LZWQ0zAi-K2v1,Debtconsolidation,C,4000,13.43,0,0.19,DnjSnfjZ-0c9x,LZWQ0zAi-K2v1,56yxOdiS-bGQ2
qxDsU9Gv-RruM,Personal,A,15000,7.9,0,0.3,HyQps3sR-bRxO,qxDsU9Gv-RruM,y84fsHF6-8UmN
ZH6QrmwY-xQ31,Personal,B,4000,10.59,0,0.07,3CenUaTG-JpD0,ZH6QrmwY-xQ31,c6jbk8qv-fboC
GXBK5U5v-De5v,Homeimprovement,E,5000,16.35,0,0.06,5o200Spk-sus3,GXBK5U5v-De5v,MZSevAAY-Za04
FFlCHmne-MvJF,Debtconsolidation,A,3000,8.49,0,0.09,1TQ8tuq7-bIRS,FFlCHmne-MvJF,byyK9jq7-Rf53
XqGa4BKn-WWe1,Personal,A,7200,9.38,0,0.16,iHar8HN7-1YkN,XqGa4BKn-WWe1,Sfj6mx0T-ixdS
AkA0uxlY-lv25,Debtconsolidation,D,11000,15.33,1,0.27,7ePM3ODr-RZJY,AkA0uxlY-lv25,5WXLbzuH-rRxv
3LRJeKA3-MyjK,Personal,D,8000,14.96,0,0.13,lyvPnMDa-jRzQ,3LRJeKA3-MyjK,dKgLfoZ5-L9hp
61LDPN5n-QSmP,Personal,A,5000,6.92,0,0.1,NNN97gp3-WQpH,61LDPN5n-QSmP,KxNvj3Lt-ReA8
da3r35cC-zj88,Medical,C,4500,15.96,0,0.07,0rraeeHG-d4nD,da3r35cC-zj88,MMLEqhJe-YC4r
cGLHLSq0-eXqa,Education,C,6000,14.27,1,0.2,h77ktrLh-lluC,cGLHLSq0-eXqa,gYpJbjyu-WZkO
5hPREiyx-KPPG,Homeimprovement,D,1000,16.32,1,0.08,G4UNjSG9-MYnA,5hPREiyx-KPPG,9u9f4m4R-8XB9
P3bkWQYA-ePum,Debtconsolidation,B,25000,10.08,0,0.26,Q8YyEomw-wqUf,P3bkWQYA-ePum,DJ6T4YiD-Uv65
RlCCEsvx-hwGv,Education,C,2100,13.11,0,0.14,exEj5bXk-YT8D,RlCCEsvx-hwGv,mWTOyK83-cCaQ
uYot9IpR-k8t8,Education,A,8775,8.49,0,0.05,81S7xySz-HsQY,uYot9IpR-k8t8,v7sD14be-H2xC
1pFpCJyj-XePq,Debtconsolidation,C,5950,13.49,0,0.3,GFNd4jS8-mapN,1pFpCJyj-XePq,a3RaKIXW-7mWz
TmOA2QC6-xk2y,Education,B,6000,11.86,0,0.03,5fi1GWSO-oQcb,TmOA2QC6-xk2y,171BCjoL-pNcN
FmGcdv7M-ZIg8,Venture,B,5000,11.86,0,0.06,8b5caH2B-xpiM,FmGcdv7M-ZIg8,pYQuQ7Cz-IAJh
nKJB2uXq-asi3,Medical,A,3000,5.42,0,0.09,OcYUPdMG-zmrD,nKJB2uXq-asi3,F8i1iviQ-bFyG
IalUGCJq-U38K,Personal,B,6000,9.76,1,0.11,tyGM4evw-3mGE,IalUGCJq-U38K,Yeubo2xD-fuaj
X5JUoqDX-aInG,Homeimprovement,B,3300,10.99,1,0.2,nHsEvyp8-rQh3,X5JUoqDX-aInG,O8579OOu-gqzD
I3F20UdJ-MmRz,Personal,B,12000,10.99,0,0.2,BhJ6Hi7u-hQSR,I3F20UdJ-MmRz,zyvFQhMY-yK0c
J2Qd935S-sNf4,Homeimprovement,A,15000,7.51,0,0.23,W294D5cf-FD2J,J2Qd935S-sNf4,rbhFiEiq-8JnO
CP6oLE3P-Hc8Y,Homeimprovement,A,18000,8.9,0,0.24,jhEqMkih-frgu,CP6oLE3P-Hc8Y,sHBetnIk-dc5d
nopnMJkd-Zj7c,Education,B,20000,11.36,0,0.28,6NvRwBbc-o52G,nopnMJkd-Zj7c,ceNCy8lv-crWm
14xtoWkD-wTag,Education,A,15000,NULL,0,0.25,yFOapQ0E-1QX8,14xtoWkD-wTag,5XB4c5GC-RJB1
xTTo0f9o-XvIX,Medical,C,5600,14.65,1,0.08,IlwUbT1B-kU7h,xTTo0f9o-XvIX,A5UHlRir-icH1
Q8cGK8UO-Sw5t,Education,C,20000,13.06,0,0.22,ac1RJ5Uz-dAEW,Q8cGK8UO-Sw5t,f15heRjG-rgcx
rjctOwuF-10PA,Personal,A,7000,5.99,0,0.2,7qeAnELY-Eefo,rjctOwuF-10PA,KYkpM6iy-E1BY
akoOEjeO-29Qy,Homeimprovement,A,10000,8.07,0,0.12,YnrD28KG-7wCa,akoOEjeO-29Qy,SRrALMs6-QIEY
UygeLeu4-dv8b,Personal,C,2000,14.35,0,0.05,1uCrwF8N-DjZd,UygeLeu4-dv8b,ThBdcz5O-i9sg
KqOc44PK-LBqY,Homeimprovement,B,12000,12.69,0,0.09,tFSXoEhT-eSRu,KqOc44PK-LBqY,mimBo348-nCNL
fPHlhrRP-jiKD,Venture,A,4800,7.51,0,0.11,RbC5DLyf-5EW6,fPHlhrRP-jiKD,oLW6vbWF-LqIL
iu17fFXs-Kcmd,Education,C,15000,11.72,0,0.23,3jEm7UrU-hyKx,iu17fFXs-Kcmd,OFSUwPcY-TYO1
HhFnhAe2-XIcw,Personal,B,18000,11.49,0,0.15,6hopmeuD-w3Ke,HhFnhAe2-XIcw,nOHQ895X-clrs
s534lcSg-fdMG,Venture,A,5600,NULL,0,0.15,wsTMqNRM-3FcZ,s534lcSg-fdMG,XdWLEXeh-ik2h
ijS2Kc62-eEyZ,Personal,C,15000,14.65,0,0.25,piczfiLk-B4dv,ijS2Kc62-eEyZ,hg0X557p-tHJZ
BH8WdzBF-25wh,Debtconsolidation,B,6500,11.99,1,0.39,FAtQtTri-eraY,BH8WdzBF-25wh,gze4W38H-fH69
9fS6JDBm-WHy9,Venture,A,12000,6.99,0,0.11,A7bSNUIY-Tsun,9fS6JDBm-WHy9,oOHPi9CN-6UEN
oYaMy7NR-5ZbG,Venture,C,4000,15.23,0,0.07,aCtlo1Qq-x5Zm,oYaMy7NR-5ZbG,ESUQ3c2l-tK5M
FdOB1I2D-LIAs,Education,A,10000,NULL,0,0.14,pR1oGdlb-PlkC,FdOB1I2D-LIAs,cDdgzXlk-t5FW
CcpkW0XE-1NMs,Homeimprovement,C,12000,13.98,0,0.18,3M4XTID4-9GvH,CcpkW0XE-1NMs,13cyvdYm-pr3R
FfmyWbmF-Gzal,Education,B,10750,9.25,0,0.13,Jszz4n7h-AUBC,FfmyWbmF-Gzal,W4h8jYHc-H9Br
KxP0wsW2-XTUl,Debtconsolidation,A,8000,7.51,0,0.29,8gvQ3q3f-dBTg,KxP0wsW2-XTUl,ZHy68Zx2-8w5a
9dHLbaB7-EBsx,Education,D,6000,NULL,1,0.18,50JLLQoR-QuGM,9dHLbaB7-EBsx,g1QQgZ49-Ppuw
NfK1bRyz-vKQ8,Personal,B,10000,10.59,0,0.14,cR07LuR0-mwEf,NfK1bRyz-vKQ8,LUhAig72-ipo2
iuTyyeGK-nZrn,Personal,B,25000,10.99,0,0.14,3DyRqQws-hqKy,iuTyyeGK-nZrn,x7RyBfp3-9esa
sAz8iX7B-67Px,Medical,D,10000,15.33,1,0.16,EnpQfRxa-vmZE,sAz8iX7B-67Px,0M57LNaW-iLhu
vlG4bCP3-xO6z,Medical,A,14000,7.51,1,0.33,NDI9Te7R-Ce7G,vlG4bCP3-xO6z,j7L0o9sp-SEmP
9GOl9cqz-E7Or,Debtconsolidation,B,1500,10.99,0,0.04,KLCmCacU-8FwI,9GOl9cqz-E7Or,RRyzcYgb-xklN
5ojlBSwG-GKI8,Personal,B,14500,NULL,1,0.48,JUFNPjwk-aC8W,5ojlBSwG-GKI8,43JjwnEd-i6oe
BPYGAJYz-aQBj,Education,C,1700,13.16,0,0.12,YypM7O6v-2YMN,BPYGAJYz-aQBj,cuAXmLZB-ayhn
XHRGMEX1-LzSX,Debtconsolidation,B,10000,10.99,0,0.07,iXSvOr60-YdaH,XHRGMEX1-LzSX,m96f2gin-mZyS
EXQXXO9g-llgX,Education,A,10500,6.03,0,0.16,bsjYmP00-XXsO,EXQXXO9g-llgX,Yj0s3Sns-mdCe
IyBE3EtQ-wJhC,Venture,D,15000,16.49,0,0.29,mx4gENm0-pcWB,IyBE3EtQ-wJhC,1U21z2cG-rz3O
3bWkwtgT-qNhb,Venture,B,17850,11.99,0,0.18,ZacfcrlD-lZ4R,3bWkwtgT-qNhb,9QHSfyy5-S8CI
k2GPLMUo-ezZG,Personal,A,15000,5.79,0,0.08,AuIDKKok-OBEx,k2GPLMUo-ezZG,r7dBgwPh-NKl5
ZFlwW08i-I3Al,Homeimprovement,B,5000,12.42,0,NULL,5jTDCfXS-zaAq,ZFlwW08i-I3Al,LiAivrS4-J5DE
ayfWMQYp-ckNJ,Venture,A,15000,6.17,0,0.31,sA0hawD8-2TD9,ayfWMQYp-ckNJ,4vm2EXPL-XMEL
Dj9tSCuc-c00r,Personal,D,8000,NULL,0,0.09,bIpOrJPa-yizN,Dj9tSCuc-c00r,KebRslS8-okBR
hKU6RkGg-EX96,Personal,B,4000,12.21,0,0.07,PEKj0yUy-XwDI,hKU6RkGg-EX96,4Ziwrm90-pjJ5
2Wht0eH9-fbh7,Debtconsolidation,B,12000,12.53,0,0.22,uYsLkgLc-OwH6,2Wht0eH9-fbh7,piKhYvXC-6Nw7
2hpumX4i-XgIK,Debtconsolidation,B,6000,11.71,0,0.07,lvzTqo8e-r7BJ,2hpumX4i-XgIK,gG6zRccB-QEYq
