id_cliente,id_emprestimo,id_historico,tipo_imovel,motivo_emprestimo,grupo,idade,salario,tempo_trabalhando,valor_emprestimo,juros,emp_sal,tempo_cliente,INADIMPLENCIA,RISCO_INADIMPLENCIA
bndB2nrG-3Qek,gjBNYc86-yQkC,7RDlcK3Y-OMFv,alugado,pessoal,A,23,65000,6,8000,9.32,0.12,3,0.0,0
da8NqLst-rJfo,QgtSQGoR-N5CZ,xxiFPfIi-xHQL,financiado,ensino,B,24,87550,5,3600,11.86,0.04,4,0.0,0
lHKkk4iT-uMYc,SfLZi10E-Dxbp,mazsxkb2-EPjn,financiado,risco,B,25,177160,2,24000,11.11,0.14,4,0.0,0
PWssJR75-znHR,CO3Boxxl-8vAB,bcHsqRut-as0k,alugado,saude,B,24,32304,8,1500,9.91,0.05,3,0.0,1
e7vE73Xu-YPii,cPOyTE4b-n5Cm,7BeRX7vF-jnXt,financiado,quitar,B,36,52000,8,2275,11.86,0.04,12,0.0,0
B80CrnUC-AvFt,G044ts7W-47uO,Nvq1Qs0o-a1SF,outro,risco,D,26,87500,3,7500,15.05,0.09,2,1.0,0
TK7kdTZy-LPWF,hZn3HCjD-CfUj,CBc26gKq-WC2d,alugado,ensino,C,23,36000,0,3000,12.29,0.08,2,0.0,1
B1lOysyQ-R7NO,ivLuljOA-PxYM,iccwtEJf-m9xt,alugado,pessoal,B,24,35000,0,4200,10.37,0.12,4,0.0,0
sE4fXxEO-mD88,YC1BgYLX-abtJ,goOmLh0x-ptor,alugado,quitar,A,22,128165,6,14000,8.94,0.11,3,0.0,0
AUZMEThu-PM5H,RBKLJttd-WAmj,2Pig713b-ut6o,alugado,saude,E,25,50000,2,7000,15.57,0.14,3,0.0,1
Raw3qNz6-sp5J,4YNBjFt8-2L1w,gwnxd465-zNqp,financiado,saude,B,27,62900,1,8000,11.46,0.11,8,0.0,1
txNhZjSU-JBot,OF7biIUe-M94S,mXcojD74-pHki,alugado,quitar,C,22,41000,3,15000,12.73,0.37,3,0.0,1
ZimfHCj5-7SX4,P3KTuXUu-heiW,uy8gHUaX-PTFb,alugado,pessoal,B,23,60000,3,17000,11.11,0.28,2,0.0,0
24IfOKPp-n2Y9,HMTX9F7e-txi9,LXbBHnuR-0k3c,alugado,risco,A,24,110000,8,3000,7.88,0.03,2,0.0,0
wBIlOptl-jfvn,4qWQT7R6-qzXP,GmrY0YvB-GNOA,alugado,reforma,A,22,44582,6,4000,5.99,0.09,4,0.0,1
qNT1w4Gj-od1x,8NcunoId-XN1R,cfjYbHb4-auCO,financiado,quitar,C,25,75000,9,8500,13.22,0.11,4,0.0,0
rrSB2inU-wxdv,tcUq97J4-puML,K2MbhxfW-N6JY,alugado,quitar,C,35,40000,6,5100,13.72,0.13,5,1.0,0
8dqDd1IN-UXc4,MCaYOC2O-eqQk,vtbIn9C8-1ykW,alugado,ensino,B,34,28500,0,9175,12.69,0.32,5,0.0,1
WlRKmBMv-ycm6,SlxOiteh-8H38,ENiLdCDl-obX4,alugado,quitar,C,29,21996,4,2500,13.11,0.11,8,1.0,1
cY5jOqvW-OFbE,i0mCLk4x-HSua,xE4EvZSN-h76y,financiado,risco,A,22,57000,1,3200,5.99,0.06,4,0.0,0
LaSat9Sk-zLa0,Pv8UX7vL-1jJw,1qPFUuEW-sBNo,financiado,ensino,B,23,250000,7,8800,10.0,0.04,2,0.0,0
Iwugk6QT-8R9Z,p44KodPo-j4ho,xtuLJ1BS-AeGj,financiado,pessoal,A,29,39000,12,16000,5.99,0.41,8,0.0,0
5zKUH39H-Oxjy,0TsRmQqF-XSZC,WovxObMr-4j65,alugado,pessoal,C,25,56004,3,7000,14.22,0.12,4,0.0,0
wQEMLIcR-J9sU,eIm6kXgG-bKPd,vOJRU0Mt-WgJU,alugado,risco,B,28,48000,1,2650,11.26,0.06,6,0.0,0
r4EMAIP3-v3qB,gXeA5JUt-4rEM,STryYSoN-DRvr,alugado,ensino,A,22,71000,6,1500,6.99,0.02,3,0.0,0
BGEXfF3I-MPDw,pcC2Kx3I-lbHI,Re7Gtml0-8aAj,proprio,pessoal,B,28,15000,2,4375,12.42,0.29,9,0.0,1
DgPAHfNx-4SuL,cMBZ6yiY-tzsA,fDaecuGO-uB9v,alugado,quitar,B,21,120000,2,10000,11.71,0.08,3,0.0,0
E7ffYcB2-raQX,lTORsDaX-g7Bm,SPngvfz5-qYGt,financiado,quitar,A,26,74400,10,15000,6.54,0.2,4,0.0,0
1xN2APxO-PMwu,PQ1i7kgN-qDPA,DRCEefli-fK8v,alugado,pessoal,C,36,30996,2,5500,12.53,0.18,15,1.0,0
RSoSDrgZ-quLt,uKtIniqY-TkAP,4xS6Q5Zc-0X8M,alugado,saude,A,24,70000,0,10000,7.29,0.14,3,0.0,0
vQeKi6jj-S7Mp,UTlIhe5Z-C3Rx,lxX6OwH3-4caY,financiado,reforma,C,28,90000,12,5000,14.79,0.06,8,1.0,0
H7wNAEEJ-1ISN,yuJgxuE6-aeoM,u14BNxJD-itOU,alugado,quitar,F,32,44004,2,5000,18.25,0.11,5,0.0,1
CpeyXfri-9dLr,eOp6brNW-6brH,I7BO4jyw-ueRQ,alugado,ensino,B,21,40000,5,1500,12.18,0.04,4,0.0,0
Af6D9iZa-cOqL,uqKLAfKW-nAk0,4atKuGoJ-vpH7,alugado,risco,A,25,70000,1,5750,8.0,0.08,4,0.0,0
35H31UEG-0KsD,e6m8YlcP-g91n,qYxesURt-0evX,alugado,quitar,A,24,36396,8,5000,6.03,0.14,3,0.0,0
pMwsMDHR-aOTx,PqP1ejuL-Ki6o,Z47p22ls-rt6I,alugado,quitar,C,30,9600,1,1500,12.73,0.16,9,1.0,1
JkKRmhSJ-aYOK,Fzbvi8dY-W7nj,O5S8SkOC-Mp8B,proprio,risco,D,22,38004,0,3000,12.92,0.08,3,1.0,0
h1Q0MFdc-c6aY,hcQpXMx4-bPMG,wEaSCOq8-5NJJ,proprio,ensino,B,24,56000,8,2000,11.49,0.04,2,0.0,0
ZtFKaHYz-EfwS,UrSDOZmq-SHv8,GDPH8bRr-rfBD,alugado,quitar,C,29,73000,7,2500,14.35,0.03,8,1.0,0
QupskOYP-xcmM,IKGkqxzy-RcHp,fF86rrII-NA01,financiado,ensino,C,42,100000,7,5000,14.26,0.05,12,0.0,0
1hEuiI9M-mr1Z,QUpz1A64-MAFf,t1SG0TRi-UM6s,alugado,pessoal,B,30,65000,1,12000,11.49,0.18,7,0.0,0
Kl8prAnG-4KD2,GiCXHggn-G0Oz,YZdlYvK1-jyrp,financiado,quitar,A,36,100000,17,6000,7.14,0.06,17,0.0,0
mUBagUgI-A0QE,G9EJeSPz-Jwi8,DWmPhU1Y-w9We,alugado,risco,D,42,30000,5,8000,14.96,0.27,15,0.0,0
xR9pcmNX-ecjB,tLDrn0sg-kNRh,N3d29NjA-fSts,alugado,pessoal,A,26,65000,4,8000,6.92,0.12,4,0.0,0
MCTnkovx-OkZI,wQFS87yA-69IY,1BNbfBPb-9no0,financiado,risco,E,26,59600,9,21000,16.45,0.35,2,0.0,1
oeSqzh4Z-N0bC,rwdr4l6H-oz2d,S5k46uNa-cvQR,alugado,ensino,B,23,54996,4,16700,10.37,0.3,3,0.0,0
KI7BqsSt-Iavt,HvtjOceb-inOW,9oWRTWUT-L49X,alugado,ensino,B,21,39000,4,6000,10.38,0.15,3,0.0,0
EbK8pAhP-qrNe,oZwyvw1E-fN0S,LXTSCpdW-veiT,alugado,pessoal,A,24,50000,6,4000,7.66,0.08,4,0.0,0
Nbom2sPx-CmSi,s2blb2lr-YqNn,hKXOtjmu-mlER,financiado,reforma,A,24,39000,3,5600,5.42,0.14,4,0.0,0
ljZzdC47-OGkG,krCXQQA1-KCah,Jcm34AJB-RLrE,alugado,quitar,A,21,30000,0,1500,7.29,0.05,3,0.0,0
dFimbEm6-MqeJ,t14nQyu7-LdEp,iMZJL9pS-vRPU,financiado,ensino,A,31,102000,5,4000,7.88,0.04,10,0.0,0
52o98vTC-Wcan,gogIPEc3-8rtn,T4h6nlH9-yvmI,alugado,saude,B,25,23712,9,1000,11.49,0.04,2,0.0,0
riItZDLL-Taxk,4rc9DkiF-f2SD,pFrTLaRQ-StRR,financiado,pessoal,D,29,69000,6,18000,12.61,0.26,9,0.0,0
kTMzhQam-oTlR,mp0YoAwS-3uNN,EA0yD7qz-014g,financiado,reforma,A,25,52000,9,24500,6.17,0.47,3,0.0,0
Hm07DgPA-XkMt,I6HH5F60-dSJT,3xOzs894-ginq,financiado,pessoal,B,30,51000,4,2000,10.99,0.04,10,0.0,0
EFjRdEU4-OUlf,ySGKI5d0-4IcM,6198aGbx-bkdh,alugado,quitar,B,23,60000,7,25000,10.25,0.42,2,0.0,1
Y5jUW8LC-ZRMT,zPohWc8z-wCSd,eHLMtPu8-yJr1,financiado,pessoal,C,39,92000,1,20000,14.79,0.22,16,0.0,0
q6jShijc-mWYM,A3h43LEz-OGKF,348JJyIF-3ca7,proprio,risco,B,22,72000,6,16000,10.37,0.22,3,0.0,0
ZfflnYDo-gI62,MS7LNHKL-NJq9,BT6UCTds-W2oO,alugado,pessoal,C,29,148716,4,24250,13.23,0.16,9,1.0,0
B33sgWqu-praF,8bv9ccLd-PaN2,v9wQaOoA-B09R,financiado,ensino,D,22,44004,3,9000,14.11,0.2,4,0.0,1
2YbxH3jQ-simk,Wcsvj4l2-rpwN,iDMvnFJD-B1oi,financiado,ensino,C,35,50000,0,5600,12.53,0.11,7,1.0,0
7AezrqOq-1xY5,SdEpLfOQ-xxsA,iNzAdlEW-rrti,alugado,saude,D,38,27600,3,5000,14.59,0.18,16,1.0,1
b8jN2c02-CbqW,SC7OlzyZ-RAKD,xE3n40bO-4rbt,financiado,ensino,A,23,72000,7,20000,7.49,0.28,2,0.0,0
Kvv6Dmzl-sXra,ZPKTUj2U-DgQr,yyWrHrXC-mUf0,financiado,quitar,A,27,84906,11,4500,7.51,0.05,10,0.0,0
8X5B5QhE-baJl,BG4UpyOv-p0KA,RxCxeGrR-QmFB,alugado,pessoal,A,28,81120,0,8350,7.49,0.1,8,0.0,0
Nw2cPKIG-M3EP,c8n3apdT-KQUo,jPD35Im3-XuAZ,financiado,risco,A,23,50000,5,3600,5.99,0.07,2,0.0,0
7Oj8Xtat-oQpx,a3cJ54Ed-GQ2a,RBlt2bMw-IHzx,alugado,quitar,E,28,46000,3,9000,17.56,0.2,7,1.0,1
kYAmrFbp-E8O5,7EWsPuUa-DpDj,Aqr1Rdft-N9hr,alugado,ensino,B,23,69996,8,13000,11.58,0.19,3,0.0,0
pjtKMe0J-srbO,7QxMuCxh-06Ja,EJGMgRDu-X8CJ,financiado,risco,A,29,141000,1,8000,6.99,0.06,9,0.0,0
o8CPxzyy-BZv5,BHHUzeUi-IwLJ,qjhafour-yFlT,financiado,risco,A,23,47000,8,7500,7.51,0.16,4,0.0,0
vPEmJiiK-NpRA,N7dadAUz-yRMP,ZdrwoJiz-L3Rl,alugado,risco,A,26,48000,3,4000,5.79,0.08,2,0.0,0
qNuFm9Eq-FniZ,L64vR9n9-Rc6o,EPp1sjb9-D3Pf,alugado,pessoal,A,29,70000,2,4500,5.42,0.06,9,0.0,0
C6JRrTis-ypNZ,UIoqJ7CC-WuGE,5y1MHxTg-RblJ,proprio,risco,A,24,80000,8,12000,7.49,0.15,3,0.0,0
wAh8r1jr-fsBY,FBAclioM-O3BR,ooXF121r-zfhT,financiado,reforma,A,36,52000,2,8000,7.51,0.15,14,0.0,0
r8ZMTHYq-5e4v,6Qqv39wd-4pwH,O3YRedho-YxOe,financiado,reforma,D,25,74000,5,10000,14.59,0.14,4,1.0,0
oHi3aLmt-QE1P,qUwNHuD1-JiLE,95TIe3ew-tiTO,financiado,saude,A,34,62900,11,18000,8.94,0.24,5,0.0,1
tFQIRnJO-c11f,SEY04CqK-kmio,gBiXhx56-qOCl,alugado,saude,A,25,35400,2,2000,8.49,0.06,2,0.0,0
g1MRqxkK-J9Qs,crUrpxPP-xEKt,NGiyMzn9-8c15,financiado,ensino,A,28,85000,2,15000,8.49,0.18,7,0.0,0
yNrSqMlM-0PNI,pnpQtSKs-OC97,dXEFvUBF-vC8f,financiado,ensino,D,26,106000,9,10000,15.33,0.09,3,1.0,0
SkFCjaRG-NnzN,BHox4zMj-2FmS,88Ic0PkP-10vj,alugado,ensino,A,22,45996,2,8000,7.51,0.17,3,0.0,0
4umXdBH2-lfeA,GxC5LuU0-dfiy,5iSPjrar-ZJZ7,alugado,quitar,B,22,25000,0,4000,10.36,0.16,2,0.0,0
BXDmZlzI-hCfA,hTF38CQA-KfCY,tBbY8DAB-6LKH,alugado,saude,F,35,38760,2,8000,18.09,0.21,7,1.0,1
O169gO2y-ukqd,y7hPzBud-TSip,yBRk3gjv-Btu9,alugado,saude,A,25,44966,3,10025,5.42,0.22,4,0.0,0
lXPHHARp-JQPQ,zXE2lfIz-Y3ZH,ELX5gFjy-6s8g,alugado,saude,A,23,48500,5,3850,8.49,0.08,2,0.0,0
i7ps7ETw-S1IT,K5RAlatx-IUNB,LMWNXcbg-OANU,alugado,saude,B,26,75000,0,12000,10.38,0.16,3,0.0,0
YBhnIovi-FeAf,oftS7lqR-UuCS,49uJ8QeO-8i7l,proprio,reforma,B,27,35000,2,6000,11.99,0.17,10,0.0,0
DXarql1B-lhXg,YnWyZCUJ-Qpay,ft6vxoxr-QY7C,alugado,risco,C,21,31680,5,15000,12.61,0.47,2,1.0,1
uwfRQ8sL-ePZR,Od6kwapw-08IE,zPX5cUWi-ajsg,financiado,saude,D,30,37400,6,12700,17.27,0.34,5,0.0,1
jWUvKrf4-axs1,7f3I03hN-859j,mAmmyhpl-pY0A,alugado,saude,C,34,72000,17,2400,13.16,0.03,8,0.0,0
MYu1CMWu-QDw0,P0qEX5n0-aS3K,TBAcLhi7-QXl3,alugado,risco,D,27,44000,1,5000,16.89,0.11,10,1.0,1
5jBJK1Sc-Bw9C,fkhHrLlk-6MFD,ICLOCu6c-LRtQ,alugado,risco,C,23,52800,4,14000,14.27,0.27,3,0.0,0
O1dRiEyu-ycRp,vnHFnxfD-WxIi,xyQndYFh-Ov3L,alugado,saude,A,25,39996,3,5000,6.92,0.13,3,0.0,0
Keio8BlP-EoBu,awqYYeoj-1mju,aMCWwEvq-nLvU,alugado,risco,C,23,70000,1,3000,14.27,0.04,2,1.0,0
UhgDQBBv-RA8m,jfLDMFjF-aUEB,0IpcLlAw-NmP7,financiado,risco,C,26,62000,10,10000,13.43,0.16,2,1.0,0
iXaUljYq-BmTi,3pwGxdqR-JZrm,PKESMWDK-to72,financiado,pessoal,B,32,156000,14,10000,9.63,0.06,9,0.0,0
NzsjcEnb-M4Ck,Yigun4n2-xXpQ,oD4S5Hcb-oRMl,alugado,risco,C,24,54000,5,21600,13.49,0.4,2,0.0,1
fnvwivqk-nzJ0,RqGha87z-4A6u,eKlLKCtf-7Hcg,financiado,pessoal,C,26,95400,8,5000,12.68,0.05,3,0.0,0
xasAeOAF-n5Gs,3fL78seR-dK2J,cMoMqUhX-qByE,alugado,ensino,B,38,40000,4,18225,12.42,0.46,17,0.0,1
HOG7MA3l-zzKc,599TXQtY-aFZ6,BmJvHO9g-l4XD,alugado,ensino,A,28,100000,1,10000,7.51,0.1,7,0.0,0
9er6jenm-yK30,ITgzi8YU-YRys,W4LWX9ld-XmKG,alugado,risco,D,28,69000,1,12000,14.46,0.17,9,0.0,1
RWMjKKFZ-HoOg,hnI6L3cW-eIvm,4qv2yeEi-JaU7,alugado,risco,D,22,44000,2,10000,15.58,0.23,3,0.0,1
FO8Xxwqk-K0OO,OPy3eKvu-JR90,zC6bbKeS-7kD7,alugado,pessoal,C,23,43500,2,10400,13.49,0.24,4,0.0,0
dPpfuiD0-XGfq,EZdflYP3-8P1A,N6cfXonn-jaJR,proprio,risco,B,24,87504,9,7000,8.88,0.08,3,0.0,0
KXsy9ncj-3Jls,Ieeq8pwl-8Gtl,ER2IiSpo-pu8C,financiado,pessoal,B,22,26000,4,4000,9.25,0.15,2,0.0,0
20tvM7fX-6NGi,bkvtE3O1-xMNU,o8zzElvX-qaMz,alugado,saude,D,28,56100,9,20000,14.59,0.3,5,1.0,1
ZkkxWDpG-N438,gw7lXjxK-cQTf,vfnK2U2J-dpZg,alugado,ensino,B,22,25000,3,3000,12.69,0.12,3,0.0,0
3vi8fQu7-Jsps,O2p9C00S-urAj,TT812HTc-Cfyc,alugado,saude,C,24,70000,0,6425,13.72,0.09,2,0.0,0
uoAIbI5d-SMh0,EtZTPP9C-XDrQ,SoA1GBeN-CNTu,financiado,pessoal,C,24,90000,8,5000,11.34,0.06,4,1.0,0
ZTRk09Ey-SeHr,XgmsG9p3-1rsK,jxUiOen1-i2iH,alugado,pessoal,A,25,38748,2,3000,7.29,0.08,3,0.0,0
TZxlRAEr-ThJE,0nkLhsFa-SDtm,PGMf8Mnp-TS7g,financiado,risco,A,26,57000,10,14000,5.42,0.25,4,0.0,0
2jv8RRwg-LP98,0SW93iYn-BQvq,eonpED0h-H4zX,alugado,risco,D,33,58344,5,11975,16.29,0.21,9,1.0,0
qOersNlf-x1aD,QkR0KaEb-Be8q,SrP3Ww3p-u8b5,alugado,ensino,B,22,42000,3,8500,12.53,0.2,4,0.0,0
qcZFuyCc-5Lji,cywKxq5r-FDd0,7XU6PmmZ-YZgb,alugado,quitar,A,26,75000,0,7000,8.9,0.09,4,0.0,0
tsjohFTZ-Mc1j,tft1Zdqe-M1RN,ygcOc37W-dT1C,financiado,pessoal,A,38,48000,1,18000,8.49,0.38,11,0.0,0
9aW0IQkR-8Pr2,9kfs0mtL-IKpr,ZHX5Knei-1ixs,alugado,quitar,A,25,62000,9,7000,7.49,0.11,4,0.0,0
CmOYnkr4-dP7y,MucjH900-sadR,KMymjgYb-hoCQ,alugado,risco,A,23,112995,7,2500,7.37,0.02,3,0.0,0
YdsFKX7E-N06h,TZFkOKon-DSOF,k1bLJvK6-W4mv,alugado,saude,C,23,43200,7,5000,12.87,0.12,3,1.0,0
3rGQazoA-kBiD,UPSmiEGt-zbtm,OyAAlpC6-EInU,financiado,reforma,B,22,25000,0,3000,9.99,0.12,3,0.0,1
Hw6Mpjel-B8jG,lzY796Px-sse4,iK3HEAka-lSxJ,alugado,saude,A,26,38400,0,12000,5.99,0.31,2,0.0,1
UobbUKGT-qOpj,5Oe1SQvj-SFPM,zzuXGYRs-Wbck,alugado,saude,B,22,36614,5,7000,9.99,0.19,4,0.0,1
BKxijN2X-MSi6,IETAhYct-LJzW,p22yNjYu-64Es,financiado,reforma,B,30,39750,3,1425,10.37,0.04,5,0.0,0
1hvMXDjx-81Ze,f4aDdIKU-vAn6,QXPpjscp-saWI,financiado,pessoal,A,32,130000,0,12000,8.59,0.09,7,0.0,0
OG7GNwRU-Q4Y5,Wf3YLU2M-z5Z8,atfQ1uOf-8R9L,financiado,reforma,D,40,182004,7,25000,16.07,0.14,12,1.0,0
ESLwdfu9-W6xh,1nfakyJZ-istB,ggEqGByh-7mtx,proprio,ensino,B,23,57000,7,4200,10.51,0.07,3,0.0,0
OTKMKWZn-q2i6,ykdIIRt0-Ru6t,OevCTq5r-MLp5,alugado,risco,A,24,50000,4,18000,7.9,0.36,4,0.0,1
sUjhXo0a-F37t,mnmvecRZ-GqZH,770PQir3-loKi,alugado,quitar,A,22,26500,3,1900,7.29,0.07,3,0.0,1
Gr6paiLr-dA9g,eOpNdS4z-WHpy,HC4ESXP4-g2H0,alugado,risco,B,29,97000,4,25000,10.37,0.26,10,0.0,0
JQCx8Hri-OJAS,uldIvgDI-yh4l,pzHSxfzc-wZ51,alugado,ensino,A,22,50000,4,9350,7.49,0.19,3,0.0,0
y74e5eES-uIev,79gJ3MM6-IuRL,I567fZvQ-9qNd,alugado,risco,A,26,65000,1,3000,5.79,0.05,2,0.0,0
OruL8y5K-tGFy,wueqO16Z-cdcG,hDpKNObW-83IZ,financiado,pessoal,A,27,41000,3,10000,8.59,0.24,8,0.0,0
3WsCDuY3-hbJY,EWjrw6Be-eLcj,iOwpvAuY-RdMw,financiado,reforma,D,28,148000,0,15000,15.65,0.1,5,1.0,1
yOy3TO5v-8org,aiRUW5dl-4ubD,70ytLz2B-Snf8,alugado,risco,A,36,55000,8,7500,8.9,0.14,13,0.0,0
5eIKzpwt-rPK9,jALJw9ju-To8x,cD62riBs-5hPx,financiado,pessoal,B,33,69600,17,16000,11.99,0.23,8,0.0,0
YReoP8Yy-zeqJ,TXLtEm27-ZY6b,PKAeS5g5-Hjkn,financiado,ensino,A,27,125000,2,8000,6.76,0.06,10,0.0,0
idJGorH8-pOCj,Qp47PuY6-jfOM,fa5fEHxT-JIPg,alugado,ensino,D,24,74000,7,8000,15.62,0.11,2,1.0,0
qvi0WNCn-t9LN,2h70yDy2-3ezh,gGBsfozP-e8mq,financiado,ensino,A,24,35004,5,7000,5.42,0.2,3,0.0,0
UAX5KAhI-dfzI,GjJ9gi19-OKDm,n2esFqgA-Z6QP,financiado,pessoal,B,25,108000,9,4800,12.42,0.04,4,0.0,0
NhKCTnBm-zWel,NCkhQJ3Z-WmdR,l6Fg8PWE-43zr,financiado,quitar,A,22,57200,7,7500,7.51,0.13,3,0.0,0
62mOsDxB-UkAU,pFiceTbq-gtIv,oKa4J1lG-xtp8,alugado,risco,C,38,30000,5,5000,13.61,0.17,11,1.0,0
9cJ7f3A0-5lH7,begW5yf1-JL7b,wp1e48fy-uXUU,alugado,ensino,B,22,60000,0,15000,11.71,0.25,3,0.0,0
gQGtavqO-JtL1,2pEsKs1u-m2Q0,64hnZ2R1-McLu,alugado,saude,D,30,45063,7,7500,15.05,0.17,6,0.0,1
w0K2B3MA-em5P,g4yCanme-Hq9X,l0bUgt3N-Qlxh,alugado,pessoal,E,23,39000,0,4800,17.99,0.12,4,0.0,1
Ns1xzvnB-fIOj,BGHEXHxp-NaNY,kGO9JqcK-fT7P,alugado,saude,D,24,33000,4,4800,14.91,0.15,4,1.0,1
3Qpw78XD-IsUu,RvwOAPnM-9qiW,TT5TXeaO-Bk8r,financiado,risco,D,27,78000,6,15275,16.89,0.2,6,0.0,0
t4Ko8TZE-6W8m,ajuY0AyJ-D5hu,6W61SMwd-JSvo,alugado,ensino,F,27,23004,6,3000,17.8,0.13,10,1.0,0
qosfnph2-Icff,KQy75ddQ-vIcF,bx6biJAC-2JiG,financiado,quitar,B,24,145000,4,20000,11.36,0.14,3,0.0,0
dfo9Fvk9-h3OQ,SCYyOI3J-oTUk,RuIcBdcj-X3gH,alugado,saude,B,22,26004,5,4800,10.99,0.18,4,0.0,0
Uxx74Ka3-OnqN,exd4CJKk-s3ml,iQwPnbyc-ktrf,alugado,risco,A,30,40000,8,2500,5.79,0.06,8,0.0,0
Q22mXKXG-raDi,iCTOLB7R-tl48,B5akzadr-PLNO,financiado,quitar,C,29,45516,13,6000,13.49,0.13,8,0.0,0
1PYXXwkQ-cBCH,fNPrwmOr-4Tc7,FJygP73l-4XAm,financiado,pessoal,B,41,50780,14,6000,10.99,0.12,17,0.0,0
UEUPY5Ek-pj9X,j06x2SYk-I5XL,LmAWWoqo-c9w7,financiado,reforma,C,25,128500,1,15000,12.53,0.12,3,1.0,0
Jrh1sStJ-NhRz,AOtf7xgj-Ya74,4kkUa33y-QnYS,alugado,pessoal,B,40,54000,7,12000,10.62,0.22,14,0.0,0
mj8WmU4Z-gyFf,UuMtMi3t-vyM6,nqMaUx6i-CsN2,alugado,ensino,C,21,50000,5,1000,13.49,0.02,3,0.0,0
Zzpp3lbo-S41o,77KsWlm8-jbbY,fvU6Mhi1-nXes,financiado,saude,D,23,54000,2,7500,15.58,0.14,2,0.0,1
CIgpq6zv-ivZ4,L1PAn5bR-2DEl,jbs6YNEk-hd8H,financiado,pessoal,A,24,80400,5,12000,5.79,0.15,2,0.0,0
oPWmxWvH-8ukE,ft2KPFHA-33G9,EJDqKDlF-bQht,financiado,ensino,A,23,89204,5,18000,7.9,0.2,4,0.0,0
Kif10v5M-iKBr,Pv70qr19-evF1,szeWxFmy-wfCB,alugado,saude,A,21,17916,1,3000,6.0,0.17,3,0.0,1
uOH4el5O-AS26,NbIjbYT6-yNqu,wSTiM7K3-6eAs,alugado,saude,C,24,85000,0,15000,13.11,0.18,3,0.0,0
yTeJmuoL-BDJN,v2gwA3kc-qma2,zgJAok7W-BqEt,alugado,risco,C,22,50000,3,13000,12.23,0.26,3,0.0,0
awD9rvXw-58an,xxbqIeow-eW5L,7jm6UkpT-qnub,alugado,reforma,C,23,25200,0,6000,13.23,0.24,4,1.0,1
NOMLtMag-kwAI,ZpvjSSzQ-zksX,CY6XNB5g-EFCL,alugado,ensino,C,23,48000,4,1600,13.98,0.03,3,0.0,0
QjDvJ2hO-7var,hk0nEeaL-8Kcx,olipkiWO-k0Zk,financiado,saude,B,30,100000,14,15000,11.14,0.15,9,0.0,0
YFLFUYT8-EwUn,CkPAccgg-SBn3,3G1finvH-7KjE,proprio,pessoal,B,23,61000,1,12000,11.71,0.2,2,0.0,0
aDvvs6Oy-DeKw,G970cDYD-ZvEs,Rv9p5XJs-QWY1,proprio,risco,D,28,140000,12,18000,16.29,0.13,7,0.0,0
42QnkPbI-9TCL,ZH8MLvPf-gTZy,N2v1h8YY-8OhM,proprio,ensino,D,22,28800,2,10000,16.49,0.35,2,1.0,0
4HoPvvRN-FRqL,25adeb6B-qoXh,y6dSKpu3-a9uF,financiado,ensino,A,35,59196,0,5000,8.0,0.08,5,0.0,0
tlJMlo9r-debd,JP7dj2Dh-yuPp,tkoBmxsN-bpYW,proprio,risco,B,26,48000,10,15000,11.12,0.31,3,0.0,0
CKlWFP0b-WHZR,0FK0TMxz-Wu7Z,1MsoCyyE-eeaE,financiado,risco,B,22,40058,5,6000,9.91,0.15,2,0.0,0
CG6Yjx8s-AWzi,pCoc5foS-2aq8,XeTIAz2L-rpvK,alugado,reforma,C,21,33000,0,2000,12.61,0.06,3,1.0,1
LkBb7k6t-tqro,3NY2B8ly-ygwo,RFmKjJib-hdHQ,financiado,pessoal,C,26,64212,5,9600,14.27,0.15,2,1.0,0
cdXwkcPn-taBM,y6pGlGEG-YBh5,bRAWXn8s-mScH,financiado,quitar,A,22,31200,2,1050,7.51,0.03,4,0.0,1
s7hSvu2M-fZfX,8ImsZY00-lKwZ,Jh1EzZe0-Rlvv,alugado,saude,B,26,116000,10,19800,11.48,0.17,4,0.0,0
UXIxGiCa-tuev,fLU2WjII-uK2i,roPYKmef-UTlm,alugado,pessoal,B,28,66560,4,4800,10.36,0.07,5,0.0,0
S2jtsMOK-EZmy,Fx4DLnMP-Sriy,w0tkPHe4-sjJ2,alugado,ensino,C,25,48074,4,12000,13.85,0.25,4,1.0,0
F6psK4rm-Ub1C,KLn4W1wY-0HKr,KnLWE4x3-bP22,proprio,saude,D,30,250000,8,15000,15.99,0.06,8,1.0,0
E3R9D6SI-hgYk,TSJCeUwR-7g8Y,Eh3HoTTe-urlg,proprio,reforma,A,45,139380,4,9000,7.51,0.06,12,0.0,0
RfBJoQ5L-3Ojd,TB3lDplQ-Uvub,iy9A1v7x-MnUi,alugado,saude,C,24,73000,5,9600,13.92,0.13,3,1.0,0
wfNSrML3-wwJ3,oyCtxXMr-xTr2,zj39W05s-tiIt,alugado,reforma,A,40,55000,14,18000,7.88,0.33,14,0.0,1
LMl8wzbw-YX9X,sUaunRl9-1ZUU,k8a6eO0Q-IX2I,alugado,ensino,A,26,45000,3,6000,5.79,0.13,2,0.0,0
uU6IeQlR-qCqu,4GKScpNl-l9JF,v6NyuInk-5DSS,financiado,risco,C,24,86000,3,15000,13.16,0.17,3,0.0,0
eetjLp3D-6DWn,g3bmE67d-9Q3z,S8rMBF74-jh2H,alugado,pessoal,B,22,31760,3,12875,12.53,0.41,4,0.0,1
