person_id,person_age,person_income,person_home_ownership,person_emp_length,person_id,loan_id,cb_id
oo8FU2Ki-yJoK,28,47831,Rent,8,oo8FU2Ki-yJoK,UjsXbi6f-9oRT,MGaJrGPO-QIgx
DB6u2ryN-C8DC,39,49000,Rent,0,DB6u2ryN-C8DC,kG4Pmy5d-DTX5,vgr7BGfY-Sq0T
x1TuUHMJ-jKB3,24,45000,Mortgage,2,x1TuUHMJ-jKB3,bo57ISuW-kOt3,MXKUjggU-3iZu
0qhPOghk-GmF4,27,31416,Own,0,0qhPOghk-GmF4,GYEChkNE-JnNY,KWyBDvg3-0R3y
9v6Cnm8p-ZHB3,24,70000,Mortgage,9,9v6Cnm8p-ZHB3,XI95Yv98-aWdI,xkx5dKt2-5Kfo
3uHGb138-Wgzc,24,45000,Rent,8,3uHGb138-Wgzc,QNrT4YkB-dxhH,l2SmoPH5-zg2g
WPlqOkmd-oXTe,43,68400,Mortgage,9,WPlqOkmd-oXTe,ekEZBncY-G14x,wMRzykKF-7yr9
6jgmCTiq-EZKk,32,193800,Rent,0,6jgmCTiq-EZKk,TlMfl2AO-W7Bj,Ey7OyF1H-L3WU
G5TRYDPA-qxYL,24,29004,Rent,4,G5TRYDPA-qxYL,6fHGYU4B-4PNX,PbR6Y7TH-4oe3
WS0uytRN-0tPY,31,83000,Rent,2,WS0uytRN-0tPY,OjMmjzNq-8FNX,ayoOsQiU-Zodj
3WJPPaUe-uaML,23,98000,Rent,0,3WJPPaUe-uaML,lk33Hcjz-gLo8,OdvqMRpk-Dx70
yHMN1C2u-UwbD,27,60500,Rent,6,yHMN1C2u-UwbD,ZNjvdZyM-Llhl,lgPNNNFi-EkRY
LmwskARR-HyA3,21,41900,Rent,2,LmwskARR-HyA3,0YpSbTgj-CZKT,j3jnnG3T-iF3N
uMI5lnzZ-YqUr,30,98000,Rent,14,uMI5lnzZ-YqUr,bzfrW7od-6cXU,5yCsTgGs-EkEf
8wjb0dmR-y1AG,23,44000,Rent,0,8wjb0dmR-y1AG,KZ79AkPE-RovQ,Jkq537sA-vyOi
RrrJ9QKY-KELW,30,62304,Rent,3,RrrJ9QKY-KELW,3JARyEvA-hmFa,OBhcjg6X-6AYp
wYfBbt35-vmjZ,32,31000,Rent,2,wYfBbt35-vmjZ,Wistrux3-wcu0,wK1iygFJ-LE1D
wSHOaz08-eKX6,23,42240,Mortgage,3,wSHOaz08-eKX6,CRi1o0yF-3urZ,ENCLuwui-jkvz
nZH23yxA-D49w,25,60000,Rent,1,nZH23yxA-D49w,QU5n4N3A-mdGf,aZ993ae3-GoZZ
va7OkohC-Tziv,29,83000,Mortgage,13,va7OkohC-Tziv,s1WUxoxm-uZDM,vSQfz5Ew-vBzw
YypM7O6v-2YMN,42,14000,Rent,0,YypM7O6v-2YMN,BPYGAJYz-aQBj,cuAXmLZB-ayhn
rbtfgZPW-tBIa,29,43200,Rent,4,rbtfgZPW-tBIa,Bjn8BXLT-4yu3,QlatNUuI-pj1H
CU0jmxGi-yTBC,27,35496,Rent,2,CU0jmxGi-yTBC,cQX89EIn-SyWz,DD5Y5Y5K-vAci
lc1cxw24-51Ol,21,90200,Rent,2,lc1cxw24-51Ol,Yue7mQSj-tFJZ,E6zNrbyY-qIOm
7i2bfQx4-YdqH,44,26500,Mortgage,5,7i2bfQx4-YdqH,Z6la1u7B-gPvE,AqM6k5QO-ar5n
rab9Ff8j-XYqI,23,60000,Rent,0,rab9Ff8j-XYqI,njPidLt8-wjG5,e4sGSB0W-WsLj
oE8vvFF5-IXXb,24,108000,Other,5,oE8vvFF5-IXXb,5eZbUElG-HkNl,WbS9TJg4-DPv3
iqlcgRD2-gmNO,33,60000,Mortgage,1,iqlcgRD2-gmNO,zyaUiBA2-QSLh,xPGUrQas-OkJC
uovHhJQw-N2IF,31,58000,Own,7,uovHhJQw-N2IF,3cjISred-mR4P,3Gizyzbw-uTwh
83OBDo5r-A4tC,31,110000,Mortgage,5,83OBDo5r-A4tC,FM8uNM7n-yUPf,OubEnLZe-wDLj
JAoxCRH2-AXOj,26,80730,Mortgage,7,JAoxCRH2-AXOj,aky6Hkyu-TT9F,3DrcrbeW-I0ra
5GliNI6X-APt4,23,25000,Rent,0,5GliNI6X-APt4,DSF0kyqw-ICnQ,rPGe52Oi-ZaYW
lYACUeps-EMRE,24,61200,Mortgage,9,lYACUeps-EMRE,GMJUW1D0-IJ6w,NW5u1JmK-0oN5
KQJODKDd-wA6H,37,29536,Rent,2,KQJODKDd-wA6H,4Q8G0jWH-9EGI,GisP8JaS-K7No
kPl3SlT3-gzCN,21,75000,Rent,5,kPl3SlT3-gzCN,QeHNWQo2-KfPE,1cbaO1OZ-rrUK
uZlF4dqv-hY7d,25,29000,Rent,5,uZlF4dqv-hY7d,eipmYDTU-Folk,XlTG9BxQ-sRYG
KXtYXSMA-6K2Q,29,56000,Mortgage,8,KXtYXSMA-6K2Q,q8iLHFZh-wBmd,loAcx7wl-htFN
sbgD8YYz-InAm,26,32956,Own,10,sbgD8YYz-InAm,LjMstY2m-zAJE,sLGulbdP-UWbs
tfqTbqEn-oWNI,24,35000,Rent,9,tfqTbqEn-oWNI,DZqfFa8X-bo5E,ys907RcW-JMpf
Kvp847J1-9cQZ,25,90000,Mortgage,2,Kvp847J1-9cQZ,F2Y45YWM-cNSX,rNlKSf3m-x5Er
6gvkMnO6-uuqJ,27,55200,Own,4,6gvkMnO6-uuqJ,neElFqPi-j5eC,KvWZcfUs-8W1E
UgR4tvID-FkK7,25,43200,Rent,3,UgR4tvID-FkK7,Kgz96sRx-Rqtc,7agW3GNv-CH5u
UlvcCPz5-N7me,22,24000,Mortgage,5,UlvcCPz5-N7me,QuJlgUFE-Qo5z,w1mthW44-OSyP
LaDlgIjS-TXqE,29,45500,Mortgage,6,LaDlgIjS-TXqE,hUpCMYrP-H0Wo,0lbUCOeP-vFLZ
cc3wv8uE-fRxD,30,10800,Own,NULL,cc3wv8uE-fRxD,xjqEnye2-0mE0,CoBbS8rp-fkxK
648Ga7GJ-B5or,30,51000,Mortgage,6,648Ga7GJ-B5or,L4fv53wq-CMQc,6QL4991Q-LtpI
TmzXWHlC-qAJL,NULL,27600,Rent,NULL,TmzXWHlC-qAJL,OoFQNr0h-aBfB,gaaxDZ3G-Rmsz
ztQZeTGe-DoxO,42,60000,Rent,1,ztQZeTGe-DoxO,QcMEE1mO-nlvl,okDzOilv-W8hr
TPkhKZgo-xADM,25,83500,Rent,9,TPkhKZgo-xADM,Mj9koZJ3-yI4P,F3XdJWfz-Dec7
KIioWdF4-XYyE,24,95000,Rent,5,KIioWdF4-XYyE,fAIz2kHw-nAvM,A6zGib0u-QuXi
1PeK2HzO-5yF8,36,40000,Own,2,1PeK2HzO-5yF8,MHdhP3Qb-vKO3,DpOp6sLU-4Mw4
CndW5fm5-qxmx,21,66000,Mortgage,5,CndW5fm5-qxmx,m0ot4a4m-8CEe,4dmAHZdk-wkiG
EvWNLN40-xwp7,45,19200,Rent,1,EvWNLN40-xwp7,JFmaSQYR-ETUK,RoePkP1s-yF5Q
oSUX5hgy-A2FU,30,24000,Rent,5,oSUX5hgy-A2FU,EikAo06Q-eKJJ,bflSepic-2A3G
ZMJ0TT31-qyR2,26,43200,Rent,5,ZMJ0TT31-qyR2,vpZNv5FR-kpg3,Ih1xSMaH-yKWD
3AbzodvI-K2gj,31,165000,Mortgage,3,3AbzodvI-K2gj,aaEpZ9Hf-UtMU,n3LKTSPU-N8Uo
RJZ4qe83-cXvA,32,200000,Rent,14,RJZ4qe83-cXvA,zvqKUK3b-eQeU,fPwEBCMC-RdUj
eN3QA6iM-wz0Z,23,64500,Mortgage,0,eN3QA6iM-wz0Z,hpg14bXo-nz2a,eQHJfsNl-34mE
jb2LEXLe-Jrjd,26,29040,Rent,2,jb2LEXLe-Jrjd,WmXvzSfk-pjXi,j60q3pRe-076L
0jlAqbaW-cBzI,25,70000,Mortgage,4,0jlAqbaW-cBzI,Wn7Hwhsg-bvWY,zGn3YRRj-NFob
o6mELtk2-D6w8,36,24000,Mortgage,2,o6mELtk2-D6w8,o4P4s9g8-zrLp,a2Yd1SZQ-zF8G
xjubr7nA-FESj,33,72000,Rent,9,xjubr7nA-FESj,he8it5Cc-Z2uo,nB52L2XQ-lI0u
AZ7nZSJk-9irl,22,27000,Mortgage,2,AZ7nZSJk-9irl,cODJBwXS-08MW,r0P5zhcz-aeua
ljGF5rN4-cpPJ,33,44000,Rent,3,ljGF5rN4-cpPJ,FE7OzTmy-4iz1,EsAT1kgP-2hzc
mmDs37By-XJlv,25,75000,Rent,9,mmDs37By-XJlv,S9ZgSjGf-hdUA,qObuxx1D-XRww
QPWgNSAK-dMta,41,21000,Rent,0,QPWgNSAK-dMta,FvEz0Cn1-u5DP,X9MmKMGm-2WOn
mrc2tBSg-XZUI,27,85000,Rent,11,mrc2tBSg-XZUI,Pjzewu16-jYKr,cMQP079N-7lwr
BIK42Z2v-uwLS,22,74004,Own,0,BIK42Z2v-uwLS,gDDisiEo-fDB2,6HkZjxUv-s5XF
Af6D9iZa-cOqL,25,70000,Rent,1,Af6D9iZa-cOqL,uqKLAfKW-nAk0,4atKuGoJ-vpH7
fnqZZUGu-uNC6,24,70000,Rent,8,fnqZZUGu-uNC6,5howL969-EdCb,12eTmooN-SFnT
MBj3Xjl6-IFcx,36,55200,Rent,3,MBj3Xjl6-IFcx,Tt9AvUmL-0SoA,C5u17fYU-Q7fi
dAhKIIYY-NpLn,36,38160,Rent,3,dAhKIIYY-NpLn,FPFyLLsB-PlBv,oaslQtki-tTuE
A2bdRHrl-hfst,33,86000,Rent,0,A2bdRHrl-hfst,aurk3KSg-RWJh,pbXjzh2q-o9Fp
8L6q0Mn3-qAL1,41,98000,Mortgage,18,8L6q0Mn3-qAL1,gfnBm8fb-vtfq,6sMzR9dj-qPyn
3OpxC0jU-w811,25,42000,Rent,0,3OpxC0jU-w811,JdJHdQql-JWTs,EzD4D9pD-qmcr
1phG8oPs-xyNd,23,84000,Rent,5,1phG8oPs-xyNd,3Y9GGKlM-62gQ,EF2NCcyc-PNa0
qYZjnZTj-S2pA,30,40000,Rent,4,qYZjnZTj-S2pA,858XFQtN-UiXQ,svg8odFf-HK2Q
C1z2eWEB-rCR8,25,82560,Rent,6,C1z2eWEB-rCR8,oPdgizsR-A37I,0PZscGxH-IOSj
Kb4PsvNv-SGZE,31,40000,Own,0,Kb4PsvNv-SGZE,WTWrFsEz-5pSh,Yn70yTJ8-Uq0M
MCjZ19hR-aJQ6,32,202000,Mortgage,7,MCjZ19hR-aJQ6,0wSAOoq8-3YQx,PljWLLFS-3P4t
bJNvNByL-bulA,25,155000,Mortgage,9,bJNvNByL-bulA,8hWEWTjS-RzO6,TZnTXZ7C-qADZ
CxRGrCEd-m3Bm,48,57996,Rent,2,CxRGrCEd-m3Bm,SBQMzf00-iI25,zWEQQbgS-9xlz
BX7rwXJG-MCTs,24,55000,Mortgage,8,BX7rwXJG-MCTs,vBaJTseS-om53,a69WBlgm-i6GC
YIHuehGl-eWpc,29,175000,Mortgage,2,YIHuehGl-eWpc,IHcxHFyD-ddZE,CRO9thKh-NYDn
MjKDDhIJ-Sw0N,22,42000,Rent,0,MjKDDhIJ-Sw0N,kWNFuoso-lFZQ,iXfBwnHa-QTmL
CsDIKxbI-c0OY,53,92000,Mortgage,7,CsDIKxbI-c0OY,FNlLdYpm-CWw0,b6PRr2Mb-L5r7
ndgUXZ25-4cDO,33,19200,Rent,NULL,ndgUXZ25-4cDO,TPTQCpN9-F7f1,oUvFpzGY-3pez
cuHDFX9d-gm4e,36,35000,Own,1,cuHDFX9d-gm4e,yGhAjxMM-dwKZ,PmFEOtgp-ircd
bo3nU6BD-Ahke,29,130000,Mortgage,5,bo3nU6BD-Ahke,uHLZ43Tx-G65H,yflZ43ZM-9qDl
RzaXqEZh-9mBG,26,38004,Mortgage,3,RzaXqEZh-9mBG,JiTqJTYt-o0n4,tNrRARx7-dxGS
jUYLf9xo-SfhO,32,25591,Rent,4,jUYLf9xo-SfhO,vkB30aBM-IGAr,2NIjkW02-hr8G
7RNTB8kM-f94f,23,30000,Rent,0,7RNTB8kM-f94f,y7AjG48v-ZPjl,ugcWDzJE-GYwM
Hmm6kZdm-LoGv,33,85000,Rent,0,Hmm6kZdm-LoGv,aHRN4f7w-kD8s,QPGB8uND-0Ci6
6vfPmChu-iHcT,24,54000,Mortgage,8,6vfPmChu-iHcT,7G2nTxYI-pFRt,RJZchcG0-rlhG
QlZFUPen-btU3,25,45000,Rent,2,QlZFUPen-btU3,rChKAExk-HiFx,JzxgxFzU-owbs
qOcqMw7e-cSEm,24,60000,Rent,8,qOcqMw7e-cSEm,KZ88A61W-pFpI,uDYkqUoH-hRNe
ZMwwnUeR-e1Zi,22,50000,Rent,4,ZMwwnUeR-e1Zi,oT6pmswf-HlFW,FW1bBlLJ-WBpG
feu3tuuY-1KEN,23,60000,Mortgage,7,feu3tuuY-1KEN,Nsv4Qh87-oeYz,YQ9WhobB-5O24
SJXXSnuO-QHWT,25,48000,Rent,8,SJXXSnuO-QHWT,i9nWYavE-mR9M,bTCgOlQy-Ga1k
Ni5D522h-hf8J,28,65000,Mortgage,6,Ni5D522h-hf8J,INY9LF2P-UAEp,NEM2GyJH-iA8y
BYmg43Fi-Mvaj,21,40000,Rent,3,BYmg43Fi-Mvaj,i536G5cd-egh3,M2sgMabi-q39B
HHAk1O2c-CfSD,31,42000,Rent,2,HHAk1O2c-CfSD,gowRJZDi-o4Mk,OqGcisXj-7GB0
WyMywUZd-WtEU,26,28800,Rent,4,WyMywUZd-WtEU,fkdREc6l-hJtO,SyNpRWMf-IBFE
Cdi2uN62-FHwn,31,16800,Rent,0,Cdi2uN62-FHwn,fnyFONqJ-l6GH,h0Sutblr-pEhr
Xqu9oDNW-RLBx,22,94200,Mortgage,6,Xqu9oDNW-RLBx,0hp1CtqO-eBTT,dDxAXA0Z-vqXP
tFMiNmqD-7n8m,27,185232,Mortgage,10,tFMiNmqD-7n8m,sBAtAbCh-mlrF,HX1QO8HM-NIXq
i4RgU1R8-vRNL,48,92000,Rent,6,i4RgU1R8-vRNL,RaO3Jb3v-qUit,pahcGNBJ-NU53
kaGwFowg-ei4A,26,107000,Rent,2,kaGwFowg-ei4A,FCNp2C0z-uRzM,QfeFBrjw-5ocN
ju323piP-XFCm,35,29568,Mortgage,6,ju323piP-XFCm,Y9n0IbZh-B1Ho,OkJvs1H2-2SCo
j1nD95T4-M0On,22,51996,Mortgage,6,j1nD95T4-M0On,511mcgzW-Daay,ESTLLg5r-j4Wo
L2ED40Pu-tqWn,24,80000,Mortgage,6,L2ED40Pu-tqWn,G070Tsjs-kTrB,xvaoWhPg-NobU
JxCz24oq-iSbh,26,120000,Rent,11,JxCz24oq-iSbh,QJpdYK4m-cbDw,mGR46RER-d7Iq
FTFHiOT7-iq5D,23,87000,Mortgage,5,FTFHiOT7-iq5D,GxT4juwT-fpm7,W01M3IaY-gQ3z
cmkiY8Kr-qUM3,25,45000,Rent,4,cmkiY8Kr-qUM3,7YwTEfMj-KxlL,eL22DQci-Sp87
9lgpuyhI-BqaK,24,85000,Rent,6,9lgpuyhI-BqaK,3oCDjpQh-rQz8,dfFDLHBX-IBLX
cN9pY5lt-LgHY,23,65000,Mortgage,3,cN9pY5lt-LgHY,Q3LvMeP4-aN5j,I3BRmrF6-jDcs
0gXaKyOO-ckdF,24,95000,Rent,8,0gXaKyOO-ckdF,pGs5ySOL-WFIp,v0BaIqrq-yjOK
fNSuDNnf-70lT,33,60000,Own,NULL,fNSuDNnf-70lT,TRgEgWt1-S4qu,uQdOlJXo-itvO
40EP3UGE-bqYD,24,36996,Mortgage,7,40EP3UGE-bqYD,GGOcjIuZ-KI0D,DHYoUdFm-3G1e
pUF7AMvq-dCui,21,102000,Mortgage,0,pUF7AMvq-dCui,atzSehwR-xCM2,zyMtrbk3-relT
sIhBUyUD-OZ8R,35,39000,Rent,5,sIhBUyUD-OZ8R,FxwcjBAa-qFAG,WDA4yhZ4-giZM
sshB2Y6q-HZlx,25,72893,Mortgage,9,sshB2Y6q-HZlx,n2vpquGb-uELg,8Es6aPbA-kObU
mgUd3xbw-zc7w,37,40680,Mortgage,6,mgUd3xbw-zc7w,wFnB3Ghx-mSav,UhYen1OZ-TekC
HKshaX7U-tsye,24,48000,Mortgage,4,HKshaX7U-tsye,27rgINSd-jcL4,WWMa3GtJ-fyw6
2rjOROlp-6aqe,23,37000,Rent,7,2rjOROlp-6aqe,2Y2TGrwj-Je3s,wLvaCyJv-G07a
glQaK54h-cWBR,34,68000,Rent,5,glQaK54h-cWBR,APifGMpO-oTQC,3LU2Yalv-eqM2
c7oX7oWG-4sj1,54,154000,Mortgage,1,c7oX7oWG-4sj1,mLhRmSUc-UsTE,xTUl8XZ0-2chf
K0yyoBoU-57jo,25,33280,Rent,1,K0yyoBoU-57jo,f2Q8AnbR-JY61,OdkuY78i-N7hw
tHhovZu7-yAyc,29,220000,Mortgage,13,tHhovZu7-yAyc,0eLybnh2-aE9r,I4PWxFFm-Dx3k
2YlOM1b3-YIkJ,22,96000,Rent,4,2YlOM1b3-YIkJ,FD8tLF5K-PBsh,JhJKpSZm-vE2v
tbKteagJ-bMZ1,33,120000,Mortgage,6,tbKteagJ-bMZ1,aOaXP6ro-eUfF,Dd2Hvoud-Gr6k
dM0UK8YP-zOHO,32,168000,Rent,5,dM0UK8YP-zOHO,xFhDaqhB-0Hjz,i63dqT9u-SkSR
UsBamirs-v885,26,40720,Mortgage,4,UsBamirs-v885,I4X1kOdt-MuxI,IolW3i6g-kAqA
4PRwRYGo-prv6,31,24000,Rent,2,4PRwRYGo-prv6,8Bx7e7G3-pnc0,yUbJ1Mpi-NPjC
8PmXI7ia-QAoh,27,102000,Rent,2,8PmXI7ia-QAoh,bLOM4QWZ-zpOI,RdUFOJ76-3x23
NGInPZSa-Hl5Q,29,48000,Rent,9,NGInPZSa-Hl5Q,hSwS0X6G-NUWP,Fhl7uJeo-5K71
M1c5hsqW-mH3S,28,35000,Own,3,M1c5hsqW-mH3S,HbBvA3IK-WskJ,r8QxTOA8-5oAI
ScGbArxa-rLzs,23,78000,Rent,2,ScGbArxa-rLzs,WbI3Cehx-9A66,E7FKt0xW-fxmc
7ZPoaiKI-HvWy,22,81996,Mortgage,6,7ZPoaiKI-HvWy,oAFAP3Bw-uWDU,nGUbRi2P-thSl
1ocpbjSJ-z6di,31,135000,Mortgage,12,1ocpbjSJ-z6di,fO7Hnf3c-rglN,j1isnOuI-vt4H
PvAi2beW-CTGv,31,101000,Rent,3,PvAi2beW-CTGv,rs8IlJtA-NQzS,P0LSOGvh-aSry
ufblCLog-mUmp,25,66420,Mortgage,1,ufblCLog-mUmp,WKm8HBS0-TiyZ,8AeUsGHY-eLQs
xbCDFOUO-ZSmY,25,49716,Mortgage,6,xbCDFOUO-ZSmY,GzoEkLxP-3JK0,5zsGx66m-7lZx
ANN47XHN-EOX5,26,48000,Mortgage,10,ANN47XHN-EOX5,27uDdIB2-XCm3,zEHz8Zcg-8BZE
u3E7QLBi-cvha,25,37980,Mortgage,7,u3E7QLBi-cvha,hu4dksMw-gf7E,sRLGGaoF-1gjU
khDJXl11-zGkM,21,36895,Rent,6,khDJXl11-zGkM,YTLCM9sI-dRDj,AbEI1rNc-ruI9
IoKXBS4b-WbJx,27,57996,Rent,11,IoKXBS4b-WbJx,AJ85PXy6-X66E,DCUuifQo-mj79
kfwxAY2o-qxxz,24,28932,Mortgage,4,kfwxAY2o-qxxz,2rgCOvED-fSE5,j60BlQ8k-i22z
2YbxH3jQ-simk,35,50000,Mortgage,0,2YbxH3jQ-simk,Wcsvj4l2-rpwN,iDMvnFJD-B1oi
KIvdCByJ-p5at,29,93000,Rent,1,KIvdCByJ-p5at,zwKsstc9-CFIt,ADynUtSq-dkbP
oh9Q51ee-3FOG,32,59004,Rent,0,oh9Q51ee-3FOG,OXa5BD2l-GeGI,Uh59Dq8X-pXzl
wpaSB5mK-kq19,24,28800,Mortgage,5,wpaSB5mK-kq19,7ek2yq4J-Oup6,zUuTLI6x-LSXE
6EvXXrPb-JDGm,23,90000,Mortgage,1,6EvXXrPb-JDGm,J0C9EGp3-KfZD,QyhhTrkm-Xrtu
AocLT5g0-jKdg,36,37000,Mortgage,3,AocLT5g0-jKdg,5qixwRGE-FkmY,iBYeNNiR-FjLw
hBt3Xsrd-1o4w,22,29000,Rent,6,hBt3Xsrd-1o4w,bscTbpBb-NNFb,zdhHqpXE-L4bu
dQ4ZZDas-08zN,26,64000,Mortgage,9,dQ4ZZDas-08zN,Fg5uaXT2-QfQm,PwLwSUnc-0jii
O2Iwu1Ef-8pkD,34,80000,Rent,4,O2Iwu1Ef-8pkD,TmbcgLoZ-td24,4ASQ4c2n-FI9h
Mk1TLuUz-r7eG,28,54996,Mortgage,8,Mk1TLuUz-r7eG,uqMQHt0b-8KUK,R4Jp4U7N-DBNK
wBIlOptl-jfvn,22,44582,Rent,6,wBIlOptl-jfvn,4qWQT7R6-qzXP,GmrY0YvB-GNOA
1gHocgzS-D3rD,27,46000,Rent,11,1gHocgzS-D3rD,dFyPBWzT-k4dZ,5qZQrDSb-Aq1M
0L8It5WY-3xfB,29,25000,Own,5,0L8It5WY-3xfB,1lA23mCx-NBJI,jBFUMl3U-JjCY
Whj7Tyn4-2ZJK,24,50866,Rent,6,Whj7Tyn4-2ZJK,Ewan44rt-5lK1,r2E96H5j-rvgL
qIxvsWHE-pKpn,21,75000,Mortgage,5,qIxvsWHE-pKpn,3G2zCO2O-tGXS,hpH7vxxK-iQqn
N6qLj4Gp-FF1o,27,25000,Rent,1,N6qLj4Gp-FF1o,TvRj4mfA-zNSq,garH3Pe1-S0bN
jskgq3DO-6n6Z,27,60000,Mortgage,3,jskgq3DO-6n6Z,ExhaPCfX-7A2T,MpohdM2o-ymKR
Hx8jIn9h-CZ4m,31,52000,Mortgage,0,Hx8jIn9h-CZ4m,HJMGb8cj-AkY0,Ajb0bjwd-IGMo
AZqpb9lG-1Y4s,32,71000,Rent,2,AZqpb9lG-1Y4s,YA03jb7w-LJ59,vMcLPstd-FNuR
FE0BWZlW-I2DA,22,41000,Rent,6,FE0BWZlW-I2DA,BmaIFuon-Wd4S,69CaK92q-Ja6W
CZWcNgWA-kbk4,26,87000,Mortgage,9,CZWcNgWA-kbk4,MjTNYsmN-6qBc,FxGG9RvP-Le3z
9BOwm34a-hRqc,28,100000,Mortgage,0,9BOwm34a-hRqc,v5KUvAMI-3jzj,S0FZp8Ne-YuQ1
lNh1ioty-uL1G,23,77004,Mortgage,6,lNh1ioty-uL1G,CPndc1jf-4kOA,IwZrEtno-zrEH
goAeymOr-t6En,22,62900,Rent,6,goAeymOr-t6En,mbIeTf5T-bvr0,oOT2gXuN-X9ZP
tyGM4evw-3mGE,40,54996,Mortgage,6,tyGM4evw-3mGE,IalUGCJq-U38K,Yeubo2xD-fuaj
RnzUnhl7-TDvQ,26,85000,Rent,2,RnzUnhl7-TDvQ,inNswnu4-JP3J,Q5xs9SPO-JsWw
hicPaXuE-vhrN,30,144997,Mortgage,14,hicPaXuE-vhrN,3fbg7vt9-vuhM,b46gsDrk-t3pN
QyNj1ZED-W8Lq,24,60000,Mortgage,4,QyNj1ZED-W8Lq,EXFUB9lf-Jj8m,7ZsltfRj-7vra
LWJfQMDS-049t,41,26400,Mortgage,1,LWJfQMDS-049t,Pps0oBH1-Gerv,xzmQKgsR-7A7x
stGEZZRH-R9nf,30,156000,Rent,5,stGEZZRH-R9nf,tpPgeLBM-WaRl,1IkHWIHh-KOD4
XxepiWf1-K0mJ,29,66000,Rent,4,XxepiWf1-K0mJ,fY00DRQ6-6tpb,ZCXj4ARB-lQhz
2T5myAyp-z7nw,57,64000,Rent,20,2T5myAyp-z7nw,nbQihZWO-2sjE,PSHWSS0Y-Bp9U
a7LuConC-Esik,36,50000,Rent,6,a7LuConC-Esik,iRLjlnMk-frgs,cFbihwop-5nPg
BKXP8C3G-f0KR,34,93100,Rent,2,BKXP8C3G-f0KR,cSKdy6Eh-eaWz,Dm02tacQ-DrSe
rUNlhITE-NnXv,26,84000,Mortgage,10,rUNlhITE-NnXv,dR4brUxa-11br,X4tGjciQ-EN5r
6i1Xg4mb-45HR,24,80000,Rent,5,6i1Xg4mb-45HR,7Osvzj2E-jpSM,DhfJtLsx-qcMk
3YNWGIjI-c7NO,22,42996,Mortgage,7,3YNWGIjI-c7NO,Wrdwy7Kl-vRkw,cOtZFjM1-zlWE
HNN6Grnl-fknG,24,75000,Mortgage,9,HNN6Grnl-fknG,NuXchJo0-2dX5,qBFrloUA-XKUB
S2elOxRr-I5DJ,25,82000,Rent,2,S2elOxRr-I5DJ,va2s6TDG-JBee,NAewTBYi-TyUr
JijTiE2E-8O9k,27,22896,Own,1,JijTiE2E-8O9k,teQLoQlS-o46k,OALfHQpY-Gr18
lcfGmBxC-7o5u,31,24000,Rent,0,lcfGmBxC-7o5u,AOogfhmd-WO9F,pJcRvYss-JdDM
bcsmLPMa-S3F5,25,39000,Rent,9,bcsmLPMa-S3F5,PNoMyHZS-fYRg,7lUBsbaK-hJpG
ZgCg1Xz9-IMR0,NULL,60000,Mortgage,7,ZgCg1Xz9-IMR0,4rNjkuXw-2DEO,jEL62vJd-L1eZ
e9ME0tJY-69Jt,23,32000,Mortgage,NULL,e9ME0tJY-69Jt,9fTIWFIB-K0eM,MpZlbtnj-v5ZG
yakFUmEZ-DOB4,25,95004,Mortgage,9,yakFUmEZ-DOB4,vKJ4HhXw-tz5J,gnytRXfa-1YmA
OpOshMFI-e2QL,26,48000,Mortgage,10,OpOshMFI-e2QL,BNvY1jFU-DnIo,rQ3Eq1Ng-2qNC
bsjYmP00-XXsO,23,65000,Mortgage,7,bsjYmP00-XXsO,EXQXXO9g-llgX,Yj0s3Sns-mdCe
SOrS9HCi-0veG,34,39000,Rent,0,SOrS9HCi-0veG,d6EYrWLd-FqSw,u5hUyHD7-fMLU
34pgm6v9-wwFt,33,66500,Mortgage,1,34pgm6v9-wwFt,NW1cmQ2g-Yn83,Sge4oaPR-TdZ0
J9qwzskT-gfTm,34,45000,Mortgage,1,J9qwzskT-gfTm,3pn6fGH2-QaAF,KjvT9j8q-kfx1
wSXzkhki-uq90,28,52828,Mortgage,6,wSXzkhki-uq90,lWWp3kDw-17da,7aM3iY9i-uMPs
qds8tWhO-LZpG,30,20000,Rent,1,qds8tWhO-LZpG,Piorghiq-AFfv,McQiI7Ui-JIh6
rN4uqEAp-hQ3t,28,33000,Rent,0,rN4uqEAp-hQ3t,v0hzEdfK-OMzy,WRIZRGDT-QI76
IlwUbT1B-kU7h,24,62050,Mortgage,1,IlwUbT1B-kU7h,xTTo0f9o-XvIX,A5UHlRir-icH1
urN4ynD0-Bs9p,23,34000,Own,7,urN4ynD0-Bs9p,0dKWsUaC-56uh,SGYt6Bzg-X7jg
NZH1XocS-SsSQ,23,75000,Mortgage,7,NZH1XocS-SsSQ,aSx7gsB7-55uF,v4fR3SBR-gQAU
dDPZvlaG-OBQv,23,21600,Rent,2,dDPZvlaG-OBQv,0WaOyWjm-QFp3,36FlHUTZ-wwPs
DrK4cWES-APb8,28,19992,Rent,12,DrK4cWES-APb8,MkNsAiTD-T5nn,2fGuKmzl-Nnd3
w2Exw53Q-vUoj,24,91000,Mortgage,0,w2Exw53Q-vUoj,XgsOIQPe-ZfKZ,aXnjh49v-ErZk
ZzT6MWGq-NTp5,22,57860,Mortgage,1,ZzT6MWGq-NTp5,noXdFASt-xYmY,y1DRlGPY-05J3
BEgWKAQl-b1GG,32,NULL,Rent,NULL,BEgWKAQl-b1GG,b9uK0dGB-T4DC,q8swHn45-O8Oj
