cb_id,cb_person_default_on_file,cb_person_cred_hist_length,person_id,loan_id,cb_id
W4h8jYHc-H9Br,N,3,Jszz4n7h-AUBC,FfmyWbmF-Gzal,W4h8jYHc-H9Br
Z5LA433k-5vqf,N,9,d0YRlkdZ-nuLT,xzTEiD3e-BbFZ,Z5LA433k-5vqf
6gIWvEn4-qOxC,N,4,BIFDcGB5-1x9t,KDc4fJEl-TcMC,6gIWvEn4-qOxC
uaebCZid-s7rm,N,9,7UQ6hsHs-zsdL,5Psp57Sa-u1NJ,uaebCZid-s7rm
xDklu0NA-P5pb,N,2,Yu00cQ2k-H4hd,TrBcx2Ww-zgXl,xDklu0NA-P5pb
CYyso3pG-gBOp,N,2,QDrpUrmh-xeHL,a9dOeukC-daUy,CYyso3pG-gBOp
oh3NlbzZ-4KTQ,N,7,ZMj3GDRA-d7ZD,omOXcYql-IW7h,oh3NlbzZ-4KTQ
hAknW4Qp-5z2Y,N,11,BvhujxO4-cTTE,nQyLRD1Y-MDfU,hAknW4Qp-5z2Y
LC4EBlQR-w49w,Y,9,1S4uBDg4-g12i,NC4X7hJW-kBGS,LC4EBlQR-w49w
BP5OcZMW-FXEL,N,6,yfSpCdRS-4CPq,27dlUgzG-kNy1,BP5OcZMW-FXEL
HtcIjFIo-tSbK,N,4,qDeyTYs1-baNz,OGSU5oJz-B4De,HtcIjFIo-tSbK
UWJzkh6T-wIqh,N,10,uRNis7rO-QvQS,tBPcdDSD-M18e,UWJzkh6T-wIqh
ehyvgD41-Ow6k,Y,9,dNUifRil-8ffP,0TwdYJbs-pz5l,ehyvgD41-Ow6k
3SPu6gA4-81IX,N,2,GiDxjdiY-A0BZ,7iGnmFIQ-BHIy,3SPu6gA4-81IX
RTSIOCqe-k2yz,N,3,EbXNaHjr-97B2,WspelbI1-Mar9,RTSIOCqe-k2yz
HdB4w9OB-tTNk,Y,3,J27trJci-Bod4,gpyEFrZN-NAP7,HdB4w9OB-tTNk
b8aWhlK3-rDzC,N,3,i7GDJK40-97MC,yEgA0BUg-13fw,b8aWhlK3-rDzC
gwDE3OCt-D6Dp,N,7,YX0fL3e4-fMai,z0jktdde-PhNF,gwDE3OCt-D6Dp
7UlWWDkw-NBig,Y,22,3nRhlR8i-oOAS,Hxa2IflD-IM3I,7UlWWDkw-NBig
TSHZjj7P-LRvz,N,7,wIpK7Gev-GmYY,ISoB48er-MIWu,TSHZjj7P-LRvz
lQv1NjO4-niec,N,2,5Wz4XdqA-p95J,e79WAJka-XLlG,lQv1NjO4-niec
z5SN3Z5s-cxQa,,7,uBfquNMW-R3UG,5faOZ105-AE8y,z5SN3Z5s-cxQa
MhagmO3n-1e8J,Y,4,1XQKa37W-IUdx,9WvX47kd-ejuS,MhagmO3n-1e8J
dwuGjAyP-cd2C,N,3,yYFHGWKS-2el6,m7NH5fyU-ciQa,dwuGjAyP-cd2C
E863x6fJ-4Uos,N,4,vi8Xc067-wTFS,PnuSQDms-Ks1I,E863x6fJ-4Uos
jn0fXPsl-PlvQ,N,4,H3iPrkPx-YLN1,SFDhlddW-OrGb,jn0fXPsl-PlvQ
BgPnUIU6-4Hhs,N,2,5tldLdRE-0feH,J8iKYBTD-6nrw,BgPnUIU6-4Hhs
D254qS0A-JhmJ,N,3,j7M6n7ew-X4Yx,XCNMMDml-qgAn,D254qS0A-JhmJ
r9WpkjpI-wWRT,N,3,gk3IZG96-RqCA,YU03FeEa-FPsS,r9WpkjpI-wWRT
dvvye6ST-tSy1,N,3,kEPUyLb5-O4NC,D0nKQ3P1-EUv6,dvvye6ST-tSy1
EFQ7SNpu-YFqP,Y,7,ZHaiaIw6-JIIe,jXXtW0YC-o2oW,EFQ7SNpu-YFqP
Kl0Mgg6s-LZSW,N,3,NE7K2KQa-E9vE,lf738LuF-Jtne,Kl0Mgg6s-LZSW
pURbiFSA-Yx12,N,10,PiFbqLrs-M2cE,Td0WOUDW-RKP6,pURbiFSA-Yx12
xTUl8XZ0-2chf,N,26,c7oX7oWG-4sj1,mLhRmSUc-UsTE,xTUl8XZ0-2chf
X99PDdhq-lyJy,N,16,Sof95br7-pFs3,7WhLSwcG-Io8v,X99PDdhq-lyJy
By9HBPLJ-mw6e,N,2,WdzxqRu9-wpj5,7rCdOWIl-SUHj,By9HBPLJ-mw6e
kdMrHFPG-cJ0w,Y,4,1X7oBeHa-RPKt,Ia1nka9l-6fM2,kdMrHFPG-cJ0w
Sn7SoGdF-7t24,N,2,pMcZxW5W-YEpG,NgiEyYwN-CDXu,Sn7SoGdF-7t24
uaQNg57i-GpaK,N,2,wMaPDqtY-cMTB,8b67trl0-OmcG,uaQNg57i-GpaK
f5aoiDdb-J2kK,N,4,k9yN0XhB-mOhY,npYpRPsF-7TUf,f5aoiDdb-J2kK
87qA8hsK-BDXZ,N,2,9FDLodgY-Lpzf,H9LosMN1-QPaH,87qA8hsK-BDXZ
ERE1cQhm-Aej6,N,3,zkt51GgD-xc3p,syD8Yswd-QYXa,ERE1cQhm-Aej6
YINvWoAk-YdJ1,N,2,raBwL2Zf-wKw6,ZTulEHrR-iTUU,YINvWoAk-YdJ1
B7WrW1dD-3rIL,N,4,hkbri4rs-RpGC,RRWiOgZZ-fYSH,B7WrW1dD-3rIL
BseyS10q-4ilR,N,15,TtDtCvtQ-1wRY,wTJlmadI-NMAW,BseyS10q-4ilR
fBDjdd6p-IlEH,Y,4,r7ASDtKJ-6XHL,DkKIteJx-PCWB,fBDjdd6p-IlEH
2oy4h5yt-GLzB,Y,9,KQ3KlXJd-Z1e2,9f45oO89-3PrT,2oy4h5yt-GLzB
ZxTaW5XR-7AzU,N,4,IkLfOAsN-7aLs,DX2CbLdW-ZGAe,ZxTaW5XR-7AzU
djiyTBX5-kHfu,N,3,Xno32HqX-3JxQ,aLZH7Rym-MeuY,djiyTBX5-kHfu
1voQnvj5-xnDJ,N,26,tJ6zd2q7-sjXX,HlTUTdEg-1tAj,1voQnvj5-xnDJ
i04ElEjn-YrOf,N,4,RXHO20XK-84oy,Ymf4ftlw-AQtB,i04ElEjn-YrOf
cC6TLkeP-75tg,Y,13,EDD1AyRt-cobu,oJRxRUeG-ZYqv,cC6TLkeP-75tg
YK0cuXUQ-Udaf,N,4,01Ih63oD-gO7p,FrMoEnPL-XivD,YK0cuXUQ-Udaf
CnOlecuH-MCjx,N,4,KPTJXQoI-j38c,aP5pfzqg-xor5,CnOlecuH-MCjx
yIuOMK6f-SKNQ,N,10,FB8Mbd1s-keAt,f8ajILh1-jJBz,yIuOMK6f-SKNQ
Gu5I5LQE-MkND,N,10,tbH6LWOU-T50M,tXPHY11i-ixNO,Gu5I5LQE-MkND
W01M3IaY-gQ3z,N,2,FTFHiOT7-iq5D,GxT4juwT-fpm7,W01M3IaY-gQ3z
iuWeMFk1-779a,Y,14,dp9O0OvK-Lr6a,9HclnAUb-HoAS,iuWeMFk1-779a
p0YYjhhN-UeAT,N,4,Hds7B4Mo-233B,Zq8xAYco-iZXA,p0YYjhhN-UeAT
3tclFLmw-MMnv,N,3,LJKRa0au-4z6B,o73wwCZT-B5oA,3tclFLmw-MMnv
a8A6qqrs-i0F9,N,3,MePF4N1v-htWc,SesvvUwT-KIzR,a8A6qqrs-i0F9
wgunoKp5-k5FR,N,9,4hphkPo9-YqDc,5Gl11Sdq-ArRp,wgunoKp5-k5FR
K8OtxOLZ-ORMN,Y,9,leY8KPZw-TsHO,nng9l2wQ-TPWG,K8OtxOLZ-ORMN
M4jwbCR2-S0RQ,N,4,oArD4oX7-F4ZW,fARXrroz-2fp0,M4jwbCR2-S0RQ
c5mbkv4o-si92,N,7,S1kTdP05-gTR2,Q4L3vglR-w9ev,c5mbkv4o-si92
yyxAqFSr-rcKu,N,2,2qL2TpcA-3UO0,LoQ6fSUb-Oz9B,yyxAqFSr-rcKu
haxt6M9K-9qzd,N,10,z3uZ35OC-jC4d,WRuTTcg9-WBQD,haxt6M9K-9qzd
ts2AKx4k-wfW5,Y,2,aOtgPGno-pEAr,SUyz15tp-w7AS,ts2AKx4k-wfW5
4dmAHZdk-wkiG,N,3,CndW5fm5-qxmx,m0ot4a4m-8CEe,4dmAHZdk-wkiG
pGvzqlN4-IT6G,Y,5,Joezq1nK-2tgU,iFX2O6WD-WpWs,pGvzqlN4-IT6G
hsACMcoS-rLwl,Y,3,5EK5G34w-GMlO,xdkU5stS-BeEr,hsACMcoS-rLwl
KU4fDep5-8RaH,N,6,7kUGsKeu-zrjw,EZKJr4PM-wtPy,KU4fDep5-8RaH
jbNqXgqx-vrMf,N,2,FMMFY9at-C8cy,cJF3Jcja-Qw7H,jbNqXgqx-vrMf
1LKsFHlL-mqjX,N,2,nvBSYtYY-3sB5,g6fO6saw-QkOr,1LKsFHlL-mqjX
bCnFP2Ux-4XLZ,N,8,NiuaKa9Y-w0Hs,1iPuEryI-dSA1,bCnFP2Ux-4XLZ
RbbigFod-syks,N,3,LLjwntfQ-c44w,MX5tKFZx-w71A,RbbigFod-syks
YUSJvJ6Z-Z1dH,N,7,guFdcytZ-qpxP,RYDNSh6F-uKnJ,YUSJvJ6Z-Z1dH
1Sp837kz-qzEW,N,3,rkCfk9WH-tU4b,FPfCCsFX-6lkR,1Sp837kz-qzEW
nvBm4Q9J-i1iu,N,2,yBfoLC8z-GQDo,oDearF6M-xmwb,nvBm4Q9J-i1iu
OIMuab69-ZP6z,N,2,ENljx3LO-IwEL,nicQj109-ARg0,OIMuab69-ZP6z
znp8DlJ3-mkMG,N,2,7ufD0OLg-MBho,0LYrT5Jo-EDJ4,znp8DlJ3-mkMG
wHtKRCa0-NR75,N,4,TenczLdH-GbAY,X75IPvzb-zEnl,wHtKRCa0-NR75
UG79XJZP-Dksy,N,3,n6KNf8fg-wEn9,WtSDR4fT-Hk9k,UG79XJZP-Dksy
uQdCArAk-ISO3,N,3,yrL27Gzn-imvW,zjwERmLe-r97O,uQdCArAk-ISO3
0doSzu4E-J9xa,N,2,ojWYc2H9-GGkO,sknqEsM5-AX6w,0doSzu4E-J9xa
EWghThcn-xI6Y,N,2,UyxgKQG2-AoJs,kn0qtQzy-j1km,EWghThcn-xI6Y
j3ZvHuSj-xYNt,N,5,mxkF8wQX-5kco,p1txyGFW-wAgy,j3ZvHuSj-xYNt
QvObzTaI-X1ZG,N,5,DqSErXLN-oOdj,CAzxipzI-nRDW,QvObzTaI-X1ZG
ifl4LsqP-5tir,N,9,CGr8LFPX-mxsF,QnYsidO9-QwXr,ifl4LsqP-5tir
NkOhYI4T-FjWf,N,11,bBQ5Z3rA-gKO8,GAHXYPMA-LS0k,NkOhYI4T-FjWf
xqrCUZOz-3Q5O,Y,8,XRGm3xFB-jfLh,jh3UFgWu-4Zfg,xqrCUZOz-3Q5O
JyLwW0Ov-t1oB,N,9,Rb8k12Zq-S58b,L88dgHTW-gh06,JyLwW0Ov-t1oB
rZoiEpPc-bciv,N,3,AplH4Lwm-gyYK,H7WZlXS5-Rjyu,rZoiEpPc-bciv
82LziRGb-kp5b,N,2,H466DrPK-BqOO,2HTeK8qK-KzCz,82LziRGb-kp5b
uDYkqUoH-hRNe,N,4,qOcqMw7e-cSEm,KZ88A61W-pFpI,uDYkqUoH-hRNe
FxGG9RvP-Le3z,N,2,CZWcNgWA-kbk4,MjTNYsmN-6qBc,FxGG9RvP-Le3z
IKk1KTWI-y4IG,Y,3,mvkJyvGc-yYuw,h0oDhLmM-OrEm,IKk1KTWI-y4IG
43JjwnEd-i6oe,N,8,JUFNPjwk-aC8W,5ojlBSwG-GKI8,43JjwnEd-i6oe
3xn56jw6-obwz,N,6,yC6KE3Iq-hz8E,Iemr8O9W-wGuo,3xn56jw6-obwz
gwAHt9Jd-Tza6,N,3,D2p02PXU-CNuP,EyDonijD-HEiN,gwAHt9Jd-Tza6
6Fj8vXlH-elw6,N,9,dlUWseIw-3E6Q,5YG4x7QJ-GMeb,6Fj8vXlH-elw6
iBDB52Wo-4WAb,N,2,LTD2XdcS-ZCv4,ob9Yrlfi-Ocpc,iBDB52Wo-4WAb
vpOxBbKR-FeMn,Y,14,zn8LhRLc-wIDj,pYfbz0UP-4SO3,vpOxBbKR-FeMn
qBFrloUA-XKUB,N,2,HNN6Grnl-fknG,NuXchJo0-2dX5,qBFrloUA-XKUB
Kjspkf6r-syIm,N,2,Imsa4iFM-SIpX,wv9Mo1cy-9veD,Kjspkf6r-syIm
ZbSiCCh0-KUim,N,14,gmRfLJaa-mgNh,XDU9OaXv-3dv6,ZbSiCCh0-KUim
6PQh0Hls-oRmz,N,4,y4pEWYBn-9PvH,2ZiNj6wr-h4jF,6PQh0Hls-oRmz
pGhMjNk8-Gdpd,Y,2,esNCAKH8-RIA2,GeY8U2xp-fl8t,pGhMjNk8-Gdpd
pUFPe05Z-xXr7,N,3,veRNJgmL-xCSy,FbzhMvqY-Z4Wj,pUFPe05Z-xXr7
DgZnXLuh-QQdJ,N,3,gaLEQJKe-uFKN,3wK3kTO3-AbN8,DgZnXLuh-QQdJ
piKhYvXC-6Nw7,N,15,uYsLkgLc-OwH6,2Wht0eH9-fbh7,piKhYvXC-6Nw7
HCq3BaR3-I6BZ,N,9,fxooxxAu-CqDE,t08n6DGE-DQFJ,HCq3BaR3-I6BZ
eYAAbrxl-QUdH,N,4,QbDjdC0d-K9os,q8JDBA2h-xJBS,eYAAbrxl-QUdH
U3vh9wG5-1gmL,N,2,zeTeM1Sp-jNK0,Smzj25ji-Qm2Q,U3vh9wG5-1gmL
cOn7iBRa-gLSa,N,5,Rzv4Ko2E-aZE8,4cmUaZTm-WHaj,cOn7iBRa-gLSa
TTy3s0aT-nQLJ,N,4,tEh4Svah-zUmB,jRs5hr4c-RhtL,TTy3s0aT-nQLJ
8flcEvDn-5FMq,Y,4,w3IPOuJk-kZCD,YbHR0abC-5BuX,8flcEvDn-5FMq
3lC5fUi0-vSJ6,N,2,DHFQCaZ6-efIB,8KwoXehU-8ihO,3lC5fUi0-vSJ6
HgQFR9vA-fMWf,N,3,9BpO8xuX-7q7L,lMQCPF2K-Dgod,HgQFR9vA-fMWf
nfxbAxCF-lpkH,N,4,ke61gkth-dwLj,HtxzNXq5-8mbb,nfxbAxCF-lpkH
mWTOyK83-cCaQ,Y,4,exEj5bXk-YT8D,RlCCEsvx-hwGv,mWTOyK83-cCaQ
5vdXvPeT-FtiH,Y,2,GbljOUTf-748w,eK9NrLmg-zrOZ,5vdXvPeT-FtiH
uADkJvTT-nGkW,N,16,RKAi5Bpd-A2hG,xCzzcOkC-USuW,uADkJvTT-nGkW
CE0NeKdg-IICE,N,7,vbwEfJTD-LdID,6ABpkht2-SdCN,CE0NeKdg-IICE
uBJD6BiU-m7yr,N,7,x46ll3OU-gq9L,Fi3Bs177-oz5J,uBJD6BiU-m7yr
YyR2OkF3-K5fI,N,4,aaSP1Xil-OP6X,G259FJUJ-h14W,YyR2OkF3-K5fI
KGncw2D5-kLp3,N,11,DnvUYdtP-qrko,ZUnZ5SKp-kQS6,KGncw2D5-kLp3
Sfj6mx0T-ixdS,N,4,iHar8HN7-1YkN,XqGa4BKn-WWe1,Sfj6mx0T-ixdS
SKUaYZ5n-lAO7,N,8,F0M6XdRB-4ix1,1oDd2HqO-u324,SKUaYZ5n-lAO7
Y1os55OK-cqHH,N,2,Xscm9orN-IguH,RGuIhqu4-E2ie,Y1os55OK-cqHH
tDuSdob5-x1Oo,N,10,CsnInCdE-Jl1v,lPOroCIY-13KO,tDuSdob5-x1Oo
sip33HCF-nXwJ,N,6,LSoXgeHo-pfMw,n8Lqacvo-6zcA,sip33HCF-nXwJ
kQnkKSED-jJkb,N,4,4r0gkvs0-1A9y,mj1m2ex4-dikh,kQnkKSED-jJkb
EiCh2wTH-uRs0,N,3,1Y8Ek92d-n4Il,giSkG8vR-qaxi,EiCh2wTH-uRs0
03jNqKs9-kKq3,N,16,X8TBuHJX-hFQU,0IqXBmxs-EW6W,03jNqKs9-kKq3
0Y1a64ag-4RLW,N,9,bRYeof0L-cqHI,0T2YFLWb-IZze,0Y1a64ag-4RLW
02UTFAil-oykX,N,8,oGhOcH4R-lFcN,bpoFZrri-SJxo,02UTFAil-oykX
zyvFQhMY-yK0c,N,10,BhJ6Hi7u-hQSR,I3F20UdJ-MmRz,zyvFQhMY-yK0c
TtHJGkId-mFko,N,4,xLNpUoQD-ceDf,PHNEjRXh-yxgE,TtHJGkId-mFko
z0jh9bn3-PyNX,Y,2,2Arimgvk-Loqu,F6Dq97Xe-i9Sh,z0jh9bn3-PyNX
8FSX192n-7XWb,Y,15,8OfZ06xM-pjmi,ohMpzXOX-JNbR,8FSX192n-7XWb
GNyRaC4o-3lp4,Y,4,YMB1FWwe-bQ5H,3nWiB3gK-oN4R,GNyRaC4o-3lp4
1Lvwzflc-LiDB,N,4,SDtnam5d-wXvO,76m88tSq-NgMM,1Lvwzflc-LiDB
sQl10A1C-s9uT,N,3,7jluALwX-Ds7S,Mk4NNELA-tIn2,sQl10A1C-s9uT
uWI1WxOp-pxKg,Y,6,38EUJjPY-6fW4,3a9BXCUf-ta6I,uWI1WxOp-pxKg
ElwCZI3i-Zedp,N,3,rgHUJv2L-6UqX,Dvfl8eFj-9O2N,ElwCZI3i-Zedp
pku5UWcT-C9rr,N,4,asIXyb6k-IUgX,m9pN7tsL-Tlsd,pku5UWcT-C9rr
BoncCip0-6tRK,N,3,eZ1HQNRm-P6Y2,bMbaYW67-LkXW,BoncCip0-6tRK
zUuTLI6x-LSXE,Y,3,wpaSB5mK-kq19,7ek2yq4J-Oup6,zUuTLI6x-LSXE
Wx5Mn82L-Zz8N,Y,3,WQz1xCtg-rQBx,ccLb7jaq-h2TA,Wx5Mn82L-Zz8N
gePvbdiY-2COW,N,2,s75pWmDa-xzk8,rUuBZnop-TJ2p,gePvbdiY-2COW
0zjoZsxX-RWHz,N,4,WqvFtkqc-jquj,E3lQ1Bag-vbZA,0zjoZsxX-RWHz
3K230qMt-1qjk,N,3,r7gg0Ukx-SkjG,kWJLMt5l-AoyM,3K230qMt-1qjk
8PpFpXDH-W0f4,N,13,2qGyeyKT-w2Jl,I7J0qb0y-mhYu,8PpFpXDH-W0f4
QnzzY9Jz-8QYo,N,10,SlAQbthu-QeUh,X67pnsaD-cDua,QnzzY9Jz-8QYo
KvWZcfUs-8W1E,N,10,6gvkMnO6-uuqJ,neElFqPi-j5eC,KvWZcfUs-8W1E
SfX0kYqR-byYK,Y,3,lQmKrY1G-BoPd,A9CSBSyB-7DrE,SfX0kYqR-byYK
gK4X6Np8-Y9xI,N,11,mbqsZswZ-tAlH,DiF4TOvO-pJ6m,gK4X6Np8-Y9xI
2OTxtase-Htdl,N,2,1jJthPGt-vldX,0k9WXzgN-XUoD,2OTxtase-Htdl
hvnQD5Mv-PkfP,N,3,e22stIqq-r39Y,4kKSTxj8-nCTz,hvnQD5Mv-PkfP
iqYKiFHa-4nxP,Y,11,3qIZimQQ-YGaL,fPNSQGqR-fAen,iqYKiFHa-4nxP
4m2sAQOI-aucy,N,12,23oBzcg5-ZiMd,52xI5zYZ-nX3D,4m2sAQOI-aucy
hRMLRLGu-LmTg,N,4,2gAR8UN8-A2lT,8pegfrln-MaWE,hRMLRLGu-LmTg
S3j7psOE-M0u5,N,7,NtTgThjI-cGag,UKiWbOIQ-8sLd,S3j7psOE-M0u5
X6Mv9Ghh-eFd6,N,2,UQuAXRWj-6Ljd,9lgddlUz-nQyT,X6Mv9Ghh-eFd6
joLj1p0w-YsIR,N,2,Qo9bG7qs-rBqG,0pI7tgKH-quBa,joLj1p0w-YsIR
fM4wDFZL-fZFM,N,4,2RDFhRYK-Pfmh,oiPZG06v-npYx,fM4wDFZL-fZFM
UXvv4RWb-DuGk,,7,mg8HIN8r-R0OO,kRmDjkfL-Himn,UXvv4RWb-DuGk
XlTG9BxQ-sRYG,N,2,uZlF4dqv-hY7d,eipmYDTU-Folk,XlTG9BxQ-sRYG
YHMmZJ3R-QXN4,Y,3,200Uwzrt-s2MA,8Omk38j3-Kjg3,YHMmZJ3R-QXN4
k7RC4CCC-TAaQ,N,16,mwi5X2ZU-HmkX,uJep8cPh-spii,k7RC4CCC-TAaQ
DGGIKUXv-IK29,Y,10,byqNuvCR-wCl2,Lr5SHeZM-aUub,DGGIKUXv-IK29
COvG0Egu-QN1J,N,2,WAwUiLik-5mQX,2eq63G7B-PFeX,COvG0Egu-QN1J
XOaS0oXN-GpsA,N,3,5GmnRe3w-SNAp,PuRDPMj1-KOW5,XOaS0oXN-GpsA
6CKUYI4Q-oKsS,N,2,pmGost4M-rCy3,Bqpdh3c0-N6d9,6CKUYI4Q-oKsS
Kd4HOeC7-5PLk,N,3,7aIcoNSW-R7PF,KzXESYh2-FHIC,Kd4HOeC7-5PLk
fArusKjy-hLc7,Y,12,tsIjFW3T-MUyb,l3ysMnrx-uPM8,fArusKjy-hLc7
tk0uklLa-6CWl,N,9,2XySxSMJ-NTtP,Li76HStX-R5X4,tk0uklLa-6CWl
B8XklpzX-EbAJ,N,8,nXxFkiUx-aSFn,Ik8zn1vH-b4wP,B8XklpzX-EbAJ
ZHy68Zx2-8w5a,N,4,8gvQ3q3f-dBTg,KxP0wsW2-XTUl,ZHy68Zx2-8w5a
U6s5j8ZD-MAyh,N,4,w1wEhYth-zZlo,6r3BX8L6-rfRv,U6s5j8ZD-MAyh
sy4FTN1i-OEaw,Y,4,qlAkDktn-BX8O,jj2ZzYmz-Gdq0,sy4FTN1i-OEaw
nOHQ895X-clrs,N,10,6hopmeuD-w3Ke,HhFnhAe2-XIcw,nOHQ895X-clrs
zySNqIMR-PeYN,Y,6,gQqHMHWd-mTbP,EjcB6l7J-L1Zr,zySNqIMR-PeYN
nXUKnwZO-T6qG,Y,15,cTDz17U9-opsU,I2apZ8Lj-bzS9,nXUKnwZO-T6qG
eHQDoQMi-dat8,N,4,Xh97SmmR-T8tM,DXyOidv7-gdbk,eHQDoQMi-dat8
QqN3gOn3-uYwN,N,13,4NmXuFcw-uYow,ehjz44AF-jmGH,QqN3gOn3-uYwN
6Ql4YuhO-1xLY,N,3,Hu1v5l4C-Rt0o,XjCkR8Ab-Xn06,6Ql4YuhO-1xLY
hzEBlMJg-qwAN,Y,3,ZEJqmuxp-iPmi,GU3h4sp5-4IRm,hzEBlMJg-qwAN
EFghUSJv-nj0e,N,3,HfSoxpR2-BpGS,upPqHIaA-c8sB,EFghUSJv-nj0e
hvB7fSqJ-53mD,N,3,L9X3Nbno-7GGT,5woaZAn8-qEng,hvB7fSqJ-53mD
pcIzPWkn-9TG1,N,5,AJuddx2B-Dcu9,D1szndL5-524v,pcIzPWkn-9TG1
p25AZZxp-C9Dd,N,8,Ke9GAsjD-4ICN,OXFo4pfx-G9Rd,p25AZZxp-C9Dd
IO9LKQQf-cqf1,N,9,GOSgnKqh-wmq7,Zn3wCEK9-G6HJ,IO9LKQQf-cqf1
171BCjoL-pNcN,N,2,5fi1GWSO-oQcb,TmOA2QC6-xk2y,171BCjoL-pNcN
qKflXH8K-hwKH,N,4,zjfoYKKD-w0MI,bkkFivp2-MCQn,qKflXH8K-hwKH
1U21z2cG-rz3O,Y,2,mx4gENm0-pcWB,IyBE3EtQ-wJhC,1U21z2cG-rz3O
tboFgU4p-pjAP,N,3,8Knp74FQ-GUL7,8ezuhXRl-5wg6,tboFgU4p-pjAP
oaPB7Bnm-5whX,N,4,GLZ0pdJ7-5q1A,nK6ZYjts-hpJq,oaPB7Bnm-5whX
rxjKKPyc-ERNu,N,5,Xw48G3Ub-zfyl,9qAgSRYz-9TEO,rxjKKPyc-ERNu
EFpXLOEi-FDFc,,3,NjjDDpCp-FWn1,hQLKn0Ne-uFS4,EFpXLOEi-FDFc
Jy0XpP40-MxpS,N,3,cesBt1ue-1gFP,GoixrHQv-KY16,Jy0XpP40-MxpS
lpEkbiel-QRhl,N,3,B6M8pG6r-vR6M,XKBawSXr-ui8f,lpEkbiel-QRhl
lji8xcaf-DhkD,N,4,qvOkUEew-AHlI,jGosfFS7-dLtg,lji8xcaf-DhkD
aTmQjDs3-s8ll,N,4,ODhQ9Pwr-oJRz,KaIMxzyc-Ol0f,aTmQjDs3-s8ll
7HbWcCF8-h0pY,N,4,Zqd5DYRy-TxEy,zxIdBaMo-tbpj,7HbWcCF8-h0pY
e3rmRDTN-5mXB,N,3,6rFHZkfI-piCC,RoMx0HJ9-F19H,e3rmRDTN-5mXB
s2GGoacb-scOr,N,4,7eFbeFRL-YLCP,mKs838Fr-n16e,s2GGoacb-scOr
qUgxW3Fi-rghS,N,2,oHEiUzqj-k9aj,qtJRRIuP-5Wsm,qUgxW3Fi-rghS
vlUtYtww-niR0,N,10,ITgIOS1x-aggN,BAXUyLnP-BfS1,vlUtYtww-niR0
NTuylvgP-OsWx,Y,15,86tCUMnL-Ndgy,kmwu1ppM-Wvs1,NTuylvgP-OsWx
Hap9scD6-TZeL,N,5,OWgLkFH6-7NFa,gGEUf52Q-FZzJ,Hap9scD6-TZeL
GODe0QNN-ZKkk,N,5,frMpguAW-39fy,hFQNlWdT-dRe3,GODe0QNN-ZKkk
OqGcisXj-7GB0,N,7,HHAk1O2c-CfSD,gowRJZDi-o4Mk,OqGcisXj-7GB0
1XiZyvzD-uyjt,Y,12,EYl5jXSG-IZnt,Qjc1pwEu-Ybxq,1XiZyvzD-uyjt
cK09cAdY-k7nh,N,3,sRk1dam7-RAKE,0a7LiYSY-2FyX,cK09cAdY-k7nh
rcO7KQXw-7h6n,N,3,LsyN5b4Z-XzFG,LjMbzTjl-U0LR,rcO7KQXw-7h6n
r9hbS2qL-FXYs,N,4,erNEFXxa-bNvp,DyiRLzN6-0CU1,r9hbS2qL-FXYs
KFGHtAKb-DOq7,N,9,Osv92u54-E3lL,Jd0FSNyv-0APx,KFGHtAKb-DOq7
NBgmajUb-Ogec,N,3,v4hrfAh8-OwvJ,Y6tbPjN8-UvUl,NBgmajUb-Ogec
xtJmMboi-jjXu,Y,2,1NIBid6l-6J8r,w1l7KE1W-0scY,xtJmMboi-jjXu
Xuz0ZuhH-8NMJ,N,7,GOoUOzh5-DSQI,BEQMgSMy-uQJy,Xuz0ZuhH-8NMJ
raQG6dKM-nu81,N,10,lS7EZDe8-l1qy,WLPG6ayE-RptX,raQG6dKM-nu81
UyJD1OAm-hwio,N,3,08EPOgO6-dLPL,nWHB1ect-17nH,UyJD1OAm-hwio
xya09eZJ-67vU,N,6,YmB2Rnsc-oQ5h,gG4lcPsb-RM3D,xya09eZJ-67vU
urZhsfM2-rhRH,N,2,MaKhWR16-Cpjg,lpKDH2Qq-9tlM,urZhsfM2-rhRH
knJM2cHe-1DCH,N,2,riyaM5Iq-LGw6,Ro3vFzTF-rwcA,knJM2cHe-1DCH
r7PHhleO-wMQS,Y,2,YLIMGnK3-ZbO8,hpINzDTd-D5of,r7PHhleO-wMQS
oKHJ8cBL-uIU5,Y,9,ZQmMECOn-LyG7,j0v8fLrv-S0kv,oKHJ8cBL-uIU5
xntvz1ur-TDlv,N,4,fS3wBoN1-CERS,xytY8drt-jWuD,xntvz1ur-TDlv
6qICDqLE-pyCT,N,7,33dKLEQi-QvjJ,v61RgJCs-FkaS,6qICDqLE-pyCT
WaEUMq8v-9dzw,N,2,PKouDELv-z8WR,Wbwwd2dg-vjuA,WaEUMq8v-9dzw
8MW0KJwU-pnhT,N,4,yWPx5hNL-ckyq,Qs0Em1Bi-1r9J,8MW0KJwU-pnhT
Se8L9c3x-mcty,N,3,ofvytnr3-HtEx,EthEqbnB-kSOQ,Se8L9c3x-mcty
6aCH8KFH-STI3,N,2,LoBc4fI8-geLM,NKxnlqf2-NRRr,6aCH8KFH-STI3
4kHx55U2-2mES,N,3,2SMkEiY1-lfZF,WbDt3jjL-cIfH,4kHx55U2-2mES
